Region,States,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020
NR,Punjab,77.9,75.3,68.5,81.2,83.7,91.0,91.6
,Haryana,86.6,86.1,84.4,89.7,92.4,94.2,96.6
,Rajasthan,171.8,154.1,163.0,171.0,167.2,170.6,168.0
,Delhi,57.8,59.9,56.8,58.6,59.9,59.5,62.2
,UP,280.3,268.3,260.2,283.0,284.4,293.6,296.3
,Uttarakhand,21.6,22.1,22.6,23.1,23.3,22.8,23.9
,HP,12.1,13.9,13.9,14.4,14.2,14.1,14.6
,J&K,46.6,45.5,40.4,45.9,43.9,44.6,42.4
,Chandigarh,2.5,2.6,2.4,2.6,2.7,2.8,2.8
WR,Chhattisgarh,76.5,77.9,70.6,75.1,75.2,74.5,72.5
,Gujarat,261.3,265.8,268.0,275.8,278.9,280.6,275.4
,MP,179.6,182.2,185.8,189.3,186.2,187.9,183.3
,Maharashtra,380.5,388.6,399.1,405.7,410.2,412.7,404.4
,Goa,7.8,8.2,8.2,8.6,8.9,9.2,9.5
,DD,2.3,2.5,2.7,2.7,2.8,2.9,2.9
,DNH,2.7,2.9,3.0,3.2,3.3,3.4,3.8
,Essar steel,0.8,0.9,1.2,1.1,1.2,1.5,1.5
SR,Andhra Pradesh,168.7,170.6,169.3,170.1,170.5,169.4,159.1
,Telangana,143.8,145.1,142.9,142.4,144.9,146.0,140.9
,Karnataka,196.4,207.4,207.2,207.9,205.5,193.5,198.2
,Kerala,69.6,71.7,71.3,70.7,70.6,69.9,70.3
,Tamil Nadu,253.7,255.6,255.0,260.5,261.7,260.8,259.0
,Pondy,5.4,5.7,5.6,5.8,5.7,5.8,5.6
ER,Bihar,80.8,70.2,64.0,72.8,75.3,71.8,73.6
,DVC,30.5,30.7,27.7,29.2,28.9,31.8,30.3
,Jharkhand,24.4,22.6,18.8,20.6,19.0,21.1,22.3
,Odisha,69.7,78.2,64.7,63.6,67.3,56.5,55.0
,West Bengal,118.8,118.4,82.4,95.1,99.8,93.3,97.8
,Sikkim,1.0,1.3,1.3,1.4,1.5,1.5,1.4
NER,Arunachal Pradesh,1.4,1.4,1.1,1.4,1.3,1.4,1.3
Assam,15.8,15.5,14.8,14.3,16.8,16.5,17.0,
Manipur,2.5,2.3,2.1,2.3,2.1,2.2,2.1,
Meghalaya,4.0,3.7,3.8,4.0,4.1,4.1,4.3,
Mizoram,1.4,1.5,1.4,1.4,1.4,1.4,1.4,
Nagaland,2.0,2.1,1.4,2.0,1.8,1.8,1.8,
Tripura,3.3,3.4,3.5,3.3,2.9,2.9,2.9,
