Region,States,24-01-2022,25-01-2022,26-01-2022,27-01-2022,28-01-2022,29-01-2022,30-01-2022
NR,Punjab,126.1,128.5,114.7,121.4,122.7,121.0,111.5
,Haryana,117.9,123.3,105.8,116.5,122.9,124.6,113.6
,Rajasthan,254.2,259.0,260.5,268.1,275.9,278.1,276.8
,Delhi,78.1,80.7,69.2,75.8,78.4,71.8,68.6
,UP,309.6,324.2,332.5,325.1,328.3,322.7,312.9
,Uttarakhand,43.8,45.6,38.0,42.7,44.9,44.0,41.3
,HP,34.3,34.9,31.1,33.4,35.0,33.9,31.9
,J&K,61.4,65.4,63.2,57.8,63.1,59.7,63.7
,Chandigarh,4.5,4.4,3.8,4.1,4.1,3.8,3.6
WR,Chhattisgarh,84.5,86.9,85.5,87.0,88.9,89.8,89.8
,Gujarat,353.1,356.5,333.4,349.6,359.1,358.4,347.5
,MP,254.9,263.2,268.7,276.1,284.6,287.2,289.6
,Maharashtra,487.6,489.1,448.5,481.6,492.9,489.5,489.3
,Goa,11.4,11.4,9.8,11.0,11.6,11.9,10.8
,DD,7.2,7.5,5.2,6.4,7.6,7.6,7.3
,DNH,19.3,19.3,16.3,18.2,19.4,19.3,19.2
,Essar steel,19.3,17.2,17.8,18.9,18.2,17.7,18.8
SR,Andhra Pradesh,188.7,190.1,185.4,184.7,186.8,186.9,184.2
,Telangana,206.4,207.0,201.6,204.9,208.9,207.1,203.5
,Karnataka,244.6,245.2,224.3,229.4,234.4,234.6,228.8
,Kerala,72.9,73.0,69.4,73.3,74.6,76.0,70.1
,Tamil Nadu,301.9,308.3,290.4,301.0,305.5,306.4,283.9
,Pondy,7.4,7.5,7.0,7.5,7.7,7.7,7.0
ER,Bihar,83.4,85.5,85.9,86.8,90.4,86.9,87.7
,DVC,69.2,69.1,69.0,69.0,70.3,71.3,70.4
,Jharkhand,30.5,28.8,29.8,29.1,30.3,30.2,30.8
,Odisha,94.5,92.5,92.4,92.6,94.2,96.6,95.4
,West Bengal,118.3,120.7,112.4,118.3,125.4,124.1,117.1
,Sikkim,1.8,1.9,1.5,1.9,1.9,1.9,1.7
NER,Arunachal Pradesh,2.7,2.5,2.6,2.6,2.3,2.3,2.3
Assam,25.5,25.7,24.0,24.6,25.0,25.5,24.9,
Manipur,3.6,3.6,3.5,3.5,3.6,3.6,3.5,
Meghalaya,7.5,7.4,7.4,7.3,7.7,7.3,7.5,
Mizoram,1.9,1.8,1.9,1.9,1.9,1.8,1.9,
Nagaland,2.3,2.3,2.5,2.5,2.6,2.6,2.6,
Tripura,3.4,3.6,3.5,4.0,3.6,3.6,3.5,
