Region,States,08-01-2018,09-01-2018,10-01-2018,11-01-2018,12-01-2018,13-01-2018,14-01-2018
NR,Punjab,105.4,108.2,108.7,105.6,105.9,102.5,94.0
,Haryana,123.3,128.5,129.9,127.1,125.3,126.4,116.2
,Rajasthan,209.3,211.5,216.9,217.5,219.7,213.0,206.2
,Delhi,68.6,68.9,69.3,68.5,69.3,63.5,61.7
,UP,305.3,310.5,309.9,307.9,309.2,310.6,301.5
,Uttarakhand,38.3,39.2,39.9,39.8,39.8,38.9,36.9
,HP,26.6,27.6,27.9,28.1,28.3,27.8,25.5
,J&K,46.7,47.1,45.5,46.7,46.4,47.4,45.2
,Chandigarh,3.7,3.8,3.8,3.8,3.7,3.5,3.2
WR,Chhattisgarh,73.3,73.4,73.6,73.0,74.4,78.1,72.2
,Gujarat,296.2,299.4,302.2,303.6,307.9,303.8,244.4
,MP,225.2,227.1,227.0,225.4,227.7,225.7,220.5
,Maharashtra,405.2,409.3,413.4,416.0,415.7,420.8,410.9
,Goa,9.2,9.2,9.2,8.4,8.4,10.1,8.3
,DD,7.0,7.2,7.3,7.3,7.4,7.5,6.3
,DNH,17.3,17.6,17.4,17.8,17.7,17.2,16.7
,Essar steel,8.7,9.9,8.8,9.4,10.8,9.7,10.1
SR,Andhra Pradesh,162.2,165.2,165.6,167.3,172.6,170.0,166.9
,Telangana,177.8,179.7,180.7,180.1,180.6,183.6,171.7
,Karnataka,202.6,204.7,206.6,211.5,213.5,210.0,196.9
,Kerala,64.2,64.7,66.2,68.0,68.9,68.8,61.8
,Tamil Nadu,288.9,292.5,279.8,277.7,292.4,284.2,239.9
,Pondy,6.0,6.3,6.5,6.7,6.5,6.7,5.7
ER,Bihar,71.5,73.9,74.7,74.6,73.4,74.0,80.9
,DVC,69.2,70.8,69.0,69.7,70.7,70.5,69.7
,Jharkhand,24.8,24.5,24.6,22.8,22.8,22.8,24.3
,Odisha,68.5,67.7,70.2,77.6,77.8,79.8,77.3
,West Bengal,103.3,111.5,113.2,112.5,113.9,112.7,104.5
,Sikkim,1.6,1.6,1.8,1.7,1.8,1.6,1.0
NER,Arunachal Pradesh,2.3,2.2,2.2,2.3,2.3,2.3,2.3
Assam,22.8,23.6,23.8,22.7,24.0,23.9,22.2,
Manipur,2.8,2.7,2.7,2.8,2.7,2.6,2.6,
Meghalaya,6.7,6.4,6.5,6.0,6.4,6.4,6.4,
Mizoram,1.8,1.8,1.9,1.8,1.8,1.8,1.8,
Nagaland,2.0,2.1,2.0,2.2,2.2,2.2,2.1,
Tripura,3.5,3.4,3.5,3.5,3.7,3.5,3.9,
