Region,States,12-10-2020,13-10-2020,14-10-2020,15-10-2020,16-10-2020,17-10-2020,18-10-2020
NR,Punjab,167.0,163.7,165.5,172.8,162.8,152.1,144.6
,Haryana,163.6,170.0,171.7,166.7,163.3,162.0,147.6
,Rajasthan,241.8,242.7,242.7,249.3,242.7,246.9,238.6
,Delhi,86.7,91.2,93.1,88.9,84.1,76.5,69.7
,UP,376.4,384.1,389.5,388.0,376.2,363.2,338.5
,Uttarakhand,37.3,37.4,38.7,38.4,37.6,37.6,33.8
,HP,29.3,30.2,30.7,29.8,30.0,29.7,26.8
,J&K,47.5,47.9,48.3,45.8,48.4,47.5,49.1
,Chandigarh,4.1,4.2,4.1,3.9,3.8,3.6,3.1
WR,Chhattisgarh,83.9,83.2,83.4,81.6,83.0,82.8,85.0
,Gujarat,375.7,374.6,373.9,379.3,379.5,375.1,343.8
,MP,233.0,239.3,240.3,241.1,245.8,251.2,249.8
,Maharashtra,387.8,421.0,409.0,384.9,397.3,406.8,395.7
,Goa,9.0,9.3,9.3,8.7,8.9,9.2,8.0
,DD,7.4,7.6,7.7,7.8,7.6,7.3,7.1
,DNH,18.8,18.8,18.9,18.7,18.2,18.2,18.0
,Essar steel,16.8,18.2,17.4,16.8,19.7,18.1,18.1
SR,Andhra Pradesh,145.4,134.5,145.3,150.9,157.1,158.3,158.8
,Telangana,142.6,118.2,97.4,118.9,131.9,134.4,127.5
,Karnataka,149.8,147.4,141.1,147.0,155.0,156.7,148.1
,Kerala,63.7,64.4,64.2,65.5,65.8,66.0,62.7
,Tamil Nadu,280.0,292.5,300.9,311.4,321.3,308.0,265.5
,Pondy,7.7,8.1,8.2,8.2,8.5,8.3,6.7
ER,Bihar,114.7,116.5,117.6,117.4,119.5,117.5,113.1
,DVC,67.1,68.0,66.6,62.9,65.5,66.6,65.2
,Jharkhand,30.2,29.9,30.1,30.5,30.5,31.3,29.9
,Odisha,92.9,89.0,89.8,90.9,90.3,95.3,97.4
,West Bengal,174.0,178.6,178.8,176.7,178.0,178.3,170.0
,Sikkim,1.3,1.2,1.4,1.3,1.2,1.0,1.1
NER,Arunachal Pradesh,2.4,2.3,2.3,2.2,2.3,2.1,2.0
Assam,35.6,36.3,36.5,36.5,37.0,36.1,34.2,
Manipur,2.7,2.8,2.7,2.7,2.8,2.8,2.7,
Meghalaya,5.7,5.4,5.7,5.3,5.4,5.6,5.6,
Mizoram,1.5,1.7,1.7,1.4,1.7,1.6,1.5,
Nagaland,2.5,2.6,2.6,2.5,2.4,2.4,2.3,
Tripura,5.4,5.4,4.9,5.4,5.4,5.6,4.4,
