Region,States,22-08-2022,23-08-2022,24-08-2022,25-08-2022,26-08-2022,27-08-2022,28-08-2022
NR,Punjab,320.1,322.3,306.8,292.1,300.0,290.2,290.5
,Haryana,239.1,236.8,234.7,230.5,237.1,240.8,231.9
,Rajasthan,233.8,206.8,213.9,221.2,235.4,238.9,249.0
,Delhi,128.2,126.3,122.6,121.5,125.9,122.8,116.5
,UP,492.9,498.3,480.1,485.8,498.2,508.4,491.3
,Uttarakhand,48.2,49.3,46.7,49.0,50.3,49.1,46.8
,HP,30.0,30.6,32.6,32.8,33.0,34.0,31.2
,J&K,52.7,53.7,48.9,49.7,51.9,50.5,52.5
,Chandigarh,7.0,7.3,7.1,6.9,7.1,6.8,6.2
WR,Chhattisgarh,97.6,105.8,106.6,98.5,106.3,107.7,109.1
,Gujarat,314.2,320.0,308.3,311.8,326.2,332.8,336.2
,MP,157.7,175.3,196.4,201.4,210.9,215.4,211.9
,Maharashtra,465.5,478.8,491.0,501.2,506.9,507.3,508.4
,Goa,12.1,12.5,11.6,13.6,12.7,12.6,11.3
,DNHDDPDCL,27.5,27.8,28.1,28.0,28.1,28.1,27.2
,Essar steel,18.3,18.6,18.4,19.0,18.9,18.9,18.9
SR,Andhra Pradesh,221.3,229.4,219.7,208.8,200.6,200.3,192.1
,Telangana,226.9,232.1,233.8,223.5,225.5,220.7,215.6
,Karnataka,195.7,202.3,208.4,204.2,218.4,199.8,165.5
,Kerala,72.5,70.5,69.5,70.5,71.9,70.8,65.3
,Tamil Nadu,316.7,324.7,324.0,319.1,306.9,288.7,262.8
,Pondy,9.1,9.1,9.1,9.1,9.2,8.9,8.4
ER,Bihar,134.2,129.7,126.3,123.8,132.0,132.4,117.8
,DVC,73.7,75.0,73.6,74.4,74.7,75.7,72.3
,Jharkhand,31.3,32.3,32.4,30.3,31.7,32.9,32.1
,Odisha,126.8,128.5,123.1,121.7,124.2,123.6,126.6
,West Bengal,187.9,182.2,172.9,178.4,191.5,193.7,176.8
,Sikkim,1.6,1.6,1.6,1.7,1.7,1.5,1.2
NER,Arunachal Pradesh,2.6,2.5,2.7,2.5,2.7,2.5,2.3
Assam,45.3,43.1,46.8,45.5,47.1,43.5,38.8,
Manipur,2.7,2.7,2.8,2.7,2.8,2.7,2.6,
Meghalaya,5.8,5.7,5.9,6.0,6.1,6.4,6.3,
Mizoram,1.8,1.7,1.8,1.7,1.7,1.7,1.6,
Nagaland,2.7,2.8,2.9,2.8,2.7,2.7,2.6,
Tripura,5.6,5.2,5.4,5.8,6.0,5.0,5.2,
