Region,States,16-09-2019,17-09-2019,18-09-2019,19-09-2019,20-09-2019,21-09-2019,22-09-2019
NR,Punjab,238.1,239.6,243.0,224.0,225.2,227.9,216.8
,Haryana,212.7,209.7,208.4,200.4,200.8,196.3,169.5
,Rajasthan,243.9,245.4,245.5,240.5,242.4,237.8,222.2
,Delhi,124.6,125.1,121.0,113.9,113.4,108.1,94.0
,UP,405.3,393.2,351.9,350.6,375.3,378.5,316.7
,Uttarakhand,41.0,38.2,37.7,40.2,40.8,41.0,33.6
,HP,29.6,30.0,31.5,30.5,29.8,31.0,27.0
,J&K,39.7,41.2,42.2,39.1,42.7,43.0,40.0
,Chandigarh,6.0,5.9,5.8,5.4,5.2,5.2,5.2
WR,Chhattisgarh,97.0,89.8,90.6,95.8,100.0,101.4,103.6
,Gujarat,301.1,311.6,316.1,320.2,321.0,314.9,294.1
,MP,172.7,167.7,169.8,174.1,173.2,172.9,162.8
,Maharashtra,407.9,412.2,399.2,386.2,383.2,389.6,386.6
,Goa,11.8,11.3,11.5,11.5,11.5,11.8,11.0
,DD,7.1,7.2,7.4,6.2,7.4,7.4,7.0
,DNH,18.6,18.1,18.7,18.4,18.1,18.4,18.1
,Essar steel,5.5,5.7,5.6,5.0,6.0,5.8,6.1
SR,Andhra Pradesh,172.8,162.7,159.2,153.8,152.4,159.3,156.6
,Telangana,199.8,194.5,161.5,167.1,165.1,167.0,169.4
,Karnataka,188.3,179.8,177.7,171.9,177.6,180.1,169.8
,Kerala,67.7,69.2,68.4,68.6,70.0,70.3,66.3
,Tamil Nadu,276.8,274.6,282.1,277.0,287.2,282.9,264.6
,Pondy,7.4,6.9,7.5,7.4,7.4,7.5,7.0
ER,Bihar,108.4,93.4,79.2,96.1,104.5,98.8,93.1
,DVC,64.1,61.8,61.1,63.1,64.4,65.3,63.9
,Jharkhand,25.1,25.1,25.4,26.2,26.6,25.7,26.4
,Odisha,105.3,103.0,105.7,109.6,105.0,93.3,86.8
,West Bengal,175.3,174.9,164.1,172.8,183.4,176.2,162.8
,Sikkim,1.0,1.1,1.2,1.1,1.0,1.1,0.8
NER,Arunachal Pradesh,2.2,2.1,2.3,2.3,2.2,2.1,2.0
Assam,31.6,31.4,33.1,36.1,35.5,36.2,31.4,
Manipur,2.6,2.4,2.4,2.4,2.5,2.5,2.3,
Meghalaya,5.4,5.3,5.3,5.5,5.7,5.8,5.9,
Mizoram,1.6,1.6,1.6,1.7,1.8,1.6,1.7,
Nagaland,2.1,2.1,2.3,2.4,2.2,2.2,2.1,
Tripura,5.9,5.3,5.2,5.8,5.0,5.1,4.8,
