Region,States,01-02-2021,02-02-2021,03-02-2021,04-02-2021,05-02-2021,06-02-2021,07-02-2021
NR,Punjab,140.6,142.2,135.1,120.8,129.2,134.5,125.7
,Haryana,139.3,141.3,141.0,125.7,130.0,132.8,120.8
,Rajasthan,266.1,268.1,269.7,267.9,267.9,266.5,264.5
,Delhi,69.7,69.3,68.4,68.6,70.4,64.1,63.0
,UP,312.5,311.5,306.2,279.5,276.4,280.5,284.5
,Uttarakhand,41.9,41.5,41.0,39.9,38.4,40.4,37.9
,HP,32.0,31.7,33.1,32.2,32.1,36.9,27.5
,J&K,55.6,54.1,53.5,55.6,55.1,55.7,54.4
,Chandigarh,3.8,3.8,3.8,4.1,3.9,3.6,3.3
WR,Chhattisgarh,89.6,92.3,93.5,94.4,95.4,95.5,93.9
,Gujarat,348.7,353.4,350.7,352.9,352.2,348.3,336.3
,MP,285.0,287.8,288.4,286.0,282.8,278.1,279.2
,Maharashtra,476.5,481.8,486.5,485.8,484.4,484.6,467.6
,Goa,10.3,9.9,10.1,9.8,10.0,9.9,8.7
,DD,7.1,7.6,7.8,7.7,7.7,7.6,6.8
,DNH,19.1,19.5,19.7,19.9,18.1,19.4,19.1
,Essar steel,19.8,18.0,18.6,18.4,18.0,18.2,18.1
SR,Andhra Pradesh,184.1,183.8,183.4,184.7,187.8,187.1,181.7
,Telangana,245.0,240.3,243.5,242.0,244.1,241.7,231.8
,Karnataka,232.0,235.0,236.6,236.6,239.5,239.1,221.3
,Kerala,74.0,74.5,75.7,74.9,74.1,74.1,66.7
,Tamil Nadu,286.0,297.1,296.9,294.0,299.1,293.0,271.1
,Pondy,7.5,7.7,7.8,7.7,7.7,7.8,7.2
ER,Bihar,93.3,95.0,92.0,89.1,89.7,83.4,84.7
,DVC,67.7,69.1,69.5,68.2,67.7,66.6,68.3
,Jharkhand,26.3,25.9,26.2,26.1,28.7,26.5,25.5
,Odisha,74.4,73.9,73.7,72.3,71.6,74.0,89.8
,West Bengal,126.8,130.1,130.2,129.3,129.2,129.4,117.6
,Sikkim,1.7,1.9,1.9,1.7,1.6,1.9,1.4
NER,Arunachal Pradesh,2.3,2.4,2.3,2.3,2.4,2.3,2.3
,Assam,24.2,24.7,24.6,25.0,23.8,24.2,22.7,
,Manipur,2.7,2.8,2.8,3.1,3.0,2.9,2.7,
,Meghalaya,6.6,6.6,6.8,6.7,7.1,6.7,6.4,
,Mizoram,1.6,1.9,1.7,1.7,1.7,1.7,1.7,
,Nagaland,2.0,2.3,2.5,2.5,2.5,2.2,2.1,
,Tripura,3.8,3.9,3.6,3.2,3.7,3.6,3.5,
