Region,States,26-02-2018,27-02-2018,28-02-2018,01-03-2018,02-03-2018,03-03-2018,04-03-2018
NR,Punjab,115.6,118.0,116.1,121.3,91.2,94.6,107.0
,Haryana,121.7,124.8,125.2,123.8,101.2,103.7,108.8
,Rajasthan,206.2,206.5,210.5,203.7,181.1,184.3,186.3
,Delhi,61.2,65.2,63.4,59.6,46.1,53.2,55.6
,UP,288.8,295.5,300.3,307.7,301.6,269.3,270.0
,Uttarakhand,34.7,34.0,33.3,33.2,25.3,26.6,32.6
,HP,24.8,26.2,27.0,25.8,18.2,20.7,23.6
,J&K,43.2,43.4,43.0,42.7,38.3,41.8,43.0
,Chandigarh,3.4,3.1,3.2,3.0,2.5,2.9,2.7
WR,Chhattisgarh,78.4,77.5,80.4,79.3,68.5,70.9,77.9
,Gujarat,320.0,325.1,324.5,306.3,241.6,275.4,297.8
,MP,195.3,198.3,201.5,201.0,185.1,184.7,255.5
,Maharashtra,445.3,452.7,454.9,454.8,409.3,441.3,438.8
,Goa,8.8,8.8,9.6,9.9,8.3,9.1,8.4
,DD,7.4,7.5,7.7,7.3,3.8,5.0,6.8
,DNH,17.7,17.9,17.5,17.3,11.3,12.9,16.1
,Essar steel,9.5,10.3,10.1,9.9,10.2,10.3,8.8
SR,Andhra Pradesh,173.9,173.0,178.6,179.3,170.5,173.4,173.7
,Telangana,210.5,211.6,213.2,210.9,203.1,206.2,206.6
,Karnataka,218.6,220.9,221.6,225.9,223.2,225.1,213.7
,Kerala,72.4,74.0,74.6,75.1,73.7,73.6,68.0
,Tamil Nadu,302.9,314.7,317.0,315.7,309.5,309.4,292.7
,Pondy,7.1,7.4,7.2,7.2,6.7,6.9,6.6
ER,Bihar,69.8,70.0,70.7,71.8,74.0,68.7,70.1
,DVC,66.4,67.7,68.3,67.3,59.1,60.4,63.7
,Jharkhand,19.4,22.3,23.5,24.2,23.3,22.8,23.7
,Odisha,79.2,77.4,82.0,78.2,75.7,83.4,83.3
,West Bengal,120.1,134.1,133.9,122.9,122.6,122.2,116.7
,Sikkim,1.6,1.8,1.6,1.6,1.1,0.8,1.1
NER,Arunachal Pradesh,2.3,2.3,2.3,1.9,1.9,2.0,2.3
Assam,21.3,22.0,23.1,23.4,20.5,17.5,20.1,
Manipur,2.4,2.4,2.4,2.2,2.4,2.2,2.1,
Meghalaya,5.3,5.1,5.1,5.2,5.6,5.3,5.8,
Mizoram,1.5,1.5,1.3,1.5,1.5,1.4,1.3,
Nagaland,2.1,2.1,2.0,1.9,2.1,2.1,2.3,
Tripura,3.1,3.4,3.7,3.6,3.4,3.8,3.8,
