Region,States,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020
NR,Punjab,111.2,116.5,114.0,101.7,91.6,97.3,93.8
,Haryana,110.4,119.5,114.0,97.2,87.6,99.1,93.2
,Rajasthan,236.5,244.7,225.9,215.6,153.3,193.9,201.1
,Delhi,61.5,62.8,63.9,62.9,64.4,59.9,58.2
,UP,250.8,257.1,250.0,230.3,209.5,218.8,232.1
,Uttarakhand,33.8,35.0,35.1,34.8,32.9,34.6,33.8
,HP,27.5,28.4,28.2,29.4,29.6,30.5,27.5
,J&K,46.8,46.9,45.4,45.7,46.8,49.2,47.4
,Chandigarh,3.1,3.4,3.4,3.3,3.5,3.5,3.1
WR,Chhattisgarh,91.3,86.2,84.3,85.1,83.5,72.2,81.2
,Gujarat,360.1,363.1,356.5,354.3,345.3,344.0,335.6
,MP,226.7,234.3,232.1,232.0,220.7,221.5,221.0
,Maharashtra,476.6,490.8,490.1,491.6,486.1,486.1,471.5
,Goa,10.9,11.0,11.0,10.4,10.4,10.4,9.2
,DD,7.1,7.6,7.7,7.5,7.6,7.6,7.4
,DNH,18.6,19.0,19.2,19.5,19.1,19.1,19.0
,Essar steel,7.3,6.6,7.5,8.1,9.6,5.4,5.4
SR,Andhra Pradesh,195.3,195.9,201.2,199.5,194.7,185.7,182.4
,Telangana,248.6,254.0,254.1,247.3,244.1,237.6,226.7
,Karnataka,237.2,245.1,244.5,251.9,248.5,247.7,237.4
,Kerala,78.9,79.9,80.0,79.2,79.4,79.5,73.9
,Tamil Nadu,323.0,334.0,337.3,336.3,339.7,332.2,309.7
,Pondy,7.5,7.9,8.1,8.0,8.5,8.2,7.4
ER,Bihar,72.1,73.1,73.5,73.5,67.3,64.8,71.1
,DVC,63.8,62.9,59.7,60.3,59.5,59.5,60.8
,Jharkhand,24.2,22.9,21.7,20.3,21.0,20.9,22.5
,Odisha,72.4,71.6,69.9,69.3,67.8,68.6,71.4
,West Bengal,120.1,115.5,111.4,115.5,114.0,109.7,104.9
,Sikkim,1.4,1.5,1.7,1.7,1.4,1.5,1.3
NER,Arunachal Pradesh,2.1,2.2,2.1,2.1,2.2,2.3,2.3
Assam,22.5,20.3,21.3,22.5,22.5,22.2,21.0,
Manipur,2.7,2.5,2.8,2.6,2.6,2.7,2.7,
Meghalaya,5.6,5.7,5.5,5.9,5.7,5.9,5.7,
Mizoram,1.6,1.6,1.7,1.6,1.7,1.6,1.7,
Nagaland,2.1,2.2,2.2,2.1,2.2,2.2,2.2,
Tripura,3.5,3.4,3.5,3.5,3.6,3.6,3.4,
