Region,States,17-07-2023,18-07-2023,19-07-2023,20-07-2023,21-07-2023,22-07-2023,23-07-2023
NR,Punjab,299.2,308.5,286.7,300.8,319.3,261.2,265.8
,Haryana,218.9,218.9,215.8,235.6,252.5,239.0,225.2
,Rajasthan,275.6,285.0,280.4,283.6,291.7,281.2,277.9
,Delhi,127.2,127.3,130.2,140.6,149.4,142.8,136.2
,UP,502.4,509.9,531.7,557.4,569.4,552.0,548.9
,Uttarakhand,45.3,44.0,45.1,46.4,49.5,48.3,45.0
,HP,33.0,32.8,32.8,33.3,36.0,33.3,26.6
,J&K,53.2,52.5,46.3,50.8,51.9,49.8,49.8
,Chandigarh,7.2,7.1,7.0,7.5,7.9,6.4,6.2
,Railways_NR ISTS,3.2,3.2,3.2,3.1,3.3,3.3,3.3
WR,Chhattisgarh,98.1,100.3,105.8,108.2,105.0,103.7,101.2
,Gujarat,380.7,389.3,378.9,364.8,364.3,366.8,339.3
,MP,226.7,232.0,242.9,253.5,252.1,235.5,241.5
,Maharashtra,499.1,495.4,478.4,482.3,481.8,473.8,463.5
,Goa,12.9,12.5,11.9,11.9,12.0,11.9,10.8
,DNHDDPDCL,29.5,30.2,30.0,30.1,30.1,29.9,29.0
,AMNSIL,18.4,18.7,17.0,18.7,20.2,18.5,20.2
,BALCO,12.4,12.4,12.4,12.4,12.4,12.4,12.4
SR,Andhra Pradesh,209.5,199.8,193.7,191.3,195.0,197.0,191.3
,Telangana,246.1,210.6,189.9,175.2,165.4,184.4,203.4
,Karnataka,215.6,207.0,201.6,195.9,202.4,193.6,170.5
,Kerala,79.4,80.0,78.3,88.0,80.6,75.9,67.1
,Tamil Nadu,357.0,365.9,368.6,363.5,374.9,373.3,336.8
,Pondy,10.0,10.3,10.1,10.0,10.1,10.1,9.2
ER,Bihar,140.1,145.2,148.6,153.4,151.6,148.0,152.4
,DVC,74.3,76.0,76.2,76.9,75.8,74.9,74.6
,Jharkhand,34.8,36.9,36.5,36.0,36.1,36.6,36.1
,Odisha,123.4,116.9,118.4,113.3,114.3,117.4,131.0
,West Bengal,201.2,215.0,222.1,228.2,222.1,212.0,206.4
,Sikkim,1.2,1.2,1.2,1.3,1.1,1.1,0.7
,Railways_ER ISTS*,0.1,0.1,0.1,0.2,0.2,0.3,0.2
NER,Arunachal Pradesh,2.7,2.8,3.0,2.7,2.9,2.6,2.4
Assam,38.2,43.7,46.7,47.1,41.4,44.0,41.0,
Manipur,2.6,2.7,2.7,2.6,2.7,2.7,2.7,
Meghalaya,5.4,5.5,5.3,5.8,5.6,5.5,5.3,
Mizoram,1.8,1.9,1.8,1.9,1.8,1.9,1.6,
Nagaland,2.7,2.9,3.0,2.8,3.0,2.8,2.6,
Tripura,5.7,5.8,6.0,6.2,5.9,6.2,6.0,
ALL INDIA TOTAL,4594.6,4609.8,4570.2,4643.4,4701.6,4560.3,4443.8,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
