Region,States,15-03-2021,16-03-2021,17-03-2021,18-03-2021,19-03-2021,20-03-2021,21-03-2021
NR,Punjab,139.3,138.9,139.9,133.1,129.5,148.7,147.2
,Haryana,134.4,137.8,137.0,140.7,142.2,140.8,126.0
,Rajasthan,243.1,245.6,245.1,236.8,232.7,236.2,227.2
,Delhi,68.5,69.1,70.4,70.0,73.5,69.9,67.0
,UP,321.6,325.4,330.1,339.7,340.2,338.8,333.6
,Uttarakhand,36.5,38.1,38.9,37.9,38.5,38.6,35.5
,HP,30.8,31.1,31.5,31.2,31.8,31.1,28.4
,J&K,53.3,50.6,49.7,49.3,50.7,49.1,48.4
,Chandigarh,3.2,3.3,3.4,3.3,3.4,3.3,3.0
WR,Chhattisgarh,104.9,107.0,109.0,110.2,107.7,101.7,105.0
,Gujarat,388.1,390.6,387.3,393.5,392.6,389.8,378.9
,MP,230.9,230.2,232.9,227.8,211.0,208.5,215.4
,Maharashtra,528.4,549.6,554.4,553.5,532.6,516.3,487.7
,Goa,11.8,11.8,12.0,12.6,12.7,12.1,11.2
,DD,7.6,7.4,7.8,7.8,7.9,7.9,7.2
,DNH,20.3,20.3,20.4,20.5,18.9,20.1,20.1
,Essar steel,17.2,18.3,18.2,18.0,18.2,18.4,18.7
SR,Andhra Pradesh,213.1,217.5,216.2,215.3,211.1,210.7,209.7
,Telangana,270.4,274.0,275.6,273.9,272.9,270.4,264.1
,Karnataka,262.5,264.6,266.0,265.6,264.1,260.6,249.2
,Kerala,84.2,85.4,87.1,87.5,87.7,85.5,76.7
,Tamil Nadu,330.0,346.6,347.1,348.9,351.0,350.0,322.9
,Pondy,8.2,8.3,8.3,8.2,8.5,8.5,7.8
ER,Bihar,88.2,91.4,94.4,94.8,95.3,95.4,98.5
,DVC,67.9,67.2,70.3,69.6,68.0,70.6,69.4
,Jharkhand,25.9,25.4,26.6,26.8,26.7,26.9,27.0
,Odisha,90.9,95.5,108.3,100.4,101.1,107.6,103.6
,West Bengal,151.4,160.4,163.6,165.0,167.1,168.1,170.6
,Sikkim,1.3,1.2,1.2,1.2,1.2,1.1,1.0
NER,Arunachal Pradesh,2.2,2.4,2.4,2.3,2.1,2.2,2.2
Assam,25.2,27.2,27.6,28.4,28.9,29.0,27.0,
Manipur,2.6,2.6,2.8,2.7,2.3,2.8,2.7,
Meghalaya,6.6,6.1,6.2,5.7,5.3,4.3,4.7,
Mizoram,1.7,1.7,1.7,1.6,1.5,1.6,1.6,
Nagaland,2.3,2.2,2.3,2.2,2.0,2.4,2.2,
Tripura,4.4,4.4,4.0,4.1,4.2,4.1,4.2,
