Region,States,18-09-2017,19-09-2017,20-09-2017,21-09-2017,22-09-2017,23-09-2017,24-09-2017
NR,Punjab,206.7,189.3,199.8,192.6,206.2,171.3,166.3
,Haryana,168.7,177.9,179.8,179.4,154.8,113.1,118.7
,Rajasthan,199.7,215.5,204.5,215.9,203.8,198.6,200.6
,Delhi,107.3,108.4,108.6,109.4,98.2,83.4,77.3
,UP,399.1,381.8,392.3,369.8,296.8,282.0,311.6
,Uttarakhand,40.4,39.9,40.7,40.9,37.6,33.3,32.4
,HP,25.7,27.0,27.6,27.8,25.6,21.7,21.1
,J&K,40.3,40.4,39.9,42.4,42.7,42.0,40.1
,Chandigarh,5.3,5.5,5.4,5.2,5.0,3.9,3.7
WR,Chhattisgarh,82.2,79.9,73.1,75.9,78.7,81.9,83.8
,Gujarat,295.3,309.1,314.0,321.0,322.8,326.3,321.0
,MP,164.0,169.4,164.1,146.4,143.2,155.5,163.3
,Maharashtra,374.6,373.5,359.9,361.4,360.1,377.2,374.9
,Goa,8.7,8.7,8.7,9.1,9.0,9.5,8.6
,DD,7.0,7.4,7.4,7.4,7.5,3.6,6.6
,DNH,16.4,16.1,15.4,17.2,17.1,17.2,16.9
,Essar steel,7.6,7.7,7.4,8.4,8.6,8.8,9.5
SR,Andhra Pradesh,144.0,153.0,164.7,164.7,162.2,168.6,162.5
,Telangana,164.0,173.7,184.5,184.5,189.7,190.0,189.7
,Karnataka,130.7,138.1,159.8,159.8,163.6,168.0,158.4
,Kerala,59.9,64.6,65.0,65.0,65.5,66.4,62.7
,Tamil Nadu,259.3,279.5,305.3,305.3,307.5,297.1,289.4
,Pondy,6.9,7.3,7.5,7.5,7.4,7.6,7.0
ER,Bihar,75.3,83.8,74.8,74.8,80.6,85.7,89.9
,DVC,63.2,65.7,65.9,65.9,65.6,67.5,66.6
,Jharkhand,23.4,24.7,23.5,23.5,23.7,24.9,24.1
,Odisha,87.6,84.8,90.5,90.5,86.0,84.2,88.0
,West Bengal,142.4,145.2,145.2,145.2,151.4,157.6,157.1
,Sikkim,1.0,1.2,1.6,1.6,1.2,1.3,1.5
NER,Arunachal Pradesh,1.9,1.9,2.2,2.2,2.2,2.4,2.3
Assam,26.6,30.6,30.3,30.3,30.7,29.0,29.8,
Manipur,2.0,1.9,2.2,2.2,2.3,2.0,2.1,
Meghalaya,3.7,4.4,4.5,4.5,4.9,5.4,4.6,
Mizoram,1.3,1.2,1.3,1.3,1.3,1.3,1.3,
Nagaland,2.0,1.9,2.1,2.1,2.2,2.2,2.1,
Tripura,4.4,4.8,4.2,4.2,4.4,4.3,4.8,
