Region,States,12-11-2018,13-11-2018,14-11-2018,15-11-2018,16-11-2018,17-11-2018,18-11-2018
NR,Punjab,111.1,110.2,108.0,106.1,110.0,109.4,108.5
,Haryana,110.7,112.5,107.0,113.1,113.8,114.3,105.1
,Rajasthan,222.9,242.3,229.5,232.2,230.7,229.7,225.8
,Delhi,61.3,59.7,61.8,62.5,62.9,60.0,57.3
,UP,267.0,270.0,265.9,266.7,264.8,263.0,259.0
,Uttarakhand,33.4,33.9,34.9,34.2,35.8,35.7,31.7
,HP,26.9,27.2,26.7,25.7,27.7,27.6,26.2
,J&K,44.1,44.5,42.8,44.8,42.7,43.8,44.0
,Chandigarh,3.1,3.1,3.2,3.2,3.2,3.1,2.8
WR,Chhattisgarh,76.2,76.3,77.1,74.6,78.3,77.3,76.7
,Gujarat,290.0,303.2,309.0,319.1,316.9,321.0,315.0
,MP,261.4,263.0,267.0,267.7,267.7,269.1,268.4
,Maharashtra,447.4,452.4,454.6,452.6,446.8,457.8,445.6
,Goa,10.5,10.6,10.5,10.1,10.0,10.0,10.0
,DD,6.5,6.8,6.9,6.9,6.9,6.9,6.5
,DNH,14.2,14.4,14.5,14.7,14.6,14.8,14.6
,Essar steel,11.1,10.8,10.5,11.4,11.4,11.6,11.0
SR,Andhra Pradesh,189.7,189.1,190.0,182.9,180.5,179.2,175.6
,Telangana,181.1,177.2,177.5,177.3,179.3,178.4,174.7
,Karnataka,219.1,220.2,220.1,219.0,213.8,218.7,205.0
,Kerala,70.9,72.3,72.8,73.0,67.9,62.8,63.2
,Tamil Nadu,291.1,296.0,300.1,300.1,244.3,253.0,243.7
,Pondy,6.7,7.0,6.7,6.6,5.6,6.6,6.2
ER,Bihar,74.0,69.6,68.5,69.5,71.1,69.4,68.2
,DVC,61.7,62.9,63.3,61.9,64.8,63.9,63.7
,Jharkhand,24.5,23.4,25.0,24.4,24.3,24.5,23.9
,Odisha,88.9,87.9,85.5,84.4,85.7,86.5,86.7
,West Bengal,122.1,117.1,112.4,113.1,117.5,113.1,102.8
,Sikkim,1.3,1.4,1.4,1.4,1.4,1.4,1.5
NER,Arunachal Pradesh,2.2,2.2,2.1,2.1,2.9,2.0,2.2
,Assam,23.6,24.9,24.8,23.9,23.7,23.8,22.5,
,Manipur,2.6,2.4,2.5,2.7,2.6,2.6,2.4,
,Meghalaya,5.2,5.6,5.9,5.7,5.6,5.8,6.0,
,Mizoram,1.5,1.7,1.7,1.8,1.7,1.7,1.5,
,Nagaland,2.1,2.1,2.1,2.2,2.2,2.2,2.2,
,Tripura,3.5,3.6,4.9,4.2,4.1,3.8,3.6,
