Region,States,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020
NR,Punjab,127.5,134.9,141.5,140.0,146.5,151.0,143.4
,Haryana,96.1,109.4,119.1,127.1,126.0,121.4,129.4
,Rajasthan,186.9,197.4,201.2,203.8,201.2,198.0,206.1
,Delhi,73.3,74.6,81.1,85.7,85.1,81.0,80.2
,UP,282.0,331.0,348.7,365.4,342.0,284.9,324.9
,Uttarakhand,28.2,29.4,33.2,35.3,35.1,32.9,34.2
,HP,19.6,22.7,24.3,24.6,24.9,25.3,24.7
,J&K,41.8,41.3,42.7,43.3,44.4,42.8,35.0
,Chandigarh,3.4,3.9,4.0,4.1,4.1,3.9,3.9
WR,Chhattisgarh,74.0,72.7,73.7,76.8,76.4,74.9,76.5
,Gujarat,319.2,325.4,314.4,301.9,298.3,288.9,279.5
,MP,204.8,200.7,184.4,182.9,143.2,149.8,162.3
,Maharashtra,443.5,388.3,374.1,288.2,283.6,335.2,357.0
,Goa,9.1,9.1,8.2,7.7,8.4,8.8,8.4
,DD,4.4,4.5,4.6,2.8,4.1,4.9,5.1
,DNH,9.1,9.2,9.2,7.1,8.9,10.0,10.0
,Essar steel,16.0,15.9,17.8,17.4,17.7,17.4,12.4
SR,Andhra Pradesh,184.1,178.2,172.0,175.3,174.3,181.6,186.6
,Telangana,145.9,138.5,140.2,139.7,142.8,149.2,153.9
,Karnataka,168.5,164.5,155.9,144.6,166.4,177.3,175.2
,Kerala,63.5,68.3,65.6,65.6,66.3,66.4,64.2
,Tamil Nadu,288.5,303.3,305.1,311.9,319.5,321.4,299.3
,Pondy,7.2,7.7,7.9,7.8,7.8,7.6,7.6
ER,Bihar,78.0,94.1,99.6,106.7,100.7,74.0,85.3
,DVC,48.3,54.9,57.9,59.6,59.5,61.1,62.3
,Jharkhand,21.2,20.3,23.6,26.6,25.0,24.7,26.5
,Odisha,84.9,80.3,75.6,77.0,79.6,84.5,93.9
,West Bengal,120.4,123.1,130.9,138.6,148.8,141.3,157.4
,Sikkim,0.9,1.2,1.3,1.3,1.4,1.4,1.4
NER,Arunachal Pradesh,2.0,1.6,2.0,2.0,2.0,1.9,1.7
,Assam,25.1,24.2,24.8,23.2,23.9,26.0,24.2,
,Manipur,2.2,2.5,2.4,2.6,2.4,2.5,2.4,
,Meghalaya,5.5,5.2,5.0,5.2,5.1,5.3,4.5,
,Mizoram,1.7,1.5,1.6,1.4,1.7,1.7,1.7,
,Nagaland,2.2,2.2,2.2,2.3,2.3,2.2,2.1,
,Tripura,4.1,4.4,4.4,4.2,3.8,3.2,4.3,
