Region,States,01-05-2017,02-05-2017,03-05-2017,04-05-2017,05-05-2017,06-05-2017,07-05-2017
NR,Punjab,131.8,139.3,135.6,141.0,150.6,152.8,155.5
,Haryana,140.1,145.3,141.1,141.6,151.4,153.9,150.8
,Rajasthan,191.5,191.1,174.9,198.0,204.1,202.2,194.4
,Delhi,94.2,99.1,100.1,100.5,104.6,104.0,103.1
,UP,318.1,349.6,344.3,332.4,355.8,354.2,367.8
,Uttarakhand,33.9,37.1,36.0,37.5,37.2,40.2,37.6
,HP,22.6,24.8,24.8,24.8,25.5,26.2,24.1
,J&K,39.5,41.3,39.3,37.7,41.0,39.7,42.0
,Chandigarh,4.9,5.0,4.9,5.0,5.1,5.2,5.0
WR,Chhattisgarh,89.0,90.3,90.7,87.2,91.6,84.3,75.1
,Gujarat,331.0,333.6,334.1,340.6,335.5,335.1,319.8
,MP,174.9,177.9,174.7,181.3,181.9,181.6,172.4
,Maharashtra,435.3,471.4,481.5,465.3,480.1,477.9,450.3
,Goa,8.7,10.7,10.3,11.0,10.8,9.8,8.0
,DD,5.1,6.4,7.3,7.3,7.4,7.3,6.7
,DNH,15.8,16.6,17.3,17.4,17.3,17.2,17.2
,Essar steel,7.4,6.6,6.4,8.2,8.9,8.5,8.7
SR,Andhra Pradesh,142.8,154.5,163.3,160.9,166.6,165.3,150.1
,Telangana,130.4,139.8,146.0,148.1,149.1,146.3,136.3
,Karnataka,178.2,192.8,200.4,205.2,207.5,196.7,160.0
,Kerala,67.2,70.3,72.6,74.0,76.9,74.5,65.1
,Tamil Nadu,294.2,313.2,325.4,330.2,336.7,325.5,301.6
,Pondy,6.3,7.1,7.7,7.5,7.6,7.9,7.4
ER,Bihar,55.0,70.4,72.8,72.3,66.8,70.8,71.2
,DVC,60.5,63.1,64.6,67.3,66.5,65.6,65.6
,Jharkhand,20.8,21.4,24.1,24.5,24.7,24.9,25.2
,Odisha,82.4,80.3,81.3,81.2,82.7,76.6,72.6
,West Bengal,110.5,129.9,143.7,151.9,149.8,145.6,135.0
,Sikkim,0.8,0.9,1.1,1.0,1.1,1.1,1.0
NER,Arunachal Pradesh,2.0,2.0,1.9,2.1,2.1,1.9,2.0
Assam,18.1,22.1,20.2,21.7,18.5,19.2,19.0,
Manipur,2.4,2.2,2.4,2.0,2.5,2.4,2.2,
Meghalaya,4.2,4.9,4.6,4.7,5.2,4.2,3.9,
Mizoram,1.4,1.5,1.3,1.4,1.4,1.4,1.2,
Nagaland,1.7,2.3,2.2,2.5,2.8,2.3,1.8,
Tripura,3.0,2.9,4.2,4.4,4.1,3.6,3.9,
