Region,States,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020
NR,Punjab,92.2,69.5,78.1,91.1,92.5,96.0,89.2
,Haryana,89.9,69.1,77.1,92.6,100.7,103.4,95.8
,Rajasthan,198.2,173.4,170.6,193.0,206.4,209.3,205.8
,Delhi,58.0,45.6,53.3,58.8,61.1,58.3,54.9
,UP,230.7,223.1,205.3,214.0,207.0,213.3,214.4
,Uttarakhand,31.1,24.3,26.8,30.0,33.2,32.8,31.3
,HP,26.4,19.7,23.4,24.3,23.8,25.5,22.7
,J&K,48.8,47.9,46.2,41.4,44.4,48.8,46.2
,Chandigarh,3.3,2.8,3.3,3.3,3.3,3.4,3.0
WR,Chhattisgarh,82.7,69.6,72.7,81.3,77.5,77.6,80.5
,Gujarat,323.8,253.8,286.4,323.3,331.2,333.1,321.0
,MP,223.3,195.8,194.5,202.6,203.6,199.1,200.1
,Maharashtra,487.6,430.1,465.5,482.4,482.7,476.3,466.7
,Goa,10.3,8.8,10.1,10.4,10.3,9.9,9.6
,DD,7.1,3.9,5.4,7.1,7.4,7.4,6.8
,DNH,18.6,12.5,14.1,17.9,18.6,18.6,18.4
,Essar steel,5.3,5.8,5.4,5.0,4.8,5.1,5.3
SR,Andhra Pradesh,187.7,189.2,192.3,197.4,200.0,198.5,196.1
,Telangana,220.8,222.6,234.2,235.4,233.4,235.9,234.4
,Karnataka,253.3,248.6,255.2,257.9,259.2,253.5,239.0
,Kerala,80.3,81.1,82.6,82.9,82.5,81.6,75.6
,Tamil Nadu,328.5,326.4,333.6,340.6,341.5,339.2,311.7
,Pondy,7.7,7.1,7.9,8.4,8.3,8.2,7.6
ER,Bihar,67.3,66.1,65.6,69.3,66.9,52.5,66.8
,DVC,61.8,51.5,54.3,56.9,59.2,58.3,62.2
,Jharkhand,23.6,23.9,22.8,22.2,23.3,18.1,21.0
,Odisha,73.1,72.4,74.9,75.8,76.4,78.1,75.4
,West Bengal,100.0,101.1,114.5,123.8,132.2,129.0,113.1
,Sikkim,1.3,1.1,1.4,1.4,1.4,1.4,1.2
NER,Arunachal Pradesh,2.2,2.1,2.0,2.0,2.1,2.2,2.2
Assam,22.6,20.7,21.4,23.3,23.6,22.8,22.3,
Manipur,2.6,2.5,2.6,2.6,2.7,2.7,2.4,
Meghalaya,5.7,5.4,5.5,5.4,5.4,5.3,5.8,
Mizoram,1.6,1.6,1.7,1.7,1.7,1.7,1.7,
Nagaland,2.1,2.0,2.4,2.1,2.2,2.2,2.1,
Tripura,3.9,3.4,3.5,3.8,4.0,3.9,3.9,
