Region,States,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020
NR,Punjab,130.1,129.2,134.2,131.3,131.4,132.6,126.9
,Haryana,131.9,136.6,137.8,136.9,136.8,136.2,129.1
,Rajasthan,243.3,248.1,249.0,249.0,248.1,249.3,245.5
,Delhi,68.5,69.5,68.8,66.8,66.8,62.6,61.1
,UP,290.4,295.5,288.0,282.1,273.9,278.7,286.6
,Uttarakhand,37.5,38.7,38.6,37.6,37.2,36.7,34.3
,HP,28.0,29.2,28.8,27.1,27.2,26.6,25.2
,J&K,50.4,53.0,51.8,46.4,48.3,48.1,48.8
,Chandigarh,3.9,4.0,3.9,3.8,3.7,3.5,3.2
WR,Chhattisgarh,73.7,73.7,78.7,80.9,82.6,83.8,83.8
,Gujarat,329.0,343.5,341.0,348.6,348.7,347.0,335.0
,MP,267.4,269.9,271.4,271.8,271.4,269.4,265.3
,Maharashtra,457.1,471.1,476.8,475.8,474.7,474.5,461.2
,Goa,9.5,11.2,11.9,12.0,11.3,9.9,9.3
,DD,7.0,7.4,7.3,7.4,7.4,7.3,6.8
,DNH,17.1,18.5,18.7,18.7,18.5,18.4,18.0
,Essar steel,5.5,10.6,10.2,10.3,10.8,10.7,11.3
SR,Andhra Pradesh,180.7,184.5,186.4,187.8,189.0,189.7,189.7
,Telangana,192.4,210.8,216.8,223.0,225.7,236.2,235.6
,Karnataka,231.5,233.9,237.7,240.9,244.6,242.0,225.3
,Kerala,73.8,75.1,76.0,78.2,77.6,78.5,71.9
,Tamil Nadu,304.3,310.0,311.9,315.1,324.0,307.8,296.6
,Pondy,7.5,7.4,7.7,7.7,7.8,7.6,6.8
ER,Bihar,77.5,77.6,77.1,76.1,75.6,74.8,77.4
,DVC,65.9,66.5,66.3,65.8,63.4,64.3,64.2
,Jharkhand,25.9,25.2,24.9,24.6,23.0,23.5,23.5
,Odisha,80.6,80.0,77.8,78.5,73.6,71.2,71.1
,West Bengal,119.7,120.9,123.3,122.5,121.7,120.6,115.9
,Sikkim,1.9,1.9,1.8,1.9,2.0,2.0,1.7
NER,Arunachal Pradesh,2.2,2.2,2.2,2.3,2.2,2.3,2.2
,Assam,22.1,22.6,22.7,23.1,23.6,22.8,21.4,
,Manipur,2.5,2.7,3.0,2.9,2.7,2.7,2.8,
,Meghalaya,6.6,6.7,6.6,6.6,6.7,6.6,6.5,
,Mizoram,1.6,1.6,1.8,1.8,1.6,1.6,1.6,
,Nagaland,2.3,2.3,2.2,2.3,2.2,2.3,2.3,
,Tripura,3.4,3.6,3.5,3.6,3.8,3.6,3.4,
