Region,States,03-10-2016,04-10-2016,05-10-2016,06-10-2016,07-10-2016,08-10-2016,09-10-2016
NR,Punjab,175.4,180.1,172.0,162.4,164.3,165.4,158.3
,Haryana,157.3,149.4,138.7,147.9,151.7,150.2,144.2
,Rajasthan,195.8,189.0,172.0,171.8,177.5,179.7,174.2
,Delhi,110.3,108.2,99.4,101.0,101.7,95.1,90.5
,UP,317.6,324.9,318.1,301.6,306.6,303.7,301.9
,Uttarakhand,39.0,39.2,37.3,38.1,38.5,37.3,35.1
,HP,26.3,26.4,25.4,25.4,26.7,25.7,23.8
,J&K,35.3,35.2,33.2,34.2,35.6,35.0,34.3
,Chandigarh,5.5,5.6,5.3,5.0,5.0,4.6,4.1
WR,Chhattisgarh,75.5,76.7,78.9,76.1,70.9,70.3,68.1
,Gujarat,279.4,258.2,241.9,246.9,253.9,257.6,253.9
,MP,157.9,163.8,159.5,153.4,153.5,150.1,149.4
,Maharashtra,346.4,351.6,353.2,357.2,356.4,364.4,352.4
,Goa,8.3,8.6,8.8,8.9,9.1,8.7,7.9
,DD,6.0,7.0,7.1,7.2,7.2,7.3,6.9
,DNH,17.3,17.1,17.2,17.6,17.7,17.7,17.4
,Essar steel,12.5,11.4,10.8,11.3,11.3,11.1,7.9
SR,Andhra Pradesh,143.7,148.1,149.8,146.2,158.3,153.9,143.6
,Telangana,133.4,143.0,148.5,152.1,153.0,133.1,124.8
,Karnataka,182.3,190.9,193.1,192.9,197.0,195.1,185.4
,Kerala,64.6,66.8,67.4,67.3,66.5,65.2,59.7
,Tamil Nadu,298.4,313.6,309.3,312.2,315.7,310.2,288.7
,Pondy,5.1,6.1,6.9,7.0,6.8,7.0,6.6
ER,Bihar,74.0,74.2,74.8,75.4,77.0,67.5,64.7
,DVC,61.5,62.4,63.3,62.4,63.2,61.7,59.5
,Jharkhand,24.2,22.9,21.1,20.4,22.4,21.0,20.3
,Odisha,75.9,77.8,75.2,71.6,71.6,75.3,74.0
,West Bengal,154.4,160.2,153.5,151.7,150.6,143.3,129.9
,Sikkim,1.4,1.4,1.3,1.3,1.1,1.1,1.0
NER,Arunachal Pradesh,2.2,2.0,2.0,2.1,2.0,1.9,1.8
Assam,30.1,29.4,30.1,30.9,30.2,29.1,24.3,
Manipur,2.1,2.0,1.9,1.9,1.9,1.9,1.8,
Meghalaya,4.4,4.6,4.8,5.0,4.8,4.9,4.4,
Mizoram,1.1,1.2,1.2,1.2,1.3,1.4,1.2,
Nagaland,2.0,2.0,1.8,2.0,1.5,1.8,2.0,
Tripura,4.3,4.3,4.4,4.9,4.4,4.9,4.8,
