Region,States,06-05-2024,07-05-2024,08-05-2024,09-05-2024,10-05-2024,11-05-2024,12-05-2024
NR,Punjab,185.1,204.7,213.4,219.6,212.2,181.8,193.2
,Haryana,200.8,213.3,218.3,216.7,200.2,163.6,189.8
,Rajasthan,313.5,323.5,322.4,331.2,322.2,293.9,294.0
,Delhi,119.6,126.9,128.6,127.3,127.4,115.7,119.5
,UP,541.3,523.8,501.5,518.2,522.6,498.8,521.3
,Uttarakhand,49.7,50.2,51.7,52.4,53.2,50.1,47.7
,HP,29.5,32.6,33.8,34.0,33.3,32.9,29.5
,J&K,53.7,52.8,52.9,52.3,50.3,50.4,49.2
,Chandigarh,5.8,6.0,6.5,6.4,6.4,5.9,5.6
,Railways_NR ISTS,4.3,4.1,4.3,4.2,4.3,4.1,4.2
WR,Chhattisgarh,132.1,113.6,112.0,114.5,113.5,114.3,110.8
,Gujarat,490.3,464.3,484.2,498.0,496.2,492.2,466.9
,MP,301.3,302.0,288.3,276.1,275.1,281.7,279.0
,Maharashtra,646.2,631.6,628.9,622.8,611.1,599.5,567.0
,Goa,17.0,14.9,16.9,17.0,16.7,15.9,14.9
,DNHDDPDCL,30.2,27.2,29.5,30.5,30.2,30.2,29.2
,AMNSIL,18.5,19.1,20.1,18.2,17.9,18.6,19.0
,BALCO,12.4,12.4,12.5,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,255.8,215.3,194.9,214.9,217.2,224.2,224.5
,Telangana,224.0,191.4,181.0,194.8,200.3,199.8,188.4
,Karnataka,316.4,295.5,294.3,290.9,288.1,264.2,240.0
,Kerala,110.2,110.1,109.2,101.1,98.8,95.8,87.7
,Tamil Nadu,430.1,429.8,418.6,419.5,411.2,406.0,367.0
,Pondy,11.6,11.8,10.3,11.0,11.4,11.5,10.7
ER,Bihar,123.6,110.8,111.0,103.5,115.8,121.6,122.2
,DVC,73.9,68.4,71.1,67.7,64.7,70.6,71.2
,Jharkhand,46.1,40.2,39.0,35.9,38.7,38.7,39.3
,Odisha,127.1,115.5,118.7,115.3,118.0,119.7,120.9
,West Bengal,217.2,183.4,174.1,176.1,177.3,179.4,175.6
,Sikkim,1.6,1.6,1.6,1.6,1.7,1.6,1.0
,Railways_ER ISTS,0.1,0.1,0.2,0.1,0.1,0.1,0.2
NER,Arunachal Pradesh,2.4,2.7,2.8,3.1,2.5,2.8,3.0
,Assam,25.7,25.4,31.5,31.4,31.0,34.3,36.3,
,Manipur,1.9,2.3,2.5,2.7,2.6,2.9,2.9,
,Meghalaya,4.6,5.4,5.5,5.4,5.5,5.7,5.7,
,Mizoram,1.4,2.0,1.8,1.9,1.9,1.8,1.8,
,Nagaland,2.2,2.5,2.5,2.6,2.5,2.5,2.6,
,Tripura,3.3,3.7,4.6,3.9,5.5,4.5,5.1,
