Region,States,04-12-2023,05-12-2023,06-12-2023,07-12-2023,08-12-2023,09-12-2023,10-12-2023
NR,Punjab,137.3,141.2,142.2,141.4,138.6,141.4,135.7
,Haryana,134.8,142.6,144.1,144.3,145.4,145.0,129.5
,Rajasthan,261.0,269.0,275.1,279.2,286.6,287.3,285.6
,Delhi,69.4,70.0,69.5,68.6,71.2,67.1,64.9
,UP,275.6,285.5,294.4,288.7,297.7,294.6,292.2
,Uttarakhand,38.1,38.6,39.5,40.7,40.7,40.4,37.3
,HP,34.3,34.4,35.4,35.3,35.9,35.8,33.6
,J&K,56.3,56.0,55.6,55.6,56.9,56.2,56.3
,Chandigarh,3.5,3.6,3.6,3.5,3.6,3.5,3.3
,Railways_NR ISTS,3.6,3.4,3.5,3.5,3.2,3.5,3.5
WR,Chhattisgarh,89.4,82.6,81.8,80.4,84.4,85.4,84.5
,Gujarat,361.9,364.2,361.7,375.2,382.0,387.0,380.8
,MP,209.8,217.0,219.2,217.6,228.0,239.1,246.3
,Maharashtra,503.9,506.0,505.5,499.0,497.0,498.0,490.8
,Goa,13.5,13.9,14.0,13.6,13.6,14.2,13.5
,DNHDDPDCL,28.2,28.8,28.9,29.0,28.9,28.6,27.6
,AMNSIL,17.1,18.5,20.0,19.8,18.8,17.9,19.6
,BALCO,12.5,12.5,12.5,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,158.5,129.3,143.5,167.9,173.8,173.1,171.5
,Telangana,194.0,172.8,173.4,185.8,188.3,188.9,191.8
,Karnataka,243.5,248.6,255.4,258.9,257.9,247.0,230.5
,Kerala,84.2,85.2,85.5,85.9,84.8,83.2,76.4
,Tamil Nadu,237.2,258.9,295.2,316.2,315.6,311.0,281.2
,Pondy,7.9,8.5,8.7,8.8,9.0,8.9,8.0
ER,Bihar,81.5,82.2,82.1,70.0,78.7,77.5,77.5
,DVC,68.6,69.7,64.8,65.6,67.9,67.9,67.3
,Jharkhand,28.6,28.9,25.9,25.0,28.4,29.0,29.1
,Odisha,94.0,91.3,89.0,97.1,95.2,88.5,90.0
,West Bengal,132.8,134.5,131.5,127.6,129.0,128.5,118.1
,Sikkim,1.7,1.7,1.6,1.8,1.6,1.6,1.4
,Railways_ER ISTS*,0.2,0.1,0.1,0.1,0.1,0.1,0.1
NER,Arunachal Pradesh,2.8,2.9,2.9,2.8,2.4,2.3,2.8
Assam,26.1,27.3,27.6,26.6,25.4,26.8,25.2,
Manipur,3.0,3.0,3.0,2.9,2.9,2.8,3.0,
Meghalaya,6.3,6.4,6.3,6.6,6.7,6.6,6.5,
Mizoram,1.9,1.9,2.0,2.1,1.9,1.8,2.0,
Nagaland,2.3,2.3,2.4,2.3,2.6,2.4,2.5,
Tripura,4.3,4.0,4.0,3.7,4.2,3.9,3.7,
ALL INDIA TOTAL,3629.5,3647.1,3711.0,3765.4,3821.4,3809.4,3706.0,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
