Region,States,26-02-2024,27-02-2024,28-02-2024,29-02-2024,01-03-2024,02-03-2024,03-03-2024
NR,Punjab,174.4,168.1,160.9,158.4,141.3,122.1,120.8
,Haryana,153.7,150.7,149.5,148.5,141.5,121.0,113.0
,Rajasthan,313.5,310.6,315.2,317.8,298.8,250.0,275.7
,Delhi,71.0,71.5,71.5,72.0,73.0,68.1,66.7
,UP,324.0,318.8,320.3,327.7,328.1,269.7,253.6
,Uttarakhand,42.1,43.7,42.1,41.4,42.0,39.5,35.2
,HP,36.2,37.2,36.7,35.1,35.4,30.1,26.8
,J&K,56.0,56.1,55.4,55.1,54.4,50.2,48.9
,Chandigarh,3.6,3.8,3.7,3.5,3.7,3.6,3.5
,Railways_NR ISTS,3.5,3.5,3.7,3.5,3.5,3.9,3.7
WR,Chhattisgarh,128.0,122.2,120.3,125.3,125.0,128.2,125.9
,Gujarat,398.2,414.6,412.0,423.5,426.5,406.2,361.5
,MP,282.5,255.5,246.9,260.7,245.9,218.7,213.5
,Maharashtra,589.1,596.7,601.1,610.7,604.8,596.1,569.1
,Goa,12.5,13.3,13.5,14.0,14.5,13.9,12.6
,DNHDDPDCL,28.2,29.0,29.1,29.1,27.9,28.5,27.6
,AMNSIL,19.8,20.1,18.2,19.2,20.1,18.9,20.3
,BALCO,12.5,12.5,12.5,12.5,12.4,12.5,12.5
SR,Andhra Pradesh,232.9,237.1,237.5,237.2,236.4,236.1,233.7
,Telangana,277.3,283.0,286.8,289.8,291.4,290.2,285.4
,Karnataka,309.3,318.8,319.5,320.9,322.4,317.8,303.6
,Kerala,91.7,95.0,96.2,96.7,96.0,94.1,87.1
,Tamil Nadu,366.2,376.7,377.6,378.4,383.5,383.1,350.6
,Pondy,9.5,9.8,9.7,9.7,9.4,9.5,8.9
ER,Bihar,87.2,88.9,89.1,89.3,91.3,91.7,80.4
,DVC,71.5,70.5,71.5,70.5,68.7,70.6,67.8
,Jharkhand,34.4,34.1,32.7,32.8,33.8,34.1,33.4
,Odisha,110.0,107.6,108.6,111.5,105.6,116.4,116.7
,West Bengal,145.2,154.3,155.3,162.2,161.5,160.4,150.6
,Sikkim,2.0,2.0,2.0,2.1,2.0,1.8,1.5
,Railways_ER ISTS*,0.1,0.1,0.2,0.1,0.1,0.2,0.1
NER,Arunachal Pradesh,2.9,3.0,3.2,3.2,3.1,3.2,3.2
Assam,30.8,28.6,28.4,28.5,28.6,28.6,26.7,
Manipur,3.1,3.1,3.2,3.1,3.1,3.2,3.2,
Meghalaya,6.4,6.6,6.5,6.3,6.2,6.1,6.2,
Mizoram,2.1,2.0,2.0,1.9,2.0,2.6,1.9,
Nagaland,2.5,2.6,2.5,2.5,2.4,2.6,2.5,
Tripura,3.4,3.6,4.0,3.7,4.0,3.8,3.2,
ALL INDIA TOTAL,4437.2,4455.3,4449.0,4508.1,4449.9,4237.0,4057.2,
