Region,States,13-11-2017,14-11-2017,15-11-2017,16-11-2017,17-11-2017,18-11-2017,19-11-2017
NR,Punjab,108.1,94.4,86.6,90.1,93.1,91.6,85.1
,Haryana,101.2,105.2,108.5,105.1,112.2,110.8,95.2
,Rajasthan,201.0,203.1,203.6,207.4,200.0,192.6,189.4
,Delhi,62.1,62.8,62.3,63.1,64.7,60.3,57.2
,UP,271.0,270.1,271.7,276.3,276.8,273.4,270.9
,Uttarakhand,32.2,33.2,33.5,33.9,33.6,33.2,30.8
,HP,24.8,25.2,26.1,24.6,26.5,26.1,24.3
,J&K,41.1,39.1,32.4,40.0,42.2,40.8,40.4
,Chandigarh,3.1,3.2,3.2,3.2,3.1,3.1,2.8
WR,Chhattisgarh,69.1,68.9,67.2,66.5,68.2,68.9,68.3
,Gujarat,318.3,318.3,315.6,314.8,316.2,314.5,303.1
,MP,232.9,238.5,237.4,237.1,240.2,236.8,231.8
,Maharashtra,422.5,425.5,431.5,429.6,425.2,427.8,417.8
,Goa,8.6,8.6,8.6,8.9,8.9,9.0,8.3
,DD,7.0,7.2,7.2,7.1,7.1,7.1,6.7
,DNH,17.1,17.2,17.1,17.0,17.0,17.2,17.0
,Essar steel,10.3,9.8,10.0,10.5,11.3,11.2,10.3
SR,Andhra Pradesh,158.3,158.3,157.5,163.5,167.8,167.6,164.5
,Telangana,152.5,154.3,153.6,158.7,157.6,152.8,148.2
,Karnataka,189.0,202.8,197.6,202.5,205.2,199.9,184.1
,Kerala,65.6,66.1,66.8,66.4,67.7,68.4,61.8
,Tamil Nadu,264.2,275.2,275.1,283.4,292.9,287.1,277.9
,Pondy,6.1,6.4,6.6,6.6,6.2,6.8,6.4
ER,Bihar,62.2,59.2,60.8,64.0,61.4,63.3,64.9
,DVC,58.5,57.5,61.4,60.1,60.4,62.8,65.8
,Jharkhand,20.2,22.4,23.4,21.9,23.3,24.1,22.9
,Odisha,71.7,72.4,65.7,65.9,67.0,67.7,64.4
,West Bengal,112.9,118.7,115.7,112.5,113.8,116.8,111.8
,Sikkim,1.4,1.6,1.3,1.5,1.6,1.5,1.2
NER,Arunachal Pradesh,2.5,2.3,2.2,2.2,2.2,2.1,2.0
Assam,21.5,22.8,22.9,23.8,23.8,23.8,22.1,
Manipur,2.3,2.1,2.2,2.3,2.3,2.3,2.1,
Meghalaya,5.5,5.4,5.5,5.1,5.0,5.4,5.8,
Mizoram,1.4,1.4,1.5,1.5,1.5,1.3,1.4,
Nagaland,2.5,2.3,2.0,2.0,2.0,2.0,2.0,
Tripura,3.3,3.4,3.9,3.6,3.3,3.5,3.9,
