Region,States,04-07-2022,05-07-2022,06-07-2022,07-07-2022,08-07-2022,09-07-2022,10-07-2022
NR,Punjab,293.5,312.5,309.0,312.0,316.0,286.2,253.9
,Haryana,227.2,249.7,244.4,253.3,261.2,240.2,195.9
,Rajasthan,238.0,254.7,255.8,251.8,258.2,262.1,231.9
,Delhi,130.2,140.6,145.8,149.1,149.3,137.1,122.1
,UP,481.9,506.6,515.3,527.4,541.8,511.6,513.5
,Uttarakhand,49.0,48.6,48.4,49.1,49.3,45.1,43.5
,HP,32.9,35.5,34.6,32.4,34.3,33.0,26.5
,J&K,51.2,50.7,51.6,51.9,52.8,53.2,53.1
,Chandigarh,7.4,7.8,6.8,7.3,7.6,6.2,5.0
WR,Chhattisgarh,97.0,103.3,101.5,105.5,106.0,96.1,98.6
,Gujarat,355.6,352.5,347.1,344.7,333.9,327.0,306.7
,MP,209.3,205.5,212.4,214.8,219.2,209.4,200.6
,Maharashtra,488.3,471.5,467.9,461.6,457.1,432.9,405.9
,Goa,11.9,11.8,12.3,12.3,12.0,12.0,10.8
,DNHDDPDCL,27.4,27.4,27.1,27.4,26.5,27.1,25.7
,Essar steel,19.3,19.9,17.0,18.9,18.6,16.3,18.5
SR,Andhra Pradesh,192.8,191.1,178.0,180.6,172.3,162.8,156.8
,Telangana,164.7,170.6,162.9,170.1,158.3,135.5,124.0
,Karnataka,194.6,183.3,177.3,174.6,168.8,155.2,135.9
,Kerala,64.5,65.9,66.1,66.2,66.1,64.9,59.5
,Tamil Nadu,340.7,351.1,344.1,341.9,338.9,340.5,303.1
,Pondy,9.5,9.4,9.5,9.4,9.6,9.8,9.1
ER,Bihar,126.8,130.6,124.5,127.8,133.6,130.9,138.6
,DVC,75.0,76.9,75.7,77.2,78.2,78.6,75.1
,Jharkhand,32.8,34.1,32.1,33.0,32.9,34.0,33.7
,Odisha,114.3,115.5,113.7,113.4,112.7,109.9,126.9
,West Bengal,188.2,194.5,188.3,193.0,197.3,191.8,176.6
,Sikkim,1.4,1.5,1.6,1.6,1.5,1.5,1.2
NER,Arunachal Pradesh,2.4,2.4,2.7,2.7,2.5,2.5,2.6
Assam,39.9,43.5,41.4,42.7,41.1,41.7,40.5,
Manipur,2.6,2.6,2.7,2.8,2.7,2.7,2.6,
Meghalaya,5.4,5.4,5.5,5.4,5.6,5.6,5.6,
Mizoram,1.5,1.6,1.8,1.7,1.8,1.6,1.4,
Nagaland,2.6,2.7,2.8,2.8,2.7,2.7,2.8,
Tripura,5.6,5.5,3.5,5.5,5.7,5.6,5.7,
