Region,States,26-04-2021,27-04-2021,28-04-2021,29-04-2021,30-04-2021,01-05-2021,02-05-2021
NR,Punjab,129.6,130.7,138.5,150.8,154.9,155.9,150.3
,Haryana,135.3,145.0,138.2,150.5,146.9,145.1,137.3
,Rajasthan,216.3,221.6,227.4,228.3,223.6,217.5,213.2
,Delhi,66.3,70.8,76.1,79.1,80.1,79.7,80.0
,UP,358.0,364.1,381.9,377.5,369.6,384.8,365.7
,Uttarakhand,36.1,37.7,38.9,36.8,37.6,36.4,33.7
,HP,27.9,28.8,30.3,29.3,29.2,27.8,26.1
,J&K,51.4,50.8,50.0,47.7,50.9,52.1,51.5
,Chandigarh,3.5,3.8,4.3,4.3,4.5,4.8,4.8
WR,Chhattisgarh,101.4,101.4,101.7,101.1,98.5,96.6,92.2
,Gujarat,378.9,384.4,377.8,383.1,382.1,371.6,353.6
,MP,228.5,229.7,231.8,229.5,228.7,219.9,211.2
,Maharashtra,529.2,517.7,522.3,519.7,515.3,470.8,472.3
,Goa,12.2,12.1,10.4,11.6,11.1,9.9,9.4
,DD,6.5,6.8,6.8,6.8,6.7,4.9,5.0
,DNH,17.0,17.3,17.2,16.7,16.4,15.2,15.1
,Essar steel,17.6,18.0,17.7,17.5,17.7,16.3,15.9
SR,Andhra Pradesh,204.3,204.9,206.2,206.0,202.9,195.1,196.7
,Telangana,187.6,182.7,182.2,180.9,175.7,166.5,166.0
,Karnataka,214.8,223.1,223.3,221.0,210.1,202.5,198.3
,Kerala,80.4,81.9,82.8,84.6,83.0,73.6,74.2
,Tamil Nadu,349.7,360.9,366.3,371.2,369.0,335.4,319.1
,Pondy,8.9,9.2,9.3,9.1,9.2,7.9,8.2
ER,Bihar,116.4,116.4,117.7,116.8,111.7,104.5,103.9
,DVC,67.2,67.6,68.0,65.9,60.9,60.1,60.2
,Jharkhand,30.3,30.1,31.1,27.7,23.1,25.6,26.0
,Odisha,106.4,108.0,118.7,118.0,112.3,103.4,104.3
,West Bengal,186.5,190.9,188.9,178.5,172.2,148.7,144.7
,Sikkim,0.9,1.0,0.9,0.9,1.0,0.8,0.8
NER,Arunachal Pradesh,2.1,2.0,2.2,2.1,2.4,2.1,2.1
Assam,31.8,34.0,27.7,31.4,33.2,27.7,28.3,
Manipur,2.6,2.6,2.7,2.7,2.3,2.3,2.4,
Meghalaya,3.7,4.5,4.2,4.4,4.4,5.3,5.3,
Mizoram,1.6,1.7,1.7,1.8,1.4,1.5,1.4,
Nagaland,2.4,2.4,2.4,2.3,2.2,2.1,2.1,
Tripura,5.0,5.6,5.8,5.5,6.0,4.4,4.3,
