Region,States,03-12-2018,04-12-2018,05-12-2018,06-12-2018,07-12-2018,08-12-2018,09-12-2018
NR,Punjab,123.0,127.7,132.5,134.7,133.3,136.2,132.1
,Haryana,123.5,128.2,129.7,129.8,130.7,129.1,120.0
,Rajasthan,229.4,230.6,234.3,234.5,217.2,228.9,229.9
,Delhi,61.6,62.8,63.8,64.4,63.5,61.9,59.3
,UP,253.5,257.3,257.4,258.3,260.9,258.6,255.3
,Uttarakhand,34.7,36.0,36.7,37.0,37.5,36.9,33.7
,HP,27.0,27.4,28.0,28.1,28.0,28.2,26.2
,J&K,42.8,48.2,47.8,50.8,50.0,47.8,46.1
,Chandigarh,3.2,3.2,3.3,3.3,3.3,3.2,3.0
WR,Chhattisgarh,75.4,76.6,76.2,76.8,77.6,76.9,77.2
,Gujarat,324.3,327.4,324.2,328.5,330.5,328.5,313.4
,MP,258.4,257.8,259.9,259.7,258.4,257.8,255.2
,Maharashtra,430.1,439.9,444.3,446.3,440.9,439.6,420.5
,Goa,9.6,9.6,10.7,10.5,11.0,10.8,10.6
,DD,6.6,7.0,6.9,7.1,7.1,7.1,6.5
,DNH,16.2,16.8,17.0,17.0,17.1,17.1,17.0
,Essar steel,10.9,10.0,10.3,10.5,8.7,11.1,11.1
SR,Andhra Pradesh,168.3,166.0,164.4,169.9,171.6,173.6,169.0
,Telangana,167.9,169.0,172.2,171.4,150.9,160.8,164.0
,Karnataka,209.3,207.2,204.2,207.5,209.6,205.2,193.9
,Kerala,70.7,72.0,72.5,71.7,73.2,71.7,65.7
,Tamil Nadu,273.8,271.1,270.2,274.3,284.1,287.5,262.4
,Pondy,6.3,6.6,6.7,6.7,6.8,6.8,6.1
ER,Bihar,69.7,68.2,71.6,68.6,72.7,72.3,73.6
,DVC,60.7,62.6,62.0,60.0,61.2,63.4,62.5
,Jharkhand,25.0,23.7,24.0,24.8,24.9,21.5,20.9
,Odisha,75.7,71.2,77.8,72.8,69.9,70.0,69.5
,West Bengal,105.2,112.8,108.8,107.0,112.8,111.0,105.1
,Sikkim,1.5,1.5,1.6,1.5,1.5,1.5,1.2
NER,Arunachal Pradesh,2.1,2.1,2.1,2.2,1.9,2.2,2.2
,Assam,23.6,24.2,21.0,24.2,22.1,23.4,22.4,
,Manipur,2.7,2.7,2.5,2.6,2.1,2.8,2.8,
,Meghalaya,6.4,6.3,5.9,6.1,6.5,6.5,6.5,
,Mizoram,1.5,1.6,1.6,1.9,1.4,1.7,1.6,
,Nagaland,2.2,2.2,2.0,2.1,2.0,2.4,2.1,
,Tripura,4.0,3.6,3.3,3.8,3.3,3.7,3.4,
