Region,States,31-07-2023,01-08-2023,02-08-2023,03-08-2023,04-08-2023,05-08-2023,06-08-2023
NR,Punjab,298.2,327.3,332.9,320.3,313.0,302.9,316.6
,Haryana,226.5,246.7,246.0,237.3,236.2,235.2,225.3
,Rajasthan,259.8,279.1,302.2,290.1,295.6,301.1,301.9
,Delhi,131.6,136.0,139.3,137.7,133.9,127.1,123.9
,UP,529.7,546.0,511.6,507.2,479.3,490.1,453.8
,Uttarakhand,47.4,49.2,47.7,47.8,47.5,47.4,40.3
,HP,35.3,36.4,35.9,36.1,36.3,36.7,33.2
,J&K,51.7,52.6,51.7,51.9,52.5,52.6,49.9
,Chandigarh,7.1,7.6,7.8,7.8,7.3,7.1,6.3
,Railways_NR ISTS,3.3,3.2,3.3,3.4,3.2,3.2,3.2
WR,Chhattisgarh,112.6,108.7,90.9,75.2,84.8,88.2,95.3
,Gujarat,347.3,346.8,344.5,351.1,362.2,368.6,350.6
,MP,252.3,248.8,233.1,207.0,203.2,208.3,211.3
,Maharashtra,474.4,480.1,489.5,489.3,488.8,493.8,482.5
,Goa,12.6,12.8,12.6,12.8,13.0,13.2,12.0
,DNHDDPDCL,29.5,29.5,29.7,29.9,29.9,29.9,28.5
,AMNSIL,20.4,18.2,17.0,18.8,20.6,20.8,19.7
,BALCO,12.4,12.4,12.4,12.4,12.4,12.4,12.4
SR,Andhra Pradesh,207.2,208.8,211.4,217.4,227.1,234.5,232.7
,Telangana,215.1,211.2,226.2,235.1,246.2,252.6,249.0
,Karnataka,196.8,201.4,204.5,212.9,225.3,226.5,212.2
,Kerala,78.8,80.7,82.0,83.1,83.1,81.8,75.6
,Tamil Nadu,378.8,391.9,392.7,388.4,393.8,386.5,367.5
,Pondy,10.5,10.5,10.4,10.6,10.8,9.6,10.2
ER,Bihar,151.3,148.3,121.0,134.0,143.3,145.3,138.3
,DVC,76.5,74.5,68.7,71.7,73.9,73.3,71.8
,Jharkhand,39.8,36.9,30.6,34.7,38.0,35.9,35.4
,Odisha,125.7,114.0,98.3,115.4,118.8,113.4,122.1
,West Bengal,226.6,209.2,184.0,201.1,212.8,211.7,190.6
,Sikkim,1.2,1.3,0.9,1.1,1.3,1.2,0.7
,Railways_ER ISTS*,0.2,0.2,0.2,0.2,0.1,0.1,0.1
NER,Arunachal Pradesh,3.0,3.0,3.0,2.9,3.0,2.8,2.9
Assam,46.0,48.1,47.2,43.9,43.3,43.0,40.7,
Manipur,2.8,2.6,2.7,2.6,2.6,2.5,2.4,
Meghalaya,5.2,5.3,5.2,5.5,5.5,5.7,5.7,
Mizoram,1.9,1.8,1.9,1.8,1.8,1.8,1.6,
Nagaland,2.1,2.9,2.9,2.9,2.8,2.9,2.9,
Tripura,5.8,6.0,5.3,5.1,5.2,5.2,4.4,
ALL INDIA TOTAL,4627.1,4699.9,4607.1,4606.5,4658.4,4674.6,4533.5,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
