Region,States,18-06-2018,19-06-2018,20-06-2018,21-06-2018,22-06-2018,23-06-2018,24-06-2018
NR,Punjab,153.7,175.0,229.2,241.6,247.2,252.4,251.7
,Haryana,166.9,170.1,191.0,193.2,200.4,213.5,204.4
,Rajasthan,218.9,226.4,225.6,225.7,238.1,225.9,227.1
,Delhi,117.8,118.7,126.6,132.5,135.2,133.0,126.1
,UP,381.7,390.7,405.5,411.3,428.4,437.9,432.4
,Uttarakhand,40.6,43.1,50.3,43.6,46.1,44.3,45.0
,HP,25.9,27.0,28.1,28.8,29.5,29.3,27.1
,J&K,39.5,41.9,42.2,34.2,42.1,40.8,40.9
,Chandigarh,4.9,5.4,5.8,6.0,6.3,5.9,5.4
WR,Chhattisgarh,83.4,86.0,84.5,81.6,75.4,81.7,85.8
,Gujarat,361.1,366.1,368.1,375.6,374.7,354.5,316.9
,MP,180.0,177.4,178.0,178.5,173.3,168.5,165.0
,Maharashtra,443.3,455.3,450.9,442.9,420.2,403.2,385.1
,Goa,9.5,9.4,8.9,9.2,9.3,9.1,8.0
,DD,7.3,7.7,7.6,7.6,7.7,7.4,7.0
,DNH,17.6,17.8,17.1,18.1,17.9,17.7,17.3
,Essar steel,12.9,10.6,10.7,7.4,4.7,4.0,4.5
SR,Andhra Pradesh,176.5,185.9,188.2,187.2,180.8,180.2,175.7
,Telangana,148.6,154.2,160.9,162.9,152.5,135.2,138.6
,Karnataka,164.6,171.6,178.6,180.3,181.0,171.8,163.4
,Kerala,66.5,64.8,63.9,63.8,63.7,62.8,59.5
,Tamil Nadu,316.1,321.7,325.4,326.5,334.4,332.7,307.3
,Pondy,7.9,8.1,7.9,7.5,7.7,7.8,7.5
ER,Bihar,92.0,93.6,94.6,94.7,98.3,87.5,86.6
,DVC,69.6,70.0,67.6,66.0,71.7,72.4,67.4
,Jharkhand,25.4,27.0,23.7,24.4,26.4,24.2,22.4
,Odisha,98.2,96.9,95.6,89.8,87.8,94.3,90.2
,West Bengal,180.3,187.0,171.4,169.6,173.0,172.2,154.0
,Sikkim,1.2,1.4,1.4,1.2,1.1,1.1,0.9
NER,Arunachal Pradesh,2.1,2.0,2.0,2.0,1.8,2.1,2.3
Assam,25.8,29.3,30.0,31.9,32.1,31.8,29.8,
Manipur,2.1,2.1,2.2,2.3,2.2,2.2,2.4,
Meghalaya,4.9,5.8,5.8,5.5,5.5,5.5,5.4,
Mizoram,1.5,1.5,1.6,1.5,1.5,1.4,1.7,
Nagaland,2.1,2.0,2.1,2.2,2.2,2.1,2.1,
Tripura,3.5,3.9,4.8,4.7,3.4,4.7,3.9,
