Region,States,16-05-2022,17-05-2022,18-05-2022,19-05-2022,20-05-2022,21-05-2022,22-05-2022
NR,Punjab,230.8,221.8,216.2,226.0,235.6,223.2,215.9
,Haryana,204.3,203.8,202.7,208.4,208.1,184.1,172.6
,Rajasthan,298.6,304.3,295.0,308.3,311.1,299.1,293.3
,Delhi,130.8,132.8,136.0,138.1,133.7,129.1,115.1
,UP,509.0,489.2,495.8,497.4,506.1,449.1,422.1
,Uttarakhand,45.1,41.9,42.2,45.8,48.7,48.1,45.2
,HP,31.6,32.9,32.6,33.3,32.2,34.2,30.9
,J&K,46.7,49.7,52.4,52.2,48.0,50.4,52.7
,Chandigarh,6.9,6.8,6.5,6.6,7.0,6.4,5.6
WR,Chhattisgarh,100.3,106.2,102.2,100.9,107.1,104.5,95.5
,Gujarat,429.4,430.3,425.6,434.5,429.8,417.8,397.2
,MP,271.6,276.9,278.5,280.2,279.9,261.0,244.4
,Maharashtra,597.2,604.6,600.0,582.6,543.9,537.6,521.9
,Goa,14.9,14.5,14.5,14.1,12.4,12.3,10.8
,DD,7.2,7.3,7.4,7.4,7.6,7.5,7.4
,DNH,19.4,20.0,20.0,20.4,19.1,20.1,20.0
,Essar steel,20.8,20.8,19.2,18.5,19.1,19.7,19.3
SR,Andhra Pradesh,192.7,195.3,196.4,192.2,190.4,193.3,190.3
,Telangana,181.8,189.4,183.8,180.6,178.8,164.9,156.4
,Karnataka,202.2,188.7,175.8,166.5,152.8,154.4,150.1
,Kerala,71.1,72.2,70.2,67.6,69.8,71.0,65.5
,Tamil Nadu,301.9,319.6,321.9,321.5,330.1,330.4,304.2
,Pondy,8.3,9.1,9.0,8.7,9.3,9.3,8.6
ER,Bihar,125.0,117.2,125.3,107.3,101.5,104.8,93.0
,DVC,74.8,77.7,76.7,75.5,76.9,74.6,72.4
,Jharkhand,32.2,32.0,31.2,30.5,32.4,28.3,27.6
,Odisha,127.4,120.9,123.3,125.6,135.8,137.1,122.1
,West Bengal,173.1,177.4,172.3,179.9,181.5,159.2,144.2
,Sikkim,1.2,1.6,1.3,0.9,1.3,1.4,1.1
NER,Arunachal Pradesh,2.4,2.4,2.3,2.3,2.3,2.3,2.4
,Assam,24.5,24.4,24.9,23.4,25.8,25.7,28.5,
,Manipur,2.5,2.5,2.4,2.4,2.4,2.4,2.4,
,Meghalaya,5.2,5.8,5.6,5.0,5.4,5.8,6.0,
,Mizoram,1.8,1.8,1.6,1.8,1.5,1.6,1.7,
,Nagaland,2.4,2.4,2.4,2.4,2.3,2.4,2.3,
,Tripura,5.5,4.8,5.1,4.0,3.3,3.3,4.3,
