Region,States,11-06-2018,12-06-2018,13-06-2018,14-06-2018,15-06-2018,16-06-2018,17-06-2018
NR,Punjab,174.3,181.7,188.5,194.5,192.8,163.6,136.1
,Haryana,161.5,179.1,185.0,187.4,189.9,181.0,148.0
,Rajasthan,220.2,224.4,218.7,219.0,222.1,231.1,230.9
,Delhi,126.4,135.5,137.9,134.9,132.4,124.7,113.1
,UP,408.5,419.5,394.1,389.7,412.6,433.9,370.0
,Uttarakhand,43.6,45.1,45.0,44.4,43.6,40.5,35.4
,HP,26.5,27.7,28.3,27.6,28.8,23.8,23.4
,J&K,42.0,42.3,46.2,43.8,41.4,39.1,35.7
,Chandigarh,6.2,6.5,6.8,7.2,6.6,4.7,3.8
WR,Chhattisgarh,71.9,70.7,67.4,72.1,80.6,83.7,83.1
,Gujarat,364.1,359.4,352.7,359.2,362.7,355.0,342.9
,MP,164.7,161.9,163.3,165.2,177.3,182.1,180.6
,Maharashtra,429.4,447.6,462.3,475.6,471.7,454.5,424.7
,Goa,10.6,8.9,9.9,10.8,10.6,10.2,9.0
,DD,7.5,7.8,7.8,7.8,7.6,7.3,6.9
,DNH,18.0,18.2,18.3,18.3,18.0,17.0,17.2
,Essar steel,7.9,9.8,10.0,10.7,11.2,11.0,11.4
SR,Andhra Pradesh,153.7,153.3,162.2,172.2,173.0,172.9,172.9
,Telangana,124.9,126.8,136.9,146.7,152.1,147.6,145.1
,Karnataka,147.4,151.1,162.1,166.2,167.6,168.8,155.9
,Kerala,62.5,66.8,66.0,64.1,62.4,64.9,60.6
,Tamil Nadu,313.5,322.8,323.4,322.5,335.7,318.2,293.0
,Pondy,8.0,8.2,8.1,8.2,7.6,8.0,7.3
ER,Bihar,90.1,87.4,85.9,83.3,88.7,90.5,89.7
,DVC,70.4,67.6,70.3,67.3,67.9,69.8,70.8
,Jharkhand,22.1,23.2,22.7,23.4,23.4,25.5,25.1
,Odisha,91.8,89.1,87.5,93.9,89.1,91.0,92.3
,West Bengal,164.7,156.2,166.1,176.3,178.6,180.1,167.7
,Sikkim,1.2,1.6,1.2,1.2,1.0,1.0,0.9
NER,Arunachal Pradesh,1.8,1.9,1.9,1.7,2.1,2.2,2.1
Assam,32.5,29.0,25.8,24.2,24.8,25.7,24.9,
Manipur,1.7,1.8,1.9,1.6,2.2,2.3,2.1,
Meghalaya,5.2,5.5,5.6,5.3,5.4,5.3,5.1,
Mizoram,1.4,1.7,1.7,1.8,1.9,1.9,1.4,
Nagaland,2.3,2.3,2.3,2.2,2.2,2.2,2.0,
Tripura,3.4,3.4,2.7,3.7,3.4,2.5,3.8,
