Region,States,20-11-2017,21-11-2017,22-11-2017,23-11-2017,24-11-2017,25-11-2017,26-11-2017
NR,Punjab,89.0,91.1,94.3,94.8,96.0,96.3,95.2
,Haryana,100.7,107.1,109.2,110.3,111.9,119.4,111.0
,Rajasthan,190.0,194.6,195.1,200.2,198.7,203.5,201.4
,Delhi,60.6,56.0,59.9,61.1,61.5,58.6,56.8
,UP,265.0,269.7,270.1,266.3,265.1,267.6,262.3
,Uttarakhand,32.3,33.1,33.1,33.1,33.8,34.6,31.2
,HP,25.4,25.6,26.3,26.1,26.5,26.3,24.9
,J&K,42.0,42.1,42.4,41.9,42.0,42.6,42.8
,Chandigarh,3.1,3.1,3.2,3.1,3.2,3.1,3.0
WR,Chhattisgarh,69.3,69.1,68.8,69.5,68.9,68.3,67.0
,Gujarat,313.2,302.4,306.3,306.1,307.9,305.1,294.2
,MP,234.1,234.0,232.7,230.9,230.0,231.0,229.5
,Maharashtra,427.7,437.9,437.3,432.1,421.3,419.1,409.1
,Goa,8.3,9.0,9.0,9.0,9.7,9.1,8.1
,DD,7.1,7.3,7.4,7.3,7.2,7.2,6.6
,DNH,17.2,17.6,17.5,17.3,17.4,17.3,17.0
,Essar steel,10.1,9.8,9.5,10.1,9.9,10.0,9.6
SR,Andhra Pradesh,167.6,169.6,169.5,171.0,168.1,166.3,159.7
,Telangana,141.8,144.5,145.8,145.6,149.2,144.5,140.1
,Karnataka,192.3,197.2,199.9,203.6,215.1,199.6,185.6
,Kerala,65.7,66.8,68.4,68.1,69.1,68.9,62.1
,Tamil Nadu,291.8,295.2,296.2,297.2,305.8,293.6,264.4
,Pondy,6.9,6.4,7.1,7.1,7.1,6.9,6.2
ER,Bihar,64.0,61.0,60.0,60.9,59.3,58.6,60.0
,DVC,65.1,63.3,65.4,65.7,65.6,66.0,65.3
,Jharkhand,23.5,23.2,23.1,22.8,22.8,22.4,23.5
,Odisha,64.5,64.5,66.0,65.0,63.4,65.8,66.2
,West Bengal,117.8,115.3,104.5,100.8,102.5,102.8,96.0
,Sikkim,1.2,1.4,1.6,1.9,1.6,1.6,1.3
NER,Arunachal Pradesh,2.3,2.3,2.3,2.3,2.2,2.2,2.2
Assam,22.8,23.9,24.7,23.8,23.7,23.7,21.9,
Manipur,2.1,2.3,2.3,2.3,2.2,2.1,2.3,
Meghalaya,5.3,5.5,5.6,5.5,5.4,5.5,5.9,
Mizoram,1.4,1.3,1.3,1.5,1.4,1.3,1.4,
Nagaland,2.0,2.0,1.9,2.0,2.0,1.9,1.9,
Tripura,4.0,3.5,3.3,3.1,3.3,3.3,3.2,
