Region,States,25-01-2021,26-01-2021,27-01-2021,28-01-2021,29-01-2021,30-01-2021,31-01-2021
NR,Punjab,127.5,119.0,130.8,135.6,134.2,140.6,142.4
,Haryana,132.3,118.7,133.8,140.9,143.3,142.7,130.4
,Rajasthan,263.0,261.9,264.2,267.1,269.2,268.4,262.7
,Delhi,75.1,62.6,72.3,74.6,74.2,71.6,68.3
,UP,303.8,312.5,307.4,317.2,319.0,318.9,311.3
,Uttarakhand,40.9,36.1,40.6,42.6,42.9,42.8,39.7
,HP,32.6,28.6,32.2,33.4,33.9,33.3,30.9
,J&K,56.4,56.7,54.8,53.7,56.0,55.5,55.4
,Chandigarh,4.0,3.4,3.9,4.2,4.1,3.9,3.5
WR,Chhattisgarh,95.4,92.9,95.3,94.1,81.5,84.2,87.9
,Gujarat,344.4,328.3,334.5,334.5,344.7,346.5,337.2
,MP,289.7,287.8,284.2,288.4,286.4,288.7,285.2
,Maharashtra,483.0,441.0,470.6,485.2,480.6,475.4,466.6
,Goa,10.4,9.0,9.8,10.2,10.0,10.2,9.3
,DD,7.3,5.0,6.5,7.6,7.7,7.6,7.0
,DNH,19.2,16.3,18.1,19.7,19.7,19.6,19.2
,Essar steel,16.1,17.4,16.7,16.0,16.3,16.6,16.6
SR,Andhra Pradesh,183.7,183.0,187.1,185.1,185.9,188.1,182.1
,Telangana,236.9,234.2,239.5,243.1,251.6,251.9,245.7
,Karnataka,229.8,219.3,230.0,234.1,237.0,235.7,223.6
,Kerala,72.4,68.2,70.4,70.3,71.4,72.7,67.8
,Tamil Nadu,275.5,259.8,275.3,286.0,292.6,292.9,272.4
,Pondy,7.2,6.7,7.7,7.9,7.6,7.6,7.1
ER,Bihar,91.0,89.5,90.8,95.6,94.3,92.6,96.5
,DVC,69.4,67.7,72.6,66.9,69.4,68.6,68.6
,Jharkhand,26.2,26.5,25.6,25.8,25.2,26.1,26.3
,Odisha,74.5,75.8,76.4,77.2,76.2,75.2,74.1
,West Bengal,116.2,118.4,125.9,131.0,133.9,130.1,123.3
,Sikkim,1.9,1.6,1.9,1.9,1.8,1.8,1.6
NER,Arunachal Pradesh,2.2,2.3,2.5,2.5,2.6,2.3,2.5
,Assam,24.0,23.2,24.2,24.5,24.2,24.0,23.7,
,Manipur,2.8,3.0,2.8,3.2,3.1,3.0,3.0,
,Meghalaya,6.7,6.7,6.9,6.9,6.8,6.4,6.9,
,Mizoram,1.5,1.6,1.8,1.6,1.6,1.7,1.8,
,Nagaland,2.1,2.2,2.2,2.3,2.0,2.0,2.1,
,Tripura,3.6,3.5,3.7,4.0,4.0,3.6,3.6,
