Region,States,15-02-2021,16-02-2021,17-02-2021,18-02-2021,19-02-2021,20-02-2021,21-02-2021
NR,Punjab,123.1,126.8,125.5,124.9,126.0,126.0,121.5
,Haryana,129.2,132.8,132.7,133.8,133.8,131.2,120.2
,Rajasthan,264.9,263.5,264.0,259.7,262.3,261.1,257.1
,Delhi,61.6,62.7,62.1,62.5,64.7,59.5,58.4
,UP,283.1,279.1,282.8,283.1,290.0,285.7,281.9
,Uttarakhand,38.5,38.8,39.6,39.3,40.0,39.2,35.5
,HP,31.7,32.0,32.8,32.6,32.9,32.2,28.9
,J&K,54.4,52.8,51.4,53.3,53.5,52.6,52.2
,Chandigarh,3.4,3.4,3.3,3.2,3.3,3.2,2.9
WR,Chhattisgarh,99.3,91.9,85.0,87.1,88.1,91.6,93.9
,Gujarat,355.4,354.6,352.8,356.1,359.5,358.9,343.2
,MP,273.3,249.6,237.1,245.2,245.9,249.5,251.1
,Maharashtra,481.5,488.0,480.2,450.4,410.1,443.0,442.2
,Goa,10.8,10.6,10.6,10.3,9.5,9.5,8.6
,DD,7.2,7.6,7.7,7.7,7.8,7.6,7.0
,DNH,19.8,19.9,20.0,20.0,19.7,19.5,19.5
,Essar steel,18.3,18.1,18.5,19.1,18.2,18.7,18.2
SR,Andhra Pradesh,192.6,194.6,193.4,193.8,191.4,177.0,166.1
,Telangana,246.2,246.4,249.3,247.2,235.1,234.4,234.8
,Karnataka,244.2,247.3,249.1,245.5,219.9,208.3,189.4
,Kerala,75.3,77.7,77.8,78.4,77.9,77.2,69.2
,Tamil Nadu,297.7,309.6,312.9,313.6,319.9,296.3,261.3
,Pondy,7.4,7.2,7.0,7.1,7.7,7.7,6.1
ER,Bihar,84.7,88.1,85.6,83.0,81.6,80.2,84.4
,DVC,65.9,66.2,66.3,66.2,66.6,67.3,65.1
,Jharkhand,26.0,24.9,25.3,24.5,23.7,25.2,23.8
,Odisha,87.7,82.2,73.6,76.4,77.6,76.9,76.0
,West Bengal,129.8,129.6,125.8,130.3,134.5,132.7,122.8
,Sikkim,1.5,1.5,1.4,1.4,1.5,1.5,1.3
NER,Arunachal Pradesh,2.3,2.3,2.2,2.3,2.4,2.4,2.3
Assam,24.3,24.0,24.8,24.7,24.4,24.3,23.5,
Manipur,2.9,2.5,2.4,2.3,2.4,2.6,2.5,
Meghalaya,4.8,4.9,6.7,6.4,6.5,6.5,6.5,
Mizoram,1.7,1.8,1.7,1.5,1.9,1.6,1.5,
Nagaland,2.2,2.1,2.0,2.2,2.1,2.2,2.2,
Tripura,3.5,4.0,3.7,3.6,3.6,3.7,3.4,
