Region,States,28-09-2020,29-09-2020,30-09-2020,01-10-2020,02-10-2020,03-10-2020,04-10-2020
NR,Punjab,220.5,216.8,208.6,195.4,190.9,194.1,185.6
,Haryana,183.9,187.3,185.7,183.4,164.1,172.3,162.5
,Rajasthan,245.2,247.7,245.7,247.9,243.6,245.5,239.1
,Delhi,104.2,105.4,102.4,100.6,87.1,91.9,85.3
,UP,405.0,408.4,403.0,403.9,396.5,405.5,394.9
,Uttarakhand,38.9,39.8,39.7,38.9,33.4,37.1,36.2
,HP,29.5,30.6,30.6,30.4,26.7,29.3,27.5
,J&K,52.5,48.1,47.6,47.4,48.1,46.3,46.9
,Chandigarh,4.8,4.8,4.6,4.5,3.9,4.2,3.8
WR,Chhattisgarh,92.1,93.3,94.7,92.8,93.6,88.7,83.4
,Gujarat,336.3,340.0,339.8,346.4,346.3,355.1,344.7
,MP,209.8,213.1,216.2,215.7,215.0,217.3,215.2
,Maharashtra,398.6,409.2,413.0,409.1,405.5,420.0,411.2
,Goa,9.4,9.9,9.7,10.0,9.0,9.4,8.9
,DD,7.0,7.3,7.3,7.0,6.2,6.7,6.8
,DNH,18.0,18.2,18.2,17.7,16.7,17.4,17.8
,Essar steel,18.0,16.1,17.6,17.3,17.5,17.1,17.8
SR,Andhra Pradesh,162.7,164.1,150.5,147.9,153.6,155.2,155.3
,Telangana,152.3,159.2,156.4,159.5,166.9,181.0,183.7
,Karnataka,156.0,160.3,152.1,154.9,154.0,156.9,146.9
,Kerala,68.6,69.1,67.5,67.9,64.8,66.9,62.4
,Tamil Nadu,293.6,283.3,272.7,282.0,271.6,284.3,281.9
,Pondy,8.6,7.3,7.2,6.5,6.1,6.2,6.8
ER,Bihar,103.7,109.6,113.0,115.9,114.6,109.1,107.6
,DVC,65.1,64.7,66.8,63.3,61.4,63.0,62.3
,Jharkhand,29.2,30.0,29.7,27.7,27.6,27.2,26.9
,Odisha,95.9,97.2,88.6,86.1,88.9,88.4,91.9
,West Bengal,170.8,175.8,168.8,166.9,158.2,158.3,151.5
,Sikkim,1.2,1.2,1.2,1.2,0.9,1.1,1.0
NER,Arunachal Pradesh,2.2,2.1,2.0,2.0,2.0,2.0,2.0
Assam,31.7,34.8,36.4,35.6,33.6,33.5,31.8,
Manipur,2.6,2.7,2.5,2.7,2.5,2.6,2.7,
Meghalaya,5.7,5.9,5.9,5.8,6.0,6.1,5.7,
Mizoram,1.6,1.7,1.5,1.6,1.5,1.7,1.5,
Nagaland,2.3,2.4,2.3,2.6,2.6,2.6,2.6,
Tripura,4.8,5.1,5.0,4.8,5.5,4.9,4.7,
