Region,States,12-02-2018,13-02-2018,14-02-2018,15-02-2018,16-02-2018,17-02-2018,18-02-2018
NR,Punjab,86.0,96.3,106.4,107.6,109.9,111.2,105.5
,Haryana,103.5,116.2,119.2,119.7,122.5,119.9,111.8
,Rajasthan,218.4,206.2,208.6,202.4,209.3,210.3,208.3
,Delhi,63.7,63.7,64.0,63.1,64.8,60.7,58.4
,UP,255.4,257.7,266.3,274.4,283.9,281.8,274.5
,Uttarakhand,33.0,36.6,35.6,37.8,35.2,36.3,33.5
,HP,25.4,26.8,27.0,27.6,27.8,27.0,25.1
,J&K,31.4,39.7,40.4,41.0,45.6,44.6,44.4
,Chandigarh,3.3,3.3,3.2,3.4,3.3,3.2,2.9
WR,Chhattisgarh,61.9,65.6,62.1,69.3,71.3,71.9,72.1
,Gujarat,294.8,286.3,287.9,298.8,305.1,304.3,293.9
,MP,161.7,165.9,168.6,175.7,182.1,182.1,183.7
,Maharashtra,395.2,401.4,404.4,416.2,418.1,422.4,409.9
,Goa,9.1,9.6,9.5,9.7,9.5,9.9,9.9
,DD,7.0,5.8,6.6,7.3,7.4,6.8,6.8
,DNH,17.6,17.4,17.5,17.7,17.6,17.4,17.3
,Essar steel,11.3,12.4,12.2,12.3,11.5,11.4,11.6
SR,Andhra Pradesh,172.4,172.1,170.0,169.3,172.1,173.4,173.2
,Telangana,186.0,189.3,186.4,191.7,195.2,195.6,194.4
,Karnataka,206.9,214.5,210.7,211.2,214.5,214.2,203.7
,Kerala,70.4,70.3,70.7,71.2,72.2,71.5,65.8
,Tamil Nadu,285.2,293.9,295.8,301.0,311.6,305.4,284.5
,Pondy,6.6,6.9,6.9,7.0,7.1,6.9,6.5
ER,Bihar,66.6,66.6,66.2,67.2,69.4,67.2,68.4
,DVC,69.4,68.2,68.2,69.3,69.2,71.4,69.0
,Jharkhand,23.7,23.5,21.6,22.3,21.0,22.0,22.1
,Odisha,79.2,76.4,75.7,78.6,71.0,69.9,76.2
,West Bengal,116.8,121.8,123.2,121.9,119.3,121.4,115.7
,Sikkim,1.8,1.6,1.2,1.0,1.2,1.6,1.2
NER,Arunachal Pradesh,2.2,2.2,2.4,2.3,1.4,1.9,1.9
Assam,22.9,24.0,23.3,22.3,22.7,23.2,22.3,
Manipur,2.7,2.4,2.5,2.4,2.4,2.5,2.4,
Meghalaya,5.3,5.3,5.7,5.6,6.4,5.2,5.5,
Mizoram,1.5,1.6,1.5,1.6,1.5,1.7,1.3,
Nagaland,2.0,2.0,1.9,2.3,2.3,2.1,2.0,
Tripura,3.3,3.4,3.8,3.9,4.1,3.4,3.4,
