Region,States,09-12-2019,10-12-2019,11-12-2019,12-12-2019,13-12-2019,14-12-2019,15-12-2019
NR,Punjab,110.7,114.1,110.8,97.8,94.7,103.7,97.2
,Haryana,118.4,122.1,121.0,111.3,95.7,110.4,101.7
,Rajasthan,222.6,228.8,229.9,211.8,202.2,211.4,212.7
,Delhi,62.8,62.9,65.4,64.8,66.8,63.8,62.0
,UP,244.7,249.2,253.4,239.8,186.8,229.9,234.2
,Uttarakhand,34.7,36.1,36.4,36.5,29.5,33.4,32.7
,HP,29.4,29.7,30.3,31.2,29.2,29.3,27.6
,J&K,46.0,47.2,46.9,45.9,38.9,44.2,47.7
,Chandigarh,3.6,3.5,3.7,4.1,4.3,3.8,3.4
WR,Chhattisgarh,73.5,74.4,76.2,76.9,75.8,75.8,74.2
,Gujarat,328.8,335.5,332.2,325.9,319.3,317.1,299.5
,MP,253.5,256.0,257.5,243.8,211.0,228.5,220.9
,Maharashtra,442.9,454.0,455.5,451.3,438.7,435.7,422.9
,Goa,12.3,12.8,12.8,12.4,12.6,12.2,11.4
,DD,7.0,7.4,7.5,7.4,7.4,6.7,6.6
,DNH,18.6,19.0,19.0,19.0,18.8,18.6,18.2
,Essar steel,6.0,5.9,5.6,5.5,6.1,6.0,6.2
SR,Andhra Pradesh,155.9,159.7,163.0,160.7,159.3,156.6,154.2
,Telangana,182.7,187.2,192.7,197.3,199.6,200.1,199.6
,Karnataka,184.5,188.0,196.1,196.6,204.2,197.7,178.7
,Kerala,70.6,71.5,72.5,72.6,72.4,70.4,63.4
,Tamil Nadu,258.0,274.8,278.4,287.5,283.2,256.1,223.8
,Pondy,6.9,7.2,7.1,6.5,7.3,6.8,6.1
ER,Bihar,67.6,70.3,67.9,69.1,53.8,54.9,63.9
,DVC,61.0,62.6,62.3,62.1,62.6,61.4,61.6
,Jharkhand,24.4,24.5,24.8,24.5,24.0,23.2,21.8
,Odisha,75.1,76.7,76.5,76.4,76.2,79.8,75.8
,West Bengal,110.4,114.3,113.5,114.3,113.2,112.0,108.3
,Sikkim,1.7,1.8,1.8,1.8,1.8,1.7,1.6
NER,Arunachal Pradesh,2.1,2.1,2.3,2.1,2.1,2.0,2.0
,Assam,21.3,20.0,21.1,18.9,19.0,20.1,19.7
,Manipur,2.5,2.5,2.6,2.7,2.6,2.6,2.5,
,Meghalaya,6.2,6.0,6.3,6.0,6.0,5.8,6.0,
,Mizoram,1.8,1.7,1.7,1.7,1.7,2.0,1.7,
,Nagaland,2.1,2.1,2.2,2.2,2.1,2.1,2.1,
,Tripura,3.4,3.4,3.4,3.2,3.3,3.4,3.4,
