Region,States,11-01-2021,12-01-2021,13-01-2021,14-01-2021,15-01-2021,16-01-2021,17-01-2021
NR,Punjab,120.6,122.7,121.4,123.2,124.3,121.9,118.6
,Haryana,120.8,126.8,128.9,129.3,128.8,130.8,119.2
,Rajasthan,241.7,247.8,246.6,244.1,251.2,256.4,254.0
,Delhi,74.6,76.0,76.6,77.5,77.2,72.5,74.0
,UP,286.4,294.5,300.3,302.2,300.6,295.1,295.5
,Uttarakhand,41.2,41.9,42.3,41.9,41.6,41.3,39.3
,HP,32.8,33.9,34.1,33.4,32.7,33.0,33.5
,J&K,54.5,55.6,54.6,54.5,56.0,57.3,56.7
,Chandigarh,4.2,4.5,4.5,4.3,4.3,4.3,3.9
WR,Chhattisgarh,84.6,90.4,90.2,91.6,92.0,92.6,91.7
,Gujarat,350.8,352.6,344.5,275.2,303.1,338.4,345.6
,MP,269.9,270.2,273.9,273.8,274.0,277.6,283.0
,Maharashtra,458.8,469.1,472.0,471.4,464.8,473.0,462.5
,Goa,10.6,10.8,11.3,11.3,10.4,10.7,9.9
,DD,7.2,7.6,7.7,6.7,7.3,7.6,8.3
,DNH,19.6,19.7,19.6,18.5,18.1,19.1,19.0
,Essar steel,16.5,17.3,18.3,18.7,18.7,18.6,18.5
SR,Andhra Pradesh,169.2,170.8,167.3,157.6,158.0,163.6,168.0
,Telangana,216.0,218.6,220.7,208.8,213.5,217.0,216.2
,Karnataka,179.4,185.1,193.1,188.2,202.6,208.5,199.0
,Kerala,69.7,68.9,68.0,68.5,71.2,71.8,66.5
,Tamil Nadu,251.9,250.3,242.4,201.1,188.5,200.0,203.9
,Pondy,7.1,7.0,7.1,6.2,5.7,5.7,6.0
ER,Bihar,83.5,83.2,87.8,89.2,86.9,90.8,88.4
,DVC,64.2,68.6,68.6,68.7,68.2,67.5,68.7
,Jharkhand,24.7,25.6,25.3,25.8,25.2,25.5,25.1
,Odisha,84.6,81.1,75.4,74.8,73.7,72.9,73.9
,West Bengal,123.7,125.9,126.4,123.1,119.8,127.9,117.8
,Sikkim,2.2,2.4,2.4,2.3,1.4,2.1,1.5
NER,Arunachal Pradesh,2.4,2.3,2.4,2.3,2.3,2.3,2.3
Assam,24.0,24.7,24.5,23.1,21.9,23.2,23.7,
Manipur,2.8,2.9,2.9,2.9,2.9,3.2,2.7,
Meghalaya,6.9,6.9,7.1,6.8,6.8,7.0,6.8,
Mizoram,1.6,1.6,1.6,1.6,1.6,1.9,1.5,
Nagaland,2.5,2.5,2.4,2.3,2.3,2.2,2.2,
Tripura,3.9,3.9,3.7,3.8,3.8,4.0,3.5,
