Region,States,23-12-2019,24-12-2019,25-12-2019,26-12-2019,27-12-2019,28-12-2019,29-12-2019
NR,Punjab,112.8,118.6,121.2,123.3,120.9,122.1,113.8
,Haryana,125.5,131.1,132.1,134.5,133.6,133.0,124.6
,Rajasthan,232.5,232.8,235.6,232.7,235.0,234.6,231.0
,Delhi,74.2,76.9,76.9,79.2,82.0,80.4,78.0
,UP,280.7,276.6,277.3,293.2,304.8,297.0,308.0
,Uttarakhand,38.8,39.1,40.0,42.2,41.4,41.5,39.1
,HP,30.0,30.4,30.0,30.6,30.4,30.0,27.5
,J&K,50.8,51.4,52.5,52.4,52.5,53.4,52.7
,Chandigarh,4.4,4.5,4.5,4.9,4.9,4.7,4.4
WR,Chhattisgarh,78.0,78.2,78.6,74.5,75.3,75.8,77.2
,Gujarat,326.4,329.8,325.4,324.4,320.9,317.6,306.7
,MP,246.6,239.7,237.4,242.8,245.1,246.2,246.9
,Maharashtra,447.6,456.7,447.8,427.8,428.5,425.5,415.3
,Goa,12.9,13.1,10.9,13.1,13.5,13.4,13.3
,DD,7.2,7.4,7.5,7.4,7.4,7.2,6.7
,DNH,18.9,19.0,19.0,18.9,18.7,18.7,18.4
,Essar steel,7.4,5.6,5.7,6.1,6.5,6.5,5.8
SR,Andhra Pradesh,166.1,167.7,164.5,168.2,172.6,170.1,163.0
,Telangana,218.6,223.4,225.7,222.7,225.7,208.3,204.8
,Karnataka,203.7,209.0,204.1,207.2,211.6,208.1,193.3
,Kerala,71.9,72.5,66.9,72.7,74.4,73.6,66.5
,Tamil Nadu,277.7,285.9,261.1,272.4,271.4,276.3,259.2
,Pondy,6.8,6.7,6.4,6.8,6.8,6.7,6.2
ER,Bihar,72.2,71.6,75.4,75.2,77.7,76.1,80.2
,DVC,66.9,63.5,65.7,63.1,64.9,62.7,64.8
,Jharkhand,25.9,24.1,25.1,24.0,25.1,24.5,25.2
,Odisha,65.7,66.9,65.6,65.3,66.2,70.3,71.6
,West Bengal,106.8,111.8,110.3,109.6,107.0,111.1,100.7
,Sikkim,1.9,2.0,2.0,2.2,2.1,2.1,1.9
NER,Arunachal Pradesh,2.4,2.2,2.2,2.2,2.3,2.2,2.1
Assam,22.8,21.7,22.5,22.4,22.8,22.4,21.4,
Manipur,2.5,2.7,2.7,2.6,2.7,2.6,2.4,
Meghalaya,6.0,6.0,6.4,6.3,6.2,6.4,6.2,
Mizoram,1.9,1.8,1.8,1.9,1.7,1.7,1.7,
Nagaland,2.1,2.2,2.2,2.3,2.3,2.3,2.1,
Tripura,3.3,3.5,3.7,3.8,3.3,3.5,3.4,
