Region,States,02-08-2021,03-08-2021,04-08-2021,05-08-2021,06-08-2021,07-08-2021,08-08-2021
NR,Punjab,244.4,236.7,240.0,245.4,241.2,252.1,259.8
,Haryana,172.7,181.4,190.7,196.5,201.1,203.1,180.5
,Rajasthan,206.7,207.9,213.5,224.8,234.6,236.0,231.5
,Delhi,104.8,107.4,109.2,115.0,118.9,112.1,101.1
,UP,377.7,404.0,426.6,437.7,453.7,445.5,422.6
,Uttarakhand,42.6,43.7,45.7,44.6,45.2,44.9,42.1
,HP,28.5,28.0,28.7,28.5,28.6,30.9,24.3
,J&K,44.8,45.1,46.6,45.4,42.3,46.7,44.9
,Chandigarh,6.0,5.8,5.6,5.8,6.2,6.0,5.3
WR,Chhattisgarh,87.4,91.8,95.9,102.1,106.9,109.9,111.5
,Gujarat,315.0,319.7,333.4,357.1,372.2,385.6,379.7
,MP,159.9,166.7,177.4,182.7,187.2,194.6,192.3
,Maharashtra,434.6,450.8,462.8,472.2,480.2,497.3,494.1
,Goa,12.1,12.0,11.6,11.5,11.5,11.6,11.0
,DD,6.8,7.3,7.4,7.4,7.4,7.3,6.5
,DNH,18.4,19.0,19.4,19.5,19.1,19.7,19.1
,Essar steel,16.8,19.3,19.1,18.3,15.9,17.6,19.1
SR,Andhra Pradesh,205.9,209.6,213.8,219.5,216.6,219.2,214.7
,Telangana,225.4,233.7,237.4,240.5,237.5,242.5,235.3
,Karnataka,190.1,195.6,192.8,194.8,195.6,194.4,186.1
,Kerala,70.0,69.6,70.1,70.3,69.4,67.6,61.3
,Tamil Nadu,337.3,342.3,349.1,352.4,350.2,334.7,315.8
,Pondy,8.9,9.1,9.3,8.9,9.2,9.1,8.7
ER,Bihar,115.5,124.5,114.6,126.0,130.6,123.0,118.3
,DVC,63.6,64.8,65.1,65.9,65.7,65.6,65.0
,Jharkhand,28.1,27.4,27.6,29.2,28.9,27.9,27.3
,Odisha,102.4,103.7,102.9,107.1,109.3,108.6,106.6
,West Bengal,168.8,171.4,163.9,165.7,169.7,169.1,154.8
,Sikkim,1.3,1.3,1.3,1.4,1.4,1.3,1.0
NER,Arunachal Pradesh,2.3,2.4,2.4,2.1,2.2,2.4,2.3
,Assam,36.3,39.8,38.7,39.7,37.5,36.1,36.2,
,Manipur,2.5,2.5,2.5,2.8,2.6,2.6,2.6,
,Meghalaya,5.6,5.7,5.7,6.2,5.7,5.6,5.5,
,Mizoram,1.6,1.5,1.5,1.5,1.6,1.6,1.5,
,Nagaland,2.4,2.4,2.4,2.5,2.7,2.4,2.4,
,Tripura,4.9,5.0,5.0,5.1,4.8,4.7,4.6,
