Region,States,19-06-2023,20-06-2023,21-06-2023,22-06-2023,23-06-2023,24-06-2023,25-06-2023
NR,Punjab,264.1,291.6,333.1,333.5,339.8,343.5,300.3
,Haryana,216.6,230.3,238.4,237.9,249.6,251.2,176.0
,Rajasthan,221.3,247.5,272.7,289.3,303.1,311.9,265.4
,Delhi,125.2,128.7,132.4,137.3,143.3,136.4,106.7
,UP,541.4,498.2,484.4,513.2,528.3,498.1,424.6
,Uttarakhand,52.5,52.5,53.7,55.6,53.4,51.1,40.9
,HP,31.3,32.7,34.3,34.2,33.7,32.8,28.0
,J&K,48.2,52.8,53.9,54.7,55.8,54.5,50.5
,Chandigarh,6.9,7.4,7.7,7.9,7.5,6.7,5.5
,Railways_NR ISTS,3.9,4.0,4.0,4.1,4.2,4.2,4.1
WR,Chhattisgarh,120.6,120.4,114.5,105.8,99.7,102.5,90.4
,Gujarat,364.0,385.6,396.5,412.0,416.3,410.9,374.0
,MP,242.2,243.3,239.2,244.7,231.1,215.0,211.3
,Maharashtra,627.3,633.4,636.1,626.6,613.4,564.2,512.9
,Goa,14.3,15.2,15.6,15.4,14.4,14.0,12.1
,DNHDDPDCL,29.6,30.3,30.4,30.6,30.5,30.7,29.4
,AMNSIL,17.3,18.3,17.7,18.1,17.7,18.0,18.1
,BALCO,12.4,12.4,12.4,12.5,12.4,12.5,12.5
SR,Andhra Pradesh,243.9,235.7,222.1,215.6,211.6,206.6,197.4
,Telangana,221.2,230.1,222.0,204.2,198.1,179.5,170.1
,Karnataka,269.1,253.5,246.2,241.6,241.7,221.8,204.6
,Kerala,81.3,82.6,81.5,81.6,82.1,82.5,73.9
,Tamil Nadu,341.1,345.7,345.4,351.9,356.9,361.6,336.3
,Pondy,9.2,9.3,9.5,9.9,10.2,10.2,9.6
ER,Bihar,139.1,133.8,135.5,137.2,136.0,142.5,138.6
,DVC,78.6,76.2,75.6,75.9,78.3,78.1,75.3
,Jharkhand,37.7,37.0,35.8,34.4,36.7,35.9,33.3
,Odisha,118.2,123.8,125.0,116.7,110.3,106.8,111.9
,West Bengal,197.2,206.8,208.4,211.0,214.2,209.8,192.7
,Sikkim,1.3,1.2,1.4,1.4,1.5,1.3,0.9
,Railways_ER ISTS*,0.1,0.2,0.2,0.1,0.0,0.1,0.2
NER,Arunachal Pradesh,2.5,2.7,2.5,2.6,2.7,2.6,2.9
Assam,27.9,30.8,30.2,31.9,36.9,41.6,40.3,
Manipur,2.4,2.3,2.4,2.3,2.4,2.6,2.4,
Meghalaya,4.5,4.6,4.7,4.7,4.8,4.8,4.9,
Mizoram,1.6,1.6,1.6,1.6,1.8,1.9,1.8,
Nagaland,2.3,2.6,2.7,2.7,2.7,2.7,2.7,
Tripura,4.0,4.5,4.9,5.3,5.6,5.5,9.5,
ALL INDIA TOTAL,4722.0,4789.5,4834.6,4865.9,4888.5,4756.7,4271.6,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
