Region,States,05-02-2024,06-02-2024,07-02-2024,08-02-2024,09-02-2024,10-02-2024,11-02-2024
NR,Punjab,143.8,148.1,152.7,156.7,156.3,162.6,154.3
,Haryana,139.3,144.9,147.4,144.7,150.1,152.0,140.3
,Rajasthan,288.1,307.3,313.0,316.1,316.2,323.7,322.2
,Delhi,79.6,79.5,82.3,80.9,79.9,74.8,71.9
,UP,294.1,318.3,319.1,314.1,328.9,328.3,326.5
,Uttarakhand,43.7,45.1,44.4,44.1,44.5,41.6,41.0
,HP,35.9,37.1,38.3,36.1,36.8,35.6,33.4
,J&K,64.6,63.3,62.7,62.4,60.9,58.7,57.4
,Chandigarh,4.9,4.6,4.7,4.5,4.4,4.1,3.7
,Railways_NR ISTS,3.5,3.6,3.6,3.7,3.4,3.6,3.7
WR,Chhattisgarh,114.0,115.1,118.3,119.4,117.8,120.2,115.8
,Gujarat,413.5,414.0,405.2,404.8,409.6,406.7,383.0
,MP,301.0,313.0,312.3,312.3,311.7,311.4,306.1
,Maharashtra,593.4,608.7,611.2,604.7,595.5,587.2,566.1
,Goa,12.7,14.5,13.2,13.3,13.3,13.2,12.7
,DNHDDPDCL,28.8,29.7,30.0,29.9,29.7,29.4,28.1
,AMNSIL,19.1,16.1,20.4,18.7,20.3,18.6,19.5
,BALCO,12.4,12.5,12.5,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,227.5,233.2,233.7,232.2,228.7,224.4,223.0
,Telangana,259.7,268.0,274.5,277.2,278.1,276.8,264.5
,Karnataka,294.3,301.4,301.1,306.1,308.1,301.0,284.9
,Kerala,87.3,86.9,87.8,88.8,88.0,87.0,79.5
,Tamil Nadu,345.1,350.3,354.0,356.1,361.2,357.6,322.0
,Pondy,9.0,9.2,9.1,9.3,9.4,9.3,8.6
ER,Bihar,85.7,93.0,89.9,91.3,95.3,93.8,94.0
,DVC,70.3,71.2,70.0,69.3,72.0,70.6,71.3
,Jharkhand,29.3,30.8,30.8,30.7,31.6,31.3,30.6
,Odisha,98.2,96.0,95.2,97.6,94.9,94.0,93.7
,West Bengal,148.5,155.1,154.1,152.8,153.1,152.7,141.3
,Sikkim,2.1,2.0,2.1,2.1,2.0,2.0,1.6
,Railways_ER ISTS*,0.1,0.3,0.1,0.2,0.2,0.1,0.1
NER,Arunachal Pradesh,3.2,3.0,3.2,3.3,3.0,3.1,3.1
Assam,27.2,27.6,28.1,27.8,27.9,27.8,27.1,
Manipur,3.0,2.9,2.7,2.9,3.1,3.0,2.9,
Meghalaya,6.9,6.7,6.6,6.6,6.4,6.4,6.4,
Mizoram,2.4,2.3,2.5,2.0,2.3,2.0,2.0,
Nagaland,2.3,2.1,2.2,2.3,2.3,2.1,2.4,
Tripura,3.5,3.9,4.0,4.3,3.6,3.4,3.7,
ALL INDIA TOTAL,4298.0,4421.1,4443.0,4441.4,4463.1,4432.4,4260.8,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
