Region,States,07-05-2018,08-05-2018,09-05-2018,10-05-2018,11-05-2018,12-05-2018,13-05-2018
NR,Punjab,128.3,135.3,141.1,151.1,158.0,149.1,130.9
,Haryana,138.5,112.1,130.6,139.8,145.5,149.2,122.6
,Rajasthan,203.8,191.2,204.7,208.1,227.2,222.7,217.5
,Delhi,102.7,97.1,95.5,97.2,105.5,108.7,100.3
,UP,363.8,334.9,331.4,340.1,365.6,373.9,327.6
,Uttarakhand,39.2,35.3,38.0,36.6,36.3,42.7,33.4
,HP,23.5,22.6,24.7,30.6,24.0,24.3,21.0
,J&K,37.5,41.7,41.8,40.8,43.1,37.4,34.6
,Chandigarh,4.4,5.7,4.2,4.6,5.0,4.9,4.4
WR,Chhattisgarh,88.7,90.5,88.5,89.1,86.9,81.9,82.6
,Gujarat,345.1,347.0,346.7,350.9,354.3,350.2,338.8
,MP,190.6,190.8,194.0,195.3,195.4,193.0,186.0
,Maharashtra,502.0,508.5,509.1,513.0,498.1,493.3,484.7
,Goa,11.2,11.2,11.2,8.6,10.3,10.9,10.0
,DD,7.1,7.1,7.0,7.5,7.5,7.5,7.0
,DNH,17.2,17.7,17.7,17.8,17.3,17.2,17.3
,Essar steel,4.0,3.7,3.0,5.4,5.0,4.8,5.4
SR,Andhra Pradesh,172.7,178.4,179.3,178.1,176.7,172.4,164.0
,Telangana,148.9,154.1,149.4,146.8,150.5,146.2,136.1
,Karnataka,206.4,208.3,197.0,190.4,175.8,157.5,153.3
,Kerala,75.1,72.7,69.8,69.6,70.2,68.9,62.2
,Tamil Nadu,325.3,321.0,316.9,317.2,327.0,330.1,309.1
,Pondy,8.1,7.9,8.1,8.1,8.3,8.4,7.7
ER,Bihar,89.7,92.5,82.9,88.9,87.6,88.6,88.1
,DVC,70.3,70.4,69.9,66.1,72.5,70.9,68.2
,Jharkhand,25.0,26.7,25.8,25.0,25.4,25.7,23.2
,Odisha,92.7,92.3,91.1,83.1,83.6,88.5,81.8
,West Bengal,169.4,170.2,168.9,162.5,155.2,152.0,140.4
,Sikkim,1.3,1.4,1.3,1.1,1.4,1.3,1.2
NER,Arunachal Pradesh,2.1,2.1,2.0,2.0,1.8,1.9,1.9
Assam,19.5,20.6,17.3,20.4,20.2,21.9,22.0,
Manipur,2.2,2.1,1.7,1.7,1.8,2.0,1.9,
Meghalaya,4.6,3.9,3.1,4.3,4.6,4.9,4.7,
Mizoram,1.7,1.5,1.4,1.2,1.3,1.6,1.4,
Nagaland,2.0,1.9,1.6,1.6,1.8,1.7,1.6,
Tripura,3.2,2.7,2.6,1.9,2.6,3.7,3.6,
