Region,States,08-05-2017,09-05-2017,10-05-2017,11-05-2017,12-05-2017,13-05-2017,14-05-2017
NR,Punjab,163.8,163.3,165.4,161.7,166.5,175.9,166.5
,Haryana,157.7,158.7,150.1,148.9,162.0,162.6,155.1
,Rajasthan,195.2,201.3,200.9,204.3,205.9,217.5,211.5
,Delhi,115.2,116.0,112.7,113.7,116.4,113.8,109.9
,UP,370.3,316.6,346.2,362.9,373.3,377.9,360.3
,Uttarakhand,39.4,39.3,41.1,41.1,40.7,40.8,39.0
,HP,24.5,25.7,26.0,25.5,26.7,27.1,24.0
,J&K,39.3,41.2,32.9,38.7,40.3,39.3,39.0
,Chandigarh,6.1,5.9,5.8,6.0,5.7,5.8,5.4
WR,Chhattisgarh,83.3,83.8,77.9,75.7,82.6,82.4,83.8
,Gujarat,332.9,334.1,334.7,342.5,343.7,339.7,328.8
,MP,166.6,168.2,176.7,182.5,183.9,183.6,177.4
,Maharashtra,460.7,476.4,477.9,477.8,467.7,455.1,450.0
,Goa,8.7,10.3,10.4,10.4,10.7,10.0,9.4
,DD,7.1,7.3,7.3,7.2,7.2,7.2,6.6
,DNH,16.8,17.2,17.2,17.4,17.0,16.7,16.7
,Essar steel,9.0,8.2,8.8,9.0,10.3,10.2,10.5
SR,Andhra Pradesh,155.9,159.0,153.4,161.9,164.9,165.2,160.2
,Telangana,140.2,139.9,122.5,139.6,143.0,142.4,136.8
,Karnataka,168.0,179.8,182.9,182.0,188.4,190.7,168.9
,Kerala,68.9,71.9,70.5,68.1,71.0,67.8,67.2
,Tamil Nadu,313.0,320.1,303.2,311.6,317.8,315.3,301.3
,Pondy,7.6,7.5,6.1,7.1,7.2,7.3,7.0
ER,Bihar,77.6,53.0,65.8,74.4,77.7,73.3,75.2
,DVC,67.8,64.6,65.5,62.7,58.2,59.6,61.5
,Jharkhand,24.9,21.5,23.2,23.2,24.0,23.5,24.2
,Odisha,78.8,73.9,76.4,83.6,83.1,83.8,80.1
,West Bengal,151.9,141.9,143.3,141.5,134.6,138.9,128.4
,Sikkim,1.1,1.2,1.1,1.1,1.0,1.0,0.9
NER,Arunachal Pradesh,2.1,1.7,1.9,2.4,2.0,2.0,1.9
Assam,23.5,21.1,22.1,23.5,24.0,25.7,23.2,
Manipur,2.4,2.2,2.4,2.7,2.4,2.8,2.1,
Meghalaya,3.9,3.7,4.0,4.0,4.8,4.3,4.2,
Mizoram,1.6,1.5,1.3,1.4,1.4,1.4,1.3,
Nagaland,1.9,1.9,1.8,1.6,1.8,2.2,2.0,
Tripura,4.2,3.8,4.1,4.1,4.5,3.8,3.1,
