Region,States,21-02-2022,22-02-2022,23-02-2022,24-02-2022,25-02-2022,26-02-2022,27-02-2022
NR,Punjab,134.1,126.2,126.8,139.2,138.8,117.5,123.4
,Haryana,129.2,127.4,126.1,129.6,129.4,110.7,106.3
,Rajasthan,277.0,269.9,282.6,281.3,281.4,275.0,273.2
,Delhi,61.4,63.2,65.1,64.4,65.5,61.8,59.0
,UP,306.0,307.5,303.6,309.7,312.4,283.5,290.9
,Uttarakhand,39.3,39.0,38.5,38.5,39.5,39.3,36.5
,HP,32.6,33.9,33.0,33.3,33.9,35.0,30.9
,J&K,56.2,58.6,35.4,47.5,54.4,50.7,58.0
,Chandigarh,3.3,1.6,2.4,3.3,3.2,3.3,3.0
WR,Chhattisgarh,97.5,99.1,100.0,102.5,103.9,104.1,102.4
,Gujarat,364.6,374.0,367.6,369.6,376.7,376.2,361.8
,MP,288.3,292.8,295.8,295.4,295.9,292.1,285.9
,Maharashtra,529.6,539.8,542.7,550.1,547.2,548.1,537.3
,Goa,11.8,12.1,12.4,12.4,12.6,12.2,11.4
,DD,7.5,7.8,7.8,7.9,7.8,7.9,7.5
,DNH,19.5,19.9,20.0,20.0,19.9,20.0,19.7
,Essar steel,18.3,19.4,17.4,17.0,17.4,17.1,17.0
SR,Andhra Pradesh,205.7,207.3,212.4,212.6,210.4,210.5,206.2
,Telangana,225.1,229.5,239.4,248.4,252.9,249.3,243.7
,Karnataka,257.4,265.1,265.3,266.5,267.4,265.0,253.1
,Kerala,82.9,83.7,82.6,82.6,83.1,82.8,77.2
,Tamil Nadu,332.9,345.4,339.6,340.6,337.5,339.4,314.2
,Pondy,7.8,8.0,8.0,8.1,8.1,7.9,7.3
ER,Bihar,84.4,84.2,84.5,81.8,79.3,79.6,80.6
,DVC,70.3,70.5,70.7,70.9,69.6,71.0,70.6
,Jharkhand,29.7,29.2,27.6,25.0,23.6,28.1,28.2
,Odisha,109.2,115.3,115.0,111.4,109.8,108.7,108.7
,West Bengal,109.5,124.1,125.4,121.2,115.7,119.5,111.0
,Sikkim,1.8,1.6,2.0,2.2,1.9,1.9,1.6
NER,Arunachal Pradesh,2.2,2.3,2.6,2.6,2.5,2.5,2.1
Assam,22.9,25.7,25.7,25.9,23.4,22.7,24.0,
Manipur,3.0,3.3,3.4,3.5,3.2,3.1,2.9,
Meghalaya,7.2,7.2,7.4,7.4,6.6,6.8,6.8,
Mizoram,1.8,1.7,1.8,1.8,1.8,1.8,1.7,
Nagaland,2.3,2.4,2.6,2.6,2.3,2.3,1.9,
Tripura,3.8,4.2,3.8,3.8,3.7,3.8,3.5,
