Region,States,16-11-2020,17-11-2020,18-11-2020,19-11-2020,20-11-2020,21-11-2020,22-11-2020
NR,Punjab,83.9,95.9,100.3,101.4,100.4,101.4,97.4
,Haryana,84.6,101.2,109.2,110.7,111.5,111.8,106.3
,Rajasthan,208.0,224.9,228.2,230.4,231.8,233.6,230.0
,Delhi,54.0,58.2,59.7,61.4,61.8,59.0,58.7
,UP,205.0,237.1,243.0,238.5,244.9,237.4,237.7
,Uttarakhand,26.1,31.8,34.0,35.0,35.6,35.1,33.4
,HP,21.9,27.3,29.5,30.2,30.5,29.8,27.8
,J&K,40.2,49.5,50.3,49.4,50.3,50.2,46.9
,Chandigarh,2.9,3.0,3.1,3.1,3.1,3.1,2.9
WR,Chhattisgarh,68.6,71.7,72.8,74.5,73.1,71.8,71.9
,Gujarat,244.5,273.5,292.1,306.1,314.0,312.9,312.2
,MP,257.0,274.9,274.8,270.0,271.4,271.9,270.8
,Maharashtra,397.7,436.1,457.6,467.0,451.5,452.5,442.3
,Goa,10.1,10.8,10.8,10.9,11.2,10.8,10.1
,DD,4.3,6.1,7.0,7.2,7.3,7.2,6.8
,DNH,14.6,16.7,17.9,18.0,18.1,18.1,17.9
,Essar steel,18.2,17.6,17.8,18.4,20.0,18.6,18.8
SR,Andhra Pradesh,153.5,158.1,162.8,167.5,171.3,170.0,167.8
,Telangana,140.6,143.2,145.9,148.3,149.6,149.0,144.2
,Karnataka,154.8,164.3,177.6,181.5,189.6,189.9,181.5
,Kerala,71.5,69.0,70.3,72.1,72.5,71.4,64.2
,Tamil Nadu,219.6,232.6,243.9,255.3,264.7,267.1,249.4
,Pondy,6.6,6.9,7.1,7.1,7.2,7.3,6.7
ER,Bihar,75.5,74.5,76.4,76.4,73.3,69.2,72.1
,DVC,63.0,63.7,64.8,64.6,62.2,62.8,63.7
,Jharkhand,26.1,25.3,25.2,24.9,23.8,24.1,24.3
,Odisha,71.4,73.5,74.8,74.2,74.6,74.4,73.3
,West Bengal,108.0,110.3,114.4,118.5,121.7,116.8,100.7
,Sikkim,1.1,1.3,1.3,1.5,1.6,1.6,1.3
NER,Arunachal Pradesh,1.9,1.8,2.0,1.9,2.1,2.0,2.0
Assam,23.2,23.2,22.9,24.0,24.6,24.5,22.7,
Manipur,2.7,2.6,2.6,2.7,1.8,2.5,2.8,
Meghalaya,5.4,5.5,5.7,5.9,6.2,6.1,6.0,
Mizoram,1.7,1.7,1.7,1.6,1.7,1.7,1.4,
Nagaland,2.0,2.0,2.2,2.1,2.1,2.0,2.1,
Tripura,3.7,3.8,3.6,3.6,3.6,3.5,3.3,
