Region,States,05-12-2016,06-12-2016,07-12-2016,08-12-2016,09-12-2016,10-12-2016,11-12-2016
NR,Punjab,114.4,113.4,113.9,100.2,109.6,114.8,112.0
,Haryana,111.1,120.4,114.0,115.1,115.3,116.7,110.0
,Rajasthan,195.4,202.3,204.9,202.9,204.7,202.4,201.5
,Delhi,55.2,56.7,56.6,56.6,58.5,54.4,53.7
,UP,248.3,256.5,251.7,251.0,261.6,253.3,253.9
,Uttarakhand,31.3,32.5,31.8,32.3,32.8,33.1,30.5
,HP,24.1,24.3,24.9,24.5,24.3,23.2,22.0
,J&K,36.7,35.7,35.0,35.7,35.9,35.6,31.7
,Chandigarh,3.3,3.3,3.4,3.3,3.4,3.2,3.0
WR,Chhattisgarh,64.5,64.8,64.9,66.0,68.6,68.0,64.6
,Gujarat,273.5,274.6,270.8,273.9,273.3,270.8,263.1
,MP,213.0,217.2,218.0,215.8,216.6,217.7,218.4
,Maharashtra,428.8,427.1,418.3,419.2,417.8,406.4,398.8
,Goa,8.9,9.2,8.7,8.7,8.7,8.2,7.3
,DD,6.1,6.3,6.3,6.3,6.2,6.2,5.7
,DNH,15.2,15.3,15.3,15.2,15.2,15.2,14.9
,Essar steel,8.5,9.0,9.1,8.7,8.8,8.3,7.3
SR,Andhra Pradesh,138.5,136.6,139.1,141.3,138.9,140.3,135.5
,Telangana,140.6,139.4,141.1,142.8,142.4,139.5,136.5
,Karnataka,189.2,192.1,191.8,195.7,204.9,195.3,183.7
,Kerala,64.0,67.0,64.0,64.1,64.9,64.6,57.3
,Tamil Nadu,247.6,212.9,255.9,276.4,284.0,279.9,261.0
,Pondy,5.6,4.8,5.5,5.9,6.2,6.1,5.5
ER,Bihar,54.5,55.5,55.2,57.0,57.0,57.4,55.0
,DVC,56.2,59.1,61.8,60.2,58.3,54.2,58.5
,Jharkhand,22.2,22.5,22.0,21.3,21.1,23.3,20.5
,Odisha,66.2,66.1,66.9,68.5,66.6,67.7,67.8
,West Bengal,97.8,100.0,99.9,99.9,102.7,100.7,97.2
,Sikkim,1.4,1.6,1.4,1.4,1.6,1.9,1.4
NER,Arunachal Pradesh,2.1,1.9,2.0,2.2,1.8,1.9,1.8
Assam,20.6,21.6,21.7,22.5,21.8,22.6,21.5,
Manipur,2.1,2.0,2.0,2.5,2.2,2.3,2.2,
Meghalaya,4.4,4.1,4.4,4.5,4.7,4.8,4.8,
Mizoram,1.4,1.4,1.4,1.4,1.5,1.5,1.5,
Nagaland,2.1,1.5,1.8,2.0,1.8,1.6,1.6,
Tripura,3.2,5.0,3.3,3.2,3.3,3.1,3.4,
