Region,States,24-07-2023,25-07-2023,26-07-2023,27-07-2023,28-07-2023,29-07-2023,30-07-2023
NR,Punjab,293.6,282.7,270.5,283.7,261.4,273.7,269.1
,Haryana,253.9,253.4,203.2,216.2,203.8,199.1,197.1
,Rajasthan,286.6,284.7,276.4,260.2,249.4,234.2,243.9
,Delhi,146.4,147.3,128.0,128.4,125.0,112.7,113.4
,UP,577.5,563.0,513.2,532.9,524.1,469.8,500.7
,Uttarakhand,47.9,49.1,46.7,47.3,47.0,46.0,42.9
,HP,33.6,36.1,34.1,34.9,36.3,35.6,32.9
,J&K,52.5,51.2,50.0,47.9,51.5,49.4,50.0
,Chandigarh,7.1,7.2,6.4,6.7,6.5,6.3,6.0
,Railways_NR ISTS,3.4,3.6,3.6,3.3,3.2,3.2,3.1
WR,Chhattisgarh,105.4,111.6,116.5,115.5,110.3,104.2,105.8
,Gujarat,352.6,360.2,359.8,367.6,360.9,344.2,327.1
,MP,256.2,261.5,263.3,264.3,253.9,242.2,244.0
,Maharashtra,478.5,487.0,481.9,466.1,458.8,457.5,451.0
,Goa,11.7,12.3,11.5,11.8,12.3,12.4,11.5
,DNHDDPDCL,29.4,30.1,30.1,30.3,29.4,30.1,28.9
,AMNSIL,20.2,19.3,20.5,19.3,20.4,19.0,19.0
,BALCO,12.4,12.4,12.4,12.4,12.4,12.5,12.4
SR,Andhra Pradesh,190.0,178.5,170.5,171.2,184.6,194.7,199.3
,Telangana,200.7,172.8,170.1,142.9,169.1,197.4,210.1
,Karnataka,177.9,172.3,170.4,166.3,175.3,173.6,166.3
,Kerala,70.7,72.1,71.6,71.3,73.8,75.6,70.7
,Tamil Nadu,337.9,336.0,339.2,349.5,366.8,376.3,355.7
,Pondy,9.4,9.6,9.5,9.9,10.6,10.7,9.8
ER,Bihar,154.1,156.6,160.0,160.4,161.3,134.1,144.7
,DVC,76.8,78.0,79.4,76.9,78.6,71.7,74.7
,Jharkhand,37.5,39.6,39.3,39.7,40.9,33.8,36.6
,Odisha,135.5,127.7,136.9,134.4,130.9,124.2,131.9
,West Bengal,223.6,215.5,218.9,219.8,225.9,224.3,218.1
,Sikkim,1.3,1.1,1.3,1.3,1.1,1.1,0.8
,Railways_ER ISTS*,0.1,0.1,0.1,0.1,0.1,0.1,0.2
NER,Arunachal Pradesh,2.7,2.8,2.8,2.6,2.4,2.7,2.9
Assam,41.1,44.7,45.4,45.4,43.8,43.2,43.0,
Manipur,2.6,2.7,2.7,2.6,2.9,2.8,2.8,
Meghalaya,5.4,5.3,5.4,5.4,5.5,5.6,5.4,
Mizoram,1.7,1.8,1.8,1.9,1.9,2.0,1.7,
Nagaland,2.9,2.9,2.9,2.9,3.0,3.1,2.6,
Tripura,6.4,5.6,6.4,6.2,6.1,6.0,6.2,
ALL INDIA TOTAL,4647.0,4598.3,4462.6,4459.3,4451.1,4335.0,4341.9,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
