Region,States,24-09-2018,25-09-2018,26-09-2018,27-09-2018,28-09-2018,29-09-2018,30-09-2018
NR,Punjab,104.5,112.2,127.4,136.8,141.1,139.4,140.1
,Haryana,96.3,110.5,119.1,126.0,132.6,135.9,129.5
,Rajasthan,181.5,192.1,200.6,202.8,207.5,207.1,209.4
,Delhi,86.0,81.0,83.6,88.4,93.3,93.2,89.1
,UP,302.6,314.8,333.0,345.2,350.8,365.4,350.4
,Uttarakhand,34.1,34.6,38.1,38.6,36.3,38.0,37.5
,HP,25.6,25.6,27.1,26.1,27.5,26.3,24.4
,J&K,37.9,40.9,39.9,38.6,39.9,32.2,38.5
,Chandigarh,3.5,3.8,4.1,4.3,4.4,4.2,3.5
WR,Chhattisgarh,91.6,91.5,95.6,99.3,100.6,102.7,100.1
,Gujarat,360.4,376.8,380.6,383.9,388.6,388.2,378.8
,MP,181.4,189.8,194.3,197.4,201.8,204.8,206.5
,Maharashtra,472.3,485.2,489.9,488.8,481.5,479.6,478.9
,Goa,12.2,12.9,12.3,12.3,12.3,12.1,13.1
,DD,7.1,7.4,6.5,7.0,6.6,6.8,6.8
,DNH,18.5,18.7,18.7,18.6,18.3,18.0,17.4
,Essar steel,11.9,11.2,10.1,10.9,11.1,4.1,4.4
SR,Andhra Pradesh,176.2,178.1,172.5,170.5,176.0,179.5,182.3
,Telangana,208.6,218.4,208.7,209.0,217.1,216.5,216.7
,Karnataka,193.6,192.0,172.4,167.6,171.8,164.3,162.2
,Kerala,69.1,70.6,72.0,70.8,69.4,69.5,64.6
,Tamil Nadu,299.8,312.6,317.8,314.2,306.4,300.6,283.4
,Pondy,7.5,6.8,7.6,7.5,7.6,7.5,7.2
ER,Bihar,94.3,97.6,99.8,101.8,101.4,102.5,98.5
,DVC,63.1,59.9,59.5,58.5,60.7,58.2,61.1
,Jharkhand,24.5,24.6,24.2,25.1,24.9,25.0,24.6
,Odisha,105.0,96.1,90.7,96.7,98.7,105.2,109.9
,West Bengal,167.1,170.8,172.1,179.0,176.3,191.3,177.0
,Sikkim,1.2,1.1,0.8,1.1,1.1,1.2,1.1
NER,Arunachal Pradesh,2.3,2.4,2.2,2.3,2.3,2.4,2.3
Assam,29.7,27.8,28.5,30.0,30.6,32.0,28.1,
Manipur,2.2,2.3,2.2,2.4,2.3,2.4,2.2,
Meghalaya,5.0,5.1,4.8,5.3,5.0,5.0,5.1,
Mizoram,1.6,1.7,1.7,1.6,1.6,1.6,1.4,
Nagaland,2.1,2.4,2.2,2.1,2.2,2.2,2.3,
Tripura,4.6,4.7,4.6,4.6,4.9,5.0,5.1,
