Region,States,20-06-2022,21-06-2022,22-06-2022,23-06-2022,24-06-2022,25-06-2022,26-06-2022
NR,Punjab,257.8,215.7,234.9,270.2,283.3,292.6,310.2
,Haryana,181.9,185.7,184.9,206.0,217.0,225.1,225.8
,Rajasthan,224.2,222.0,226.9,251.3,267.5,281.5,297.5
,Delhi,105.0,107.7,112.3,115.5,116.3,116.8,127.7
,UP,442.0,453.2,474.3,490.9,496.6,508.0,511.5
,Uttarakhand,43.4,45.3,47.1,48.8,50.0,51.2,48.7
,HP,32.2,32.6,31.1,35.0,35.6,36.4,33.2
,J&K,52.6,49.9,43.5,50.3,51.7,53.6,53.6
,Chandigarh,5.0,4.8,5.3,5.8,6.0,6.2,6.6
WR,Chhattisgarh,86.4,90.4,93.3,95.7,97.6,90.0,98.0
,Gujarat,410.5,414.8,409.4,404.8,406.1,412.2,395.3
,MP,192.4,200.6,211.1,212.8,215.6,218.0,221.0
,Maharashtra,517.7,516.5,516.9,509.2,501.5,488.0,474.0
,Goa,12.1,12.1,11.9,12.2,11.8,11.9,10.9
,DNHDDPDCL,27.7,27.9,28.5,28.5,28.5,28.2,26.9
,Essar steel,20.2,17.5,11.6,15.9,19.4,18.2,18.7
SR,Andhra Pradesh,190.3,188.1,186.7,189.7,193.9,189.4,189.1
,Telangana,168.0,160.3,163.5,174.6,177.2,170.5,159.8
,Karnataka,195.2,191.1,192.4,197.2,193.3,187.8,178.3
,Kerala,76.0,75.1,74.8,75.0,74.2,71.0,67.4
,Tamil Nadu,314.4,317.3,325.3,337.1,342.6,342.1,323.1
,Pondy,9.6,9.6,9.6,9.8,9.8,9.0,9.2
ER,Bihar,109.6,111.6,120.0,125.7,127.4,125.4,126.9
,DVC,73.7,73.2,75.3,77.0,77.6,77.9,76.5
,Jharkhand,28.6,30.0,30.7,31.1,31.8,32.4,33.4
,Odisha,126.7,133.7,131.7,132.4,125.3,121.6,124.1
,West Bengal,162.8,174.2,180.7,181.2,178.7,172.2,164.6
,Sikkim,1.5,1.5,1.5,1.6,1.5,1.3,1.1
NER,Arunachal Pradesh,2.3,2.4,2.4,2.5,2.6,2.5,2.5
Assam,28.3,32.0,34.6,35.4,36.8,36.2,35.0,
Manipur,2.6,2.5,2.5,2.4,2.6,2.5,2.4,
Meghalaya,5.2,5.6,5.3,5.2,5.6,5.7,5.7,
Mizoram,1.6,1.9,1.9,1.7,1.7,1.7,1.5,
Nagaland,2.4,2.6,2.7,2.8,2.7,2.7,2.6,
Tripura,3.6,4.2,6.8,6.1,5.1,5.0,5.1,
