Region,States,27-05-2019,28-05-2019,29-05-2019,30-05-2019,31-05-2019,01-06-2019,02-06-2019
NR,Punjab,155.9,166.3,175.9,183.6,188.8,186.4,186.9
,Haryana,165.3,173.6,179.3,185.9,189.1,188.4,182.0
,Rajasthan,248.1,257.9,256.2,250.0,255.7,261.6,260.2
,Delhi,111.8,114.9,121.6,128.1,131.6,132.2,132.7
,UP,428.2,435.6,444.4,469.0,445.2,438.9,439.0
,Uttarakhand,45.0,46.5,46.3,46.7,47.8,47.7,43.0
,HP,28.9,29.4,29.2,30.3,30.5,28.8,27.0
,J&K,46.7,47.8,47.2,47.0,47.4,42.3,46.8
,Chandigarh,5.2,5.4,5.6,6.0,6.2,6.4,6.0
WR,Chhattisgarh,94.3,89.0,85.0,88.6,86.2,37.2,88.5
,Gujarat,385.7,391.1,389.9,394.1,392.8,393.0,376.2
,MP,224.0,227.4,226.3,226.4,226.6,223.9,215.2
,Maharashtra,509.5,516.4,515.8,509.6,505.9,500.6,489.6
,Goa,12.4,11.8,12.3,12.3,12.3,12.3,12.3
,DD,7.1,7.3,7.5,7.5,7.4,7.2,7.1
,DNH,14.6,17.4,16.7,17.8,16.5,17.2,16.3
,Essar steel,6.3,6.0,6.9,6.4,5.7,5.6,6.1
SR,Andhra Pradesh,197.0,201.0,197.1,183.2,196.3,197.3,194.2
,Telangana,176.0,181.8,186.6,177.5,181.2,170.9,167.0
,Karnataka,194.9,214.1,206.3,213.1,212.7,198.9,184.8
,Kerala,85.6,88.1,79.6,85.1,84.1,81.7,77.6
,Tamil Nadu,345.5,356.2,345.2,349.5,343.0,336.8,313.7
,Pondy,9.2,9.4,8.9,9.3,9.2,8.6,8.2
ER,Bihar,105.3,108.7,107.7,92.4,80.5,99.7,88.8
,DVC,67.9,68.8,68.7,72.0,66.0,65.9,66.3
,Jharkhand,28.2,28.5,28.2,26.3,24.8,25.3,25.1
,Odisha,96.5,89.5,86.6,91.6,96.6,96.8,85.8
,West Bengal,185.5,186.1,198.1,189.0,175.9,176.0,153.4
,Sikkim,1.3,1.3,1.1,1.0,1.2,1.2,0.9
NER,Arunachal Pradesh,2.2,2.1,2.2,2.1,2.1,2.2,2.0
Assam,25.2,28.0,28.6,27.0,26.7,28.8,29.8,
Manipur,2.5,2.7,2.8,2.5,2.4,2.2,2.3,
Meghalaya,4.7,5.0,5.3,4.9,4.9,5.5,5.9,
Mizoram,1.5,1.7,1.8,1.7,1.7,1.8,1.7,
Nagaland,2.2,2.0,2.1,2.2,2.1,2.2,2.5,
Tripura,5.0,5.0,5.6,5.3,4.8,3.3,4.4,
