Region,States,09-05-2022,10-05-2022,11-05-2022,12-05-2022,13-05-2022,14-05-2022,15-05-2022
NR,Punjab,201.5,225.2,223.6,232.0,231.6,229.5,223.5
,Haryana,185.7,191.8,200.4,207.7,205.2,203.9,192.2
,Rajasthan,290.3,288.7,307.3,302.8,300.4,307.1,298.4
,Delhi,122.4,125.9,129.8,136.2,135.8,130.7,125.6
,UP,472.8,482.8,486.9,500.2,498.9,514.2,510.5
,Uttarakhand,45.6,44.1,47.1,46.1,45.9,49.0,47.7
,HP,33.3,32.4,33.4,32.7,32.8,33.1,30.6
,J&K,47.0,49.7,53.7,53.1,53.2,52.6,52.1
,Chandigarh,6.0,6.2,6.4,6.8,6.8,6.4,6.2
WR,Chhattisgarh,112.1,110.9,109.9,111.4,108.5,105.8,102.8
,Gujarat,438.8,442.5,443.0,444.4,436.4,433.5,415.3
,MP,269.1,273.8,274.5,278.5,278.5,279.6,274.9
,Maharashtra,608.9,606.3,609.9,601.7,585.8,588.3,577.8
,Goa,15.2,15.4,15.2,14.7,14.8,13.8,13.2
,DD,7.1,5.7,7.3,7.6,7.6,7.6,7.0
,DNH,20.2,20.5,20.3,19.0,19.7,19.5,19.6
,Essar steel,18.4,18.7,18.8,18.8,18.9,19.1,19.9
SR,Andhra Pradesh,187.0,166.5,151.7,161.4,172.9,180.6,187.5
,Telangana,193.9,190.7,184.1,183.2,187.8,189.0,174.7
,Karnataka,212.2,210.3,197.6,188.5,189.6,199.5,186.0
,Kerala,84.5,80.9,75.1,73.7,73.5,72.0,63.5
,Tamil Nadu,339.8,310.7,324.9,323.6,314.3,328.5,281.4
,Pondy,9.3,8.8,8.7,8.7,8.3,8.9,7.9
ER,Bihar,113.3,117.6,121.6,117.4,121.9,114.5,121.5
,DVC,78.2,76.8,77.6,77.0,77.7,76.2,74.6
,Jharkhand,32.3,33.0,33.7,34.0,33.1,32.0,32.2
,Odisha,127.4,125.4,118.3,121.6,127.4,129.0,129.1
,West Bengal,161.3,161.7,162.6,169.8,165.7,161.5,160.9
,Sikkim,1.6,1.6,1.7,1.7,1.8,1.4,1.3
NER,Arunachal Pradesh,2.3,2.2,2.2,2.3,2.3,2.3,2.5
Assam,35.2,33.4,32.5,32.1,28.6,28.4,25.4,
Manipur,2.5,2.5,2.5,2.4,2.5,2.5,2.5,
Meghalaya,5.0,5.1,6.0,5.9,5.4,5.7,4.6,
Mizoram,1.8,1.9,1.8,1.8,1.9,1.8,1.7,
Nagaland,2.3,2.3,2.3,2.4,2.5,2.3,2.3,
Tripura,5.0,4.5,4.1,3.9,3.7,4.4,5.1,
