Region,States,21-03-2022,22-03-2022,23-03-2022,24-03-2022,25-03-2022,26-03-2022,27-03-2022
NR,Punjab,151.7,147.6,153.9,149.6,158.3,126.0,151.5
,Haryana,137.3,140.3,142.0,136.5,132.4,139.7,130.7
,Rajasthan,262.5,265.6,254.3,245.1,231.5,250.8,249.6
,Delhi,83.8,83.8,83.6,83.9,85.0,84.9,77.4
,UP,386.3,383.6,377.1,393.1,389.8,359.8,366.8
,Uttarakhand,35.9,36.6,35.6,38.4,38.5,37.2,38.2
,HP,29.5,30.2,32.0,32.3,32.4,30.6,28.0
,J&K,55.1,51.6,51.2,50.3,53.5,52.0,46.1
,Chandigarh,3.9,3.9,3.9,4.0,3.9,3.8,3.5
WR,Chhattisgarh,112.4,114.5,115.0,116.8,116.6,114.9,117.2
,Gujarat,401.5,400.5,402.9,399.1,409.6,416.0,392.1
,MP,260.7,258.4,261.1,258.8,259.1,255.1,253.0
,Maharashtra,600.5,605.0,601.0,606.2,601.7,601.6,583.0
,Goa,14.7,13.1,13.7,13.2,14.1,13.4,11.4
,DD,7.9,7.8,8.0,7.6,7.9,7.9,7.5
,DNH,20.2,20.4,20.4,20.3,18.6,18.1,18.0
,Essar steel,16.3,16.2,17.0,15.7,16.1,17.0,17.0
SR,Andhra Pradesh,224.8,217.6,220.7,226.9,223.1,227.8,230.7
,Telangana,261.7,265.5,265.7,262.0,254.9,248.4,243.4
,Karnataka,262.0,255.3,261.6,254.4,255.7,257.3,245.2
,Kerala,84.5,87.7,88.1,85.0,84.7,86.3,80.1
,Tamil Nadu,343.9,355.3,357.6,357.5,358.6,362.8,341.2
,Pondy,9.0,8.8,9.3,9.1,9.1,9.2,8.4
ER,Bihar,115.2,117.2,113.2,113.2,114.5,106.5,110.7
,DVC,75.6,75.1,75.4,76.5,76.3,77.5,75.6
,Jharkhand,32.4,31.9,32.1,30.3,28.6,29.6,31.7
,Odisha,111.8,114.2,113.6,114.5,115.4,113.1,112.9
,West Bengal,165.2,175.5,178.4,178.4,176.4,177.4,174.0
,Sikkim,1.6,1.7,1.7,1.7,1.7,1.6,1.3
NER,Arunachal Pradesh,2.5,2.5,2.4,2.3,2.4,2.2,2.2
Assam,32.0,32.5,33.2,29.4,25.9,24.9,26.6,
Manipur,2.7,2.6,2.6,2.3,2.2,2.3,2.1,
Meghalaya,6.5,6.6,6.6,6.2,5.9,5.5,6.1,
Mizoram,1.7,1.7,1.7,1.8,1.5,1.8,1.5,
Nagaland,2.4,2.5,2.4,2.3,2.6,2.3,2.2,
Tripura,4.5,4.7,5.0,4.5,3.2,4.6,4.4,
