Region,States,20-01-2020,21-01-2020,22-01-2020,23-01-2020,24-01-2020,25-01-2020,26-01-2020
NR,Punjab,105.1,106.5,111.2,111.0,112.9,114.3,99.3
,Haryana,126.4,129.6,130.3,129.6,131.6,130.9,116.7
,Rajasthan,234.2,240.4,238.7,238.6,237.6,245.5,231.0
,Delhi,77.7,75.9,76.6,75.0,76.0,71.4,60.3
,UP,281.2,283.7,283.2,270.6,283.9,284.6,282.3
,Uttarakhand,40.0,41.0,39.6,39.3,39.9,39.9,33.5
,HP,32.2,32.8,31.3,31.6,32.1,30.1,26.6
,J&K,51.0,51.3,49.8,50.6,50.3,50.9,49.9
,Chandigarh,4.5,4.3,4.2,4.2,4.2,4.1,4.1
WR,Chhattisgarh,78.7,79.8,77.1,80.8,82.2,83.7,80.0
,Gujarat,324.8,327.1,329.1,337.6,341.5,339.1,312.7
,MP,235.9,243.1,242.1,242.8,250.7,255.7,254.5
,Maharashtra,445.9,457.6,460.2,464.3,466.0,464.7,424.1
,Goa,9.9,10.1,10.3,10.4,10.1,10.0,8.7
,DD,7.0,7.3,7.5,7.4,7.5,7.4,4.8
,DNH,18.3,18.6,18.8,18.5,19.0,18.7,14.9
,Essar steel,7.8,7.3,5.2,5.7,6.9,5.2,5.4
SR,Andhra Pradesh,177.3,180.6,182.4,184.3,182.8,183.0,178.7
,Telangana,211.8,216.6,216.3,218.9,217.2,213.6,208.0
,Karnataka,233.6,233.8,234.8,233.2,233.6,228.6,214.7
,Kerala,73.3,75.7,74.9,76.0,76.3,74.0,65.3
,Tamil Nadu,283.0,294.0,297.4,302.3,300.3,299.5,270.3
,Pondy,6.9,6.9,7.0,7.1,7.5,7.3,6.3
ER,Bihar,78.2,79.0,81.6,79.4,79.7,78.7,82.8
,DVC,64.6,64.7,63.9,65.2,64.4,64.7,64.3
,Jharkhand,25.3,26.2,25.9,25.6,26.0,26.4,26.6
,Odisha,69.0,68.4,70.3,71.0,69.5,70.4,70.1
,West Bengal,112.2,122.3,118.8,118.3,121.4,119.1,107.5
,Sikkim,1.8,1.9,1.9,2.1,2.7,2.8,2.1
NER,Arunachal Pradesh,2.4,2.1,2.1,2.3,2.3,2.1,2.3
Assam,21.5,22.9,24.1,22.8,23.1,23.2,22.2,
Manipur,2.8,2.4,2.3,2.7,2.7,2.7,2.8,
Meghalaya,6.5,6.5,6.6,6.5,6.6,6.7,6.5,
Mizoram,1.9,1.6,1.6,1.9,1.9,2.0,1.9,
Nagaland,2.3,2.1,2.1,2.5,2.5,2.3,2.3,
Tripura,3.5,3.5,4.5,3.4,3.5,3.4,3.3,
