Region,States,04-03-2019,05-03-2019,06-03-2019,07-03-2019,08-03-2019,09-03-2019,10-03-2019
NR,Punjab,99.2,102.9,107.7,112.8,114.1,111.7,112.3
,Haryana,107.6,116.5,121.2,125.1,125.6,124.3,116.8
,Rajasthan,225.1,225.9,226.0,233.0,228.5,227.1,217.2
,Delhi,62.0,63.2,63.8,63.3,64.0,59.8,58.1
,UP,247.7,252.8,258.1,262.7,269.8,267.3,273.1
,Uttarakhand,33.6,34.6,35.8,36.4,36.8,35.7,33.4
,HP,27.7,28.2,29.3,28.2,28.7,28.0,25.1
,J&K,48.5,48.4,46.9,46.0,47.9,46.4,45.3
,Chandigarh,3.1,3.0,3.3,3.1,3.3,3.1,2.8
WR,Chhattisgarh,89.5,93.2,93.0,94.4,95.0,92.2,94.0
,Gujarat,317.1,327.0,330.1,336.8,337.4,332.8,325.8
,MP,210.6,216.8,218.2,219.5,219.1,216.5,217.7
,Maharashtra,435.0,443.0,441.4,443.0,439.5,442.2,429.6
,Goa,11.1,11.1,11.1,11.1,12.1,9.9,9.5
,DD,5.8,6.7,7.5,7.5,7.5,7.6,7.2
,DNH,17.9,18.1,18.4,18.4,18.4,18.2,17.9
,Essar steel,3.9,6.4,6.5,8.9,8.1,6.6,6.6
SR,Andhra Pradesh,190.0,192.6,193.0,201.0,199.4,197.4,195.0
,Telangana,220.9,225.7,218.5,218.7,223.4,215.9,220.5
,Karnataka,237.1,239.4,242.5,240.4,243.4,244.0,231.5
,Kerala,76.4,78.9,79.2,79.5,80.4,78.3,72.3
,Tamil Nadu,334.5,343.9,344.3,347.7,349.0,344.7,319.5
,Pondy,8.0,8.5,8.0,8.4,7.8,7.2,7.4
ER,Bihar,67.6,71.9,71.4,73.1,71.7,70.8,73.3
,DVC,63.5,64.7,65.3,65.6,65.3,66.1,66.0
,Jharkhand,22.8,23.7,23.5,23.9,23.5,23.6,23.6
,Odisha,88.8,81.4,79.0,78.6,80.9,85.1,83.3
,West Bengal,119.2,120.3,121.8,123.3,126.7,129.0,121.8
,Sikkim,1.6,1.5,1.6,1.4,1.4,1.4,1.2
NER,Arunachal Pradesh,2.2,2.3,2.2,2.4,2.4,2.3,2.4
Assam,23.6,21.5,21.1,22.4,22.8,22.5,22.5,
Manipur,2.5,2.6,2.6,2.5,2.5,2.4,2.4,
Meghalaya,6.5,6.4,6.4,6.6,6.7,6.6,6.3,
Mizoram,1.6,1.8,1.7,1.8,1.7,1.6,1.4,
Nagaland,2.1,2.2,2.0,1.9,1.9,1.9,1.8,
Tripura,3.4,3.2,3.2,3.4,3.3,3.2,3.2,
