Region,States,17-09-2018,18-09-2018,19-09-2018,20-09-2018,21-09-2018,22-09-2018,23-09-2018
NR,Punjab,219.8,224.9,226.3,215.4,238.2,167.4,106.9
,Haryana,182.1,184.9,188.9,189.3,181.5,121.7,100.4
,Rajasthan,218.8,226.2,229.0,233.7,230.1,204.2,176.9
,Delhi,106.1,107.5,108.6,108.9,104.2,91.8,83.9
,UP,374.5,383.6,392.2,382.6,333.9,289.7,292.1
,Uttarakhand,37.9,39.1,39.0,42.6,40.7,36.4,32.9
,HP,26.9,29.1,30.4,28.5,30.0,27.4,24.3
,J&K,39.6,39.5,38.5,40.9,42.8,39.4,33.1
,Chandigarh,4.9,5.0,4.9,5.5,5.2,4.1,3.4
WR,Chhattisgarh,92.0,94.4,98.9,96.4,75.3,77.4,86.5
,Gujarat,381.6,388.0,395.7,399.3,403.2,393.3,332.1
,MP,202.5,209.3,210.6,212.3,199.5,164.4,170.9
,Maharashtra,488.0,491.0,484.5,482.1,474.0,447.0,436.1
,Goa,11.0,12.1,12.7,12.7,12.6,12.5,12.3
,DD,7.2,7.4,7.3,7.3,7.5,7.6,7.3
,DNH,17.6,18.3,18.5,18.6,18.3,18.6,18.2
,Essar steel,10.9,10.5,10.5,9.8,10.7,11.1,12.7
SR,Andhra Pradesh,162.6,162.0,165.1,163.5,153.3,158.6,169.4
,Telangana,209.6,189.1,195.1,201.0,182.5,180.0,194.1
,Karnataka,193.0,195.6,200.3,201.9,199.2,199.1,196.2
,Kerala,69.6,70.5,70.3,69.2,68.8,69.6,66.3
,Tamil Nadu,284.9,295.6,292.6,295.2,310.6,312.1,290.8
,Pondy,6.9,7.1,7.0,7.3,7.5,7.5,7.1
ER,Bihar,97.8,97.9,97.9,84.5,65.8,81.3,94.0
,DVC,49.8,49.1,50.5,61.3,60.7,62.8,64.4
,Jharkhand,23.7,24.2,24.7,23.8,19.1,21.2,24.6
,Odisha,92.9,96.5,96.5,89.5,90.0,100.9,106.4
,West Bengal,159.1,169.5,177.3,152.5,133.6,145.9,147.9
,Sikkim,1.0,1.1,1.1,0.6,1.2,1.2,1.0
NER,Arunachal Pradesh,2.6,2.4,2.4,2.4,2.4,2.2,2.2
,Assam,31.5,34.1,33.0,33.7,32.8,31.9,31.5,
,Manipur,2.2,2.4,2.2,2.4,2.3,2.2,2.4,
,Meghalaya,4.5,5.2,4.8,5.0,4.9,5.0,5.3,
,Mizoram,1.7,1.7,1.8,1.5,1.4,1.7,1.6,
,Nagaland,2.4,2.5,2.4,2.2,2.3,2.1,2.1,
,Tripura,5.2,5.5,4.9,4.4,4.5,4.4,5.0,
