Region,States,19-03-2018,20-03-2018,21-03-2018,22-03-2018,23-03-2018,24-03-2018,25-03-2018
NR,Punjab,126.1,122.5,102.6,103.5,116.5,116.9,114.4
,Haryana,128.2,130.4,117.7,119.0,124.0,124.8,118.5
,Rajasthan,187.4,182.9,181.5,185.6,184.9,183.5,175.6
,Delhi,67.6,69.7,70.3,69.8,76.1,66.7,62.9
,UP,300.1,306.0,299.2,297.4,303.2,300.0,292.3
,Uttarakhand,34.6,35.2,33.8,36.3,36.0,35.8,33.1
,HP,24.9,26.5,26.1,26.1,25.5,26.5,24.3
,J&K,43.9,44.0,41.9,42.6,42.8,43.4,43.8
,Chandigarh,3.1,3.2,3.3,3.1,3.2,3.1,2.8
WR,Chhattisgarh,85.0,85.9,84.3,86.3,86.4,87.6,84.9
,Gujarat,322.0,326.2,322.4,326.1,328.2,327.3,315.7
,MP,177.4,177.6,176.2,177.3,177.3,177.3,173.4
,Maharashtra,455.1,463.4,462.1,460.1,455.9,458.3,451.0
,Goa,10.3,11.0,11.0,11.0,11.0,9.6,9.2
,DD,7.3,7.5,7.6,7.5,7.5,7.5,6.9
,DNH,16.9,17.9,17.8,18.0,17.2,17.8,17.4
,Essar steel,13.5,13.5,13.6,13.3,12.7,12.9,11.2
SR,Andhra Pradesh,164.5,172.5,178.1,181.3,184.2,184.9,182.6
,Telangana,210.4,218.7,222.2,223.3,228.1,226.2,219.6
,Karnataka,193.1,200.5,214.4,219.8,229.7,228.0,218.8
,Kerala,70.8,74.9,76.7,76.5,75.9,75.7,71.4
,Tamil Nadu,314.0,314.6,325.0,330.7,333.1,334.9,308.7
,Pondy,7.2,7.5,7.4,7.6,7.6,7.7,7.1
ER,Bihar,74.5,76.2,79.6,81.5,82.1,82.3,81.2
,DVC,67.8,65.3,67.1,67.4,68.6,69.6,65.5
,Jharkhand,24.2,22.9,24.8,24.3,25.3,24.8,20.6
,Odisha,80.4,83.9,90.5,86.8,82.5,84.9,84.5
,West Bengal,143.4,146.3,150.3,155.9,158.4,161.6,154.0
,Sikkim,1.2,1.4,1.5,1.4,1.2,1.3,1.1
NER,Arunachal Pradesh,2.2,2.2,2.1,2.0,2.2,2.2,2.3
Assam,20.9,23.7,22.6,23.0,21.1,22.2,21.7,
Manipur,2.2,2.4,2.3,2.3,2.2,2.3,2.2,
Meghalaya,5.0,5.8,5.5,5.4,5.0,5.1,5.1,
Mizoram,1.4,1.5,1.5,1.5,1.5,1.5,1.4,
Nagaland,2.6,2.1,2.1,2.1,2.0,2.0,2.0,
Tripura,4.1,4.0,3.9,3.8,4.0,4.0,4.0,
