Region,States,13-11-2023,14-11-2023,15-11-2023,16-11-2023,17-11-2023,18-11-2023,19-11-2023
NR,Punjab,85.5,115.8,126.8,129.4,132.2,131.1,121.9
,Haryana,87.6,103.3,116.5,125.2,131.2,131.3,119.7
,Rajasthan,256.5,272.2,282.3,291.3,296.4,296.8,291.7
,Delhi,55.9,60.3,63.7,66.4,68.7,66.1,62.8
,UP,282.6,294.2,293.4,300.6,311.0,314.6,310.6
,Uttarakhand,27.0,30.5,32.4,34.9,36.2,37.3,35.2
,HP,20.5,26.2,30.6,32.2,33.7,33.6,31.5
,J&K,52.7,51.4,53.1,51.6,51.5,52.0,52.9
,Chandigarh,2.9,3.3,3.4,3.4,3.4,3.3,3.1
,Railways_NR ISTS,3.8,3.8,3.8,4.0,3.8,4.0,3.8
WR,Chhattisgarh,79.7,83.5,84.7,84.3,83.5,86.5,85.7
,Gujarat,282.3,267.3,297.3,325.5,343.1,360.7,357.0
,MP,300.5,310.9,316.5,321.7,313.5,322.1,330.6
,Maharashtra,498.9,507.8,509.9,533.8,546.3,554.8,545.7
,Goa,12.8,13.7,13.4,12.7,13.9,14.1,13.4
,DNHDDPDCL,15.8,19.1,22.9,26.3,27.5,27.9,26.5
,AMNSIL,18.3,18.5,19.6,19.9,18.6,18.8,19.2
,BALCO,12.4,12.4,12.4,12.4,12.5,12.5,12.5
SR,Andhra Pradesh,199.9,208.8,209.0,215.8,221.0,223.1,220.2
,Telangana,201.7,208.8,209.8,209.1,214.7,211.7,206.9
,Karnataka,199.1,209.6,229.5,242.0,252.3,258.7,235.5
,Kerala,78.8,80.2,81.7,83.2,84.5,84.6,77.0
,Tamil Nadu,224.9,250.0,272.9,292.3,310.8,314.9,287.6
,Pondy,6.9,7.4,7.8,7.9,8.7,8.5,8.1
ER,Bihar,87.3,87.9,86.9,86.3,89.9,88.8,82.0
,DVC,68.9,69.4,69.9,70.1,69.6,70.0,69.3
,Jharkhand,29.7,29.7,30.5,30.0,31.1,30.4,29.8
,Odisha,98.1,96.5,95.3,95.4,98.4,100.0,98.5
,West Bengal,128.9,133.5,130.3,134.0,138.1,141.3,128.9
,Sikkim,1.0,1.0,1.1,1.2,1.3,1.3,1.2
,Railways_ER ISTS*,0.1,0.2,0.1,0.1,0.1,0.1,0.1
NER,Arunachal Pradesh,2.7,2.7,2.5,2.5,2.8,2.6,2.6
Assam,25.6,26.7,28.4,28.4,25.4,26.2,26.5,
Manipur,2.7,2.6,2.7,2.7,2.5,2.5,2.6,
Meghalaya,6.0,6.3,6.3,6.2,5.8,6.0,6.1,
Mizoram,1.9,1.9,2.0,1.9,1.3,1.6,1.6,
Nagaland,2.3,2.4,2.3,2.3,2.1,1.9,2.2,
Tripura,4.4,4.5,4.8,4.5,2.0,2.4,3.1,
ALL INDIA TOTAL,3466.6,3623.9,3756.1,3891.5,3989.2,4044.0,3913.7,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
