Region,States,12-09-2022,13-09-2022,14-09-2022,15-09-2022,16-09-2022,17-09-2022,18-09-2022
NR,Punjab,295.7,293.8,296.7,282.8,269.5,265.4,264.1
,Haryana,240.8,230.9,228.7,209.3,191.7,194.2,190.1
,Rajasthan,302.7,305.9,291.8,284.5,285.3,282.9,288.7
,Delhi,132.5,127.5,121.6,112.5,98.5,98.0,99.3
,UP,508.1,452.5,410.8,354.3,326.7,355.9,378.5
,Uttarakhand,48.0,46.0,46.2,42.5,41.3,37.1,36.1
,HP,32.9,35.1,35.3,34.4,35.2,34.4,32.7
,J&K,48.1,48.5,52.0,53.9,49.2,48.4,49.6
,Chandigarh,6.7,6.6,6.3,5.8,5.5,5.5,5.1
WR,Chhattisgarh,98.3,98.6,104.2,108.8,113.2,104.9,106.7
,Gujarat,339.8,335.3,326.8,325.0,327.1,329.6,327.5
,MP,233.4,213.6,195.9,193.5,199.5,200.2,206.6
,Maharashtra,453.1,452.2,447.5,442.5,436.7,431.5,421.9
,Goa,11.3,12.0,11.7,12.6,12.4,12.3,11.3
,DNHDDPDCL,28.0,28.5,28.4,28.2,27.9,26.5,26.3
,Essar steel,13.5,13.4,14.1,14.1,13.6,13.3,13.7
SR,Andhra Pradesh,180.5,190.0,195.8,198.8,204.1,210.3,208.5
,Telangana,157.1,168.4,189.1,202.2,216.7,219.2,214.8
,Karnataka,150.0,161.0,163.5,168.7,174.2,180.1,172.0
,Kerala,72.8,73.7,75.0,76.1,76.5,76.2,71.1
,Tamil Nadu,311.4,329.2,342.2,341.4,346.6,334.7,314.8
,Pondy,8.9,8.9,9.4,9.4,9.4,9.0,8.6
ER,Bihar,112.6,109.0,105.8,105.7,111.7,110.9,114.7
,DVC,73.5,72.8,72.4,73.2,74.0,69.5,71.4
,Jharkhand,29.2,29.1,30.2,30.5,32.3,33.6,31.5
,Odisha,126.0,131.9,137.3,138.5,139.7,141.6,137.5
,West Bengal,155.5,155.5,166.9,165.6,163.7,155.3,160.6
,Sikkim,1.6,1.7,1.6,1.7,1.7,1.5,1.0
NER,Arunachal Pradesh,2.4,2.4,2.5,2.4,2.4,2.4,2.4
Assam,37.3,37.4,40.1,40.6,40.6,39.4,41.7,
Manipur,2.6,2.6,2.6,2.7,2.7,2.7,2.6,
Meghalaya,5.5,5.6,5.8,6.1,6.2,5.8,6.0,
Mizoram,1.4,1.5,1.5,1.5,1.6,1.6,1.6,
Nagaland,2.4,2.4,2.6,2.6,2.6,2.9,2.9,
Tripura,5.0,4.6,4.4,4.9,6.3,5.3,5.0,
