Region,States,09-10-2023,10-10-2023,11-10-2023,12-10-2023,13-10-2023,14-10-2023,15-10-2023
NR,Punjab,214.8,198.0,208.6,207.2,197.5,189.7,148.2
,Haryana,204.2,205.2,201.8,198.9,199.2,198.4,173.7
,Rajasthan,307.5,309.1,304.0,307.6,311.3,303.4,303.3
,Delhi,114.6,115.2,108.7,101.7,104.4,102.8,96.1
,UP,447.7,474.0,467.1,450.2,451.9,436.9,430.2
,Uttarakhand,43.8,44.1,44.0,42.9,42.9,42.4,37.7
,HP,34.8,32.1,32.9,34.2,34.1,33.7,29.9
,J&K,46.3,39.2,47.4,48.4,48.1,45.4,43.7
,Chandigarh,5.2,5.0,4.7,4.6,4.5,4.3,3.8
,Railways_NR ISTS,3.3,3.3,3.4,3.4,3.3,3.4,3.6
WR,Chhattisgarh,116.9,118.8,120.0,119.8,121.2,120.8,119.1
,Gujarat,413.1,409.0,414.2,427.2,425.8,426.5,407.7
,MP,284.2,290.4,293.0,291.5,294.3,297.5,294.7
,Maharashtra,582.8,603.5,610.3,607.2,612.3,610.8,597.0
,Goa,14.5,13.0,12.7,14.9,14.8,14.7,13.5
,DNHDDPDCL,29.7,30.0,30.1,30.1,30.0,29.8,28.7
,AMNSIL,18.0,17.9,16.6,15.8,15.0,15.6,15.6
,BALCO,12.4,12.4,12.4,12.4,12.4,12.4,12.4
SR,Andhra Pradesh,242.3,228.8,235.1,237.9,238.7,236.4,239.6
,Telangana,278.4,281.1,272.8,284.6,293.8,289.7,283.4
,Karnataka,256.5,255.7,254.4,247.3,252.8,259.8,246.6
,Kerala,84.1,85.1,83.6,81.4,79.9,79.0,72.1
,Tamil Nadu,354.9,360.6,358.4,353.3,357.8,349.9,300.2
,Pondy,10.2,10.2,10.6,10.8,10.5,10.2,9.9
ER,Bihar,126.1,125.5,132.3,132.9,132.7,129.3,126.6
,DVC,73.0,73.1,74.1,71.3,69.6,72.2,71.3
,Jharkhand,34.1,34.3,34.7,35.0,33.6,32.9,33.2
,Odisha,123.8,124.1,119.7,114.8,115.6,113.3,111.7
,West Bengal,201.8,205.4,208.2,208.8,204.7,199.9,184.2
,Sikkim,0.9,1.0,1.1,1.1,1.0,1.0,0.9
,Railways_ER ISTS*,0.1,0.1,0.2,0.1,0.3,0.0,0.2
NER,Arunachal Pradesh,2.5,2.6,2.8,2.7,2.7,2.8,2.6
Assam,34.6,38.5,40.2,40.2,38.4,38.0,35.4,
Manipur,2.6,2.8,2.9,2.9,2.8,2.8,2.6,
Meghalaya,5.4,5.2,5.4,5.2,5.4,5.5,5.5,
Mizoram,1.9,1.9,1.9,1.9,1.9,1.9,1.9,
Nagaland,2.7,2.8,2.7,2.7,2.6,2.8,2.7,
Tripura,5.3,4.9,5.8,5.8,5.6,5.6,5.1,
ALL INDIA TOTAL,4735.2,4763.9,4778.7,4758.4,4773.4,4721.4,4494.4,
*Railways_ER ISTS added as an entity w.e.f 30.04.2023,,,,,,,,
