Region,States,01-04-2024,02-04-2024,03-04-2024,04-04-2024,05-04-2024,06-04-2024,07-04-2024
NR,Punjab,138.0,142.7,149.4,151.2,157.1,156.0,148.8
,Haryana,134.3,139.5,146.0,150.5,152.9,150.3,132.2
,Rajasthan,263.5,270.0,272.4,271.4,269.2,266.0,262.4
,Delhi,83.2,82.5,85.4,89.0,90.1,86.7,82.1
,UP,376.8,381.9,396.7,409.1,416.0,413.6,396.0
,Uttarakhand,39.4,39.8,41.4,42.1,43.7,41.6,39.1
,HP,29.3,30.3,31.0,32.0,33.0,32.7,30.5
,J&K,54.6,54.0,53.7,52.9,55.5,55.5,54.5
,Chandigarh,3.8,3.8,4.0,4.1,4.1,3.9,3.6
,Railways_NR ISTS,3.7,3.7,3.9,3.8,4.1,3.8,4.0
WR,Chhattisgarh,139.9,140.7,140.0,143.4,143.6,144.4,134.8
,Gujarat,436.6,446.7,444.8,459.9,457.9,456.2,441.0
,MP,260.9,266.9,273.1,273.2,275.6,275.6,264.4
,Maharashtra,613.8,626.1,637.1,634.0,633.4,633.6,612.7
,Goa,15.4,16.4,15.9,15.6,16.3,15.6,15.3
,DNHDDPDCL,25.6,27.3,28.5,29.2,29.3,28.9,28.0
,AMNSIL,18.5,18.5,20.0,20.3,19.0,20.5,20.2
,BALCO,12.5,12.5,12.5,12.5,12.5,12.5,12.5
SR,Andhra Pradesh,239.6,243.2,244.3,244.9,247.9,247.7,244.7
,Telangana,281.2,282.5,281.7,279.9,281.2,276.0,267.5
,Karnataka,325.2,332.3,334.3,334.1,336.9,329.7,316.3
,Kerala,104.5,106.8,107.9,107.0,106.6,108.2,103.4
,Tamil Nadu,408.4,421.5,427.3,432.3,432.8,429.0,400.8
,Pondy,10.2,10.4,10.3,10.8,10.5,11.0,10.3
ER,Bihar,107.7,110.6,112.7,118.0,122.9,123.4,123.9
,DVC,71.7,72.7,74.0,74.3,74.7,74.5,73.0
,Jharkhand,37.1,37.7,38.3,37.7,41.1,41.6,39.1
,Odisha,125.4,131.3,131.7,139.5,141.0,141.4,128.9
,West Bengal,216.7,219.9,229.3,237.4,242.5,246.6,207.3
,Sikkim,1.6,1.7,1.8,1.8,1.8,1.8,1.6
,Railways_ER ISTS,0.1,0.1,0.1,0.1,0.1,0.1,0.2
NER,Arunachal Pradesh,2.8,2.9,2.3,3.0,2.7,2.7,2.8
Assam,25.0,29.6,31.5,31.8,32.5,33.5,31.6,
Manipur,3.0,2.9,2.9,2.9,2.8,2.9,2.3,
Meghalaya,4.5,5.1,5.4,6.5,5.3,5.2,5.5,
Mizoram,2.4,1.8,2.0,2.2,2.0,1.9,1.5,
Nagaland,1.5,2.0,2.3,2.2,2.2,2.1,2.1,
Tripura,3.9,4.5,4.6,3.5,8.9,6.0,5.1,
