Region,States,05-04-2021,06-04-2021,07-04-2021,08-04-2021,09-04-2021,10-04-2021,11-04-2021
NR,Punjab,118.4,110.8,107.8,120.7,122.4,129.0,121.1
,Haryana,119.7,126.1,119.6,129.5,130.0,129.4,117.6
,Rajasthan,208.6,211.3,214.8,214.9,214.5,214.2,208.6
,Delhi,76.8,80.7,81.7,79.9,79.5,76.9,75.5
,UP,321.9,331.0,336.1,339.8,331.8,332.7,327.5
,Uttarakhand,36.6,38.8,36.4,38.5,38.7,39.1,35.7
,HP,28.5,29.6,25.0,29.2,29.1,29.1,24.5
,J&K,48.9,50.0,48.1,50.5,51.9,51.3,49.4
,Chandigarh,3.4,3.5,3.2,3.4,3.4,3.3,3.2
WR,Chhattisgarh,114.2,115.6,115.7,114.1,108.5,106.2,106.6
,Gujarat,400.8,402.3,403.1,407.9,409.5,405.2,391.8
,MP,231.3,238.0,240.2,241.4,238.1,233.1,225.5
,Maharashtra,556.1,557.2,559.6,566.4,556.0,538.3,516.6
,Goa,12.1,12.5,11.8,12.4,12.5,12.3,10.3
,DD,7.4,7.7,7.8,7.7,7.7,7.6,6.8
,DNH,19.5,19.5,19.5,19.7,19.4,18.6,18.7
,Essar steel,18.3,19.5,19.5,17.9,18.2,18.2,18.9
SR,Andhra Pradesh,222.6,219.4,221.5,217.5,217.8,213.1,213.9
,Telangana,272.3,269.1,268.9,263.4,258.4,252.3,245.0
,Karnataka,276.0,280.5,277.7,275.1,271.9,273.0,259.9
,Kerala,87.8,84.4,87.3,86.5,87.9,87.7,79.5
,Tamil Nadu,363.1,310.2,353.3,364.0,372.7,372.8,351.5
,Pondy,9.0,7.0,8.7,8.9,9.5,9.1,8.5
ER,Bihar,97.6,102.7,106.8,111.2,109.3,111.0,109.1
,DVC,69.8,71.0,72.6,72.5,71.6,70.6,71.3
,Jharkhand,28.5,29.3,28.9,28.8,28.1,29.9,29.8
,Odisha,112.6,112.0,113.4,105.4,93.8,96.0,96.2
,West Bengal,163.8,178.4,182.5,187.5,183.2,180.4,179.0
,Sikkim,1.1,1.1,1.1,1.0,0.9,0.8,0.8
NER,Arunachal Pradesh,2.0,1.9,2.2,2.0,2.1,1.9,1.8
Assam,26.4,27.8,29.3,26.4,27.6,26.6,24.6,
Manipur,2.5,2.5,2.5,2.5,2.5,2.5,2.4,
Meghalaya,5.4,5.2,4.6,5.7,5.4,5.0,4.7,
Mizoram,1.7,1.7,1.7,1.7,1.6,1.5,1.5,
Nagaland,1.9,1.9,1.9,2.0,2.0,2.0,1.9,
Tripura,3.7,4.1,4.6,4.7,4.3,5.1,5.0,
