Region,States,13-08-2018,14-08-2018,15-08-2018,16-08-2018,17-08-2018,18-08-2018,19-08-2018
NR,Punjab,224.7,243.8,215.9,233.5,238.0,224.9,220.7
,Haryana,185.5,193.0,177.4,191.4,198.2,192.4,178.3
,Rajasthan,238.4,242.2,238.7,231.1,231.5,226.2,217.2
,Delhi,114.9,117.3,102.7,116.6,121.0,117.9,108.0
,UP,350.5,360.2,364.7,354.1,385.3,393.5,382.5
,Uttarakhand,34.4,38.2,33.9,40.0,42.4,41.7,39.8
,HP,23.8,26.5,23.0,28.3,29.5,29.0,26.2
,J&K,36.9,37.3,39.6,40.7,34.6,36.4,40.5
,Chandigarh,5.3,5.6,5.0,5.8,5.3,5.2,5.0
WR,Chhattisgarh,83.6,86.4,84.0,81.4,88.1,88.2,82.9
,Gujarat,356.2,365.2,344.7,361.9,301.9,284.1,280.8
,MP,184.9,188.3,178.7,170.8,177.4,179.9,175.7
,Maharashtra,435.5,446.2,397.0,377.1,368.4,387.7,382.2
,Goa,9.4,9.4,8.3,9.0,9.0,9.0,9.0
,DD,7.5,7.5,5.0,6.4,7.5,7.7,7.1
,DNH,18.3,18.4,14.9,16.7,17.7,17.9,17.9
,Essar steel,9.3,9.8,9.7,10.6,10.2,12.4,11.0
SR,Andhra Pradesh,158.0,158.4,150.7,149.8,158.3,161.6,158.2
,Telangana,168.2,179.8,175.8,157.0,168.5,177.3,163.2
,Karnataka,158.8,164.5,147.6,146.7,155.2,161.0,157.5
,Kerala,60.4,56.6,47.9,38.9,42.1,44.5,45.1
,Tamil Nadu,294.1,282.5,254.2,272.1,294.6,289.6,284.4
,Pondy,7.3,7.5,6.2,6.2,7.1,7.6,7.2
ER,Bihar,90.1,95.3,94.8,91.6,98.0,95.9,99.4
,DVC,65.2,65.0,65.0,64.5,67.6,67.9,67.9
,Jharkhand,24.4,24.1,23.4,21.7,23.3,25.3,24.8
,Odisha,102.3,95.6,92.2,97.8,109.5,106.1,94.3
,West Bengal,168.4,176.1,159.1,165.4,180.9,185.0,170.9
,Sikkim,1.1,1.2,1.5,1.0,1.2,1.1,0.8
NER,Arunachal Pradesh,2.2,2.2,2.2,2.1,2.3,2.3,2.3
Assam,30.5,34.6,31.0,31.9,34.0,35.0,35.6,
Manipur,2.3,2.3,2.4,2.3,2.1,2.3,2.1,
Meghalaya,5.6,5.4,5.1,4.8,5.6,5.4,4.9,
Mizoram,1.4,1.4,1.4,1.4,1.4,1.5,1.4,
Nagaland,2.3,2.3,2.1,2.2,2.2,2.3,2.3,
Tripura,5.0,4.7,4.5,5.1,5.3,4.6,4.8,
