Region,States,11-03-2024,12-03-2024,13-03-2024,14-03-2024,15-03-2024,16-03-2024,17-03-2024
NR,Punjab,147.4,155.0,147.8,157.1,172.1,175.2,178.8
,Haryana,140.8,145.8,143.1,142.5,146.2,148.7,136.1
,Rajasthan,294.3,307.6,297.3,298.2,299.9,296.1,290.4
,Delhi,69.3,69.7,70.8,70.7,71.3,67.6,65.1
,UP,316.9,331.8,338.6,345.6,353.2,355.4,361.2
,Uttarakhand,39.3,40.0,40.8,40.5,41.3,41.4,38.1
,HP,30.5,30.7,32.6,32.0,34.0,32.0,27.1
,J&K,56.7,57.4,57.1,54.6,57.4,57.3,57.2
,Chandigarh,3.4,3.4,3.6,3.5,3.5,3.4,3.1
,Railways_NR ISTS,3.7,3.6,3.7,3.8,3.7,3.6,4.0
WR,Chhattisgarh,135.4,136.6,136.7,138.9,139.2,133.5,133.5
,Gujarat,423.2,429.2,422.1,432.0,432.1,433.2,415.4
,MP,259.2,263.4,265.4,267.5,267.7,264.1,252.9
,Maharashtra,609.9,624.9,623.3,619.1,613.1,609.1,587.8
,Goa,15.0,15.3,15.2,14.6,14.9,14.4,12.4
,DNHDDPDCL,28.6,29.0,29.2,28.5,28.5,29.0,28.1
,AMNSIL,20.4,18.2,19.6,20.5,20.2,19.2,19.2
,BALCO,12.2,12.5,12.5,12.5,12.4,12.4,12.4
SR,Andhra Pradesh,241.4,243.2,245.6,245.5,245.6,245.7,236.7
,Telangana,300.2,306.8,311.0,310.6,308.4,297.1,268.1
,Karnataka,325.5,328.7,330.5,329.1,329.7,322.4,309.5
,Kerala,100.2,101.3,101.9,101.6,101.2,100.4,92.3
,Tamil Nadu,386.6,398.4,402.3,406.8,409.3,404.5,370.4
,Pondy,9.4,9.6,9.6,9.4,9.9,10.2,9.3
ER,Bihar,93.1,92.8,97.2,99.8,104.7,102.6,103.2
,DVC,70.6,71.8,72.2,72.3,72.9,71.7,69.9
,Jharkhand,34.9,36.0,36.5,39.0,39.1,37.0,34.7
,Odisha,133.7,125.9,133.3,125.4,127.3,124.4,119.8
,West Bengal,164.1,175.2,182.5,189.0,183.2,183.1,158.4
,Sikkim,1.8,1.8,1.8,1.8,1.8,1.7,1.5
,Railways_ER ISTS*,0.1,0.1,0.1,0.1,0.1,0.2,0.2
NER,Arunachal Pradesh,2.3,2.9,2.9,2.9,2.8,2.7,2.9
,Assam,28.6,29.6,29.6,29.8,29.7,30.8,29.0,
,Manipur,3.0,3.0,3.0,3.1,3.1,3.1,3.0,
,Meghalaya,5.0,6.0,6.2,6.1,5.9,5.8,5.8,
,Mizoram,2.0,2.0,1.9,2.0,1.9,1.9,1.7,
,Nagaland,2.3,2.2,2.4,2.3,2.3,2.4,2.4,
,Tripura,4.0,4.3,4.3,4.3,4.1,4.4,4.0,
,ALL INDIA TOTAL,4515.0,4615.4,4634.1,4663.0,4693.6,4647.8,4445.5,

