Region,States,27-07-2020,28-07-2020,29-07-2020,30-07-2020,31-07-2020,01-08-2020,02-08-2020
NR,Punjab,278.4,292.2,291.2,230.1,244.8,239.6,234.7
,Haryana,202.1,216.7,211.4,170.0,182.8,187.1,186.2
,Rajasthan,250.7,266.5,273.8,260.7,244.7,242.9,242.0
,Delhi,112.7,117.5,111.9,101.7,105.7,98.5,101.6
,UP,469.1,443.9,388.7,399.3,403.8,406.7,415.3
,Uttarakhand,41.1,39.8,37.8,37.7,38.7,37.6,37.7
,HP,23.3,25.3,28.8,30.1,30.7,30.0,28.9
,J&K,44.2,41.2,40.5,39.0,43.6,40.5,41.5
,Chandigarh,6.5,6.6,6.2,5.5,5.7,5.0,4.9
WR,Chhattisgarh,104.6,102.4,101.9,108.1,109.7,105.9,107.0
,Gujarat,308.3,320.8,323.9,322.8,316.8,311.9,311.3
,MP,231.4,231.9,215.5,219.0,226.8,226.5,222.8
,Maharashtra,376.6,385.9,384.8,386.9,383.9,378.9,374.7
,Goa,8.6,8.8,8.9,8.7,8.4,8.7,9.0
,DD,5.0,5.4,5.4,5.5,5.5,5.3,4.9
,DNH,14.3,14.3,14.6,14.7,14.4,14.1,13.6
,Essar steel,17.5,19.4,17.3,16.8,17.6,17.2,17.1
SR,Andhra Pradesh,160.6,167.2,163.5,167.1,170.5,161.1,155.1
,Telangana,209.4,211.9,197.2,208.3,215.3,200.6,187.8
,Karnataka,156.9,165.1,163.9,161.2,164.8,156.6,140.7
,Kerala,65.4,66.0,60.3,59.7,58.7,59.4,54.6
,Tamil Nadu,272.2,279.2,268.2,266.1,274.3,258.2,219.5
,Pondy,7.7,7.6,7.2,7.3,7.7,7.6,6.5
ER,Bihar,115.1,99.4,105.4,103.2,105.6,109.6,115.1
,DVC,62.8,63.0,61.6,63.4,63.1,62.3,64.2
,Jharkhand,26.6,27.1,27.7,27.6,27.3,27.5,27.4
,Odisha,88.4,87.6,88.3,89.7,91.0,90.4,88.1
,West Bengal,174.1,167.1,152.5,164.9,172.3,168.6,172.3
,Sikkim,1.1,0.9,1.0,1.0,1.0,0.9,0.9
NER,Arunachal Pradesh,1.9,2.1,2.0,1.7,1.5,1.4,1.7
Assam,30.4,32.1,31.9,30.2,31.9,32.6,34.3,
Manipur,2.7,2.6,2.6,2.7,2.6,2.6,2.8,
Meghalaya,5.2,5.2,5.2,5.2,5.2,5.0,5.1,
Mizoram,1.5,1.7,1.7,1.7,1.6,1.6,1.6,
Nagaland,2.4,2.4,2.4,2.5,2.2,2.2,2.3,
Tripura,4.8,4.6,4.5,4.8,4.8,4.9,5.0,
