Region,States,20-12-2021,21-12-2021,22-12-2021,23-12-2021,24-12-2021,25-12-2021,26-12-2021
NR,Punjab,135.3,136.3,136.0,130.2,129.9,127.4,118.1
,Haryana,134.2,137.9,139.0,136.2,135.8,133.2,117.0
,Rajasthan,274.9,280.0,277.4,281.2,287.5,285.2,267.3
,Delhi,72.1,72.4,71.9,72.0,73.3,68.0,64.7
,UP,319.6,323.2,324.6,323.1,321.5,313.7,308.0
,Uttarakhand,41.4,42.3,42.2,42.9,42.6,41.4,40.4
,HP,34.6,34.6,34.9,34.5,35.1,35.2,33.8
,J&K,45.9,58.2,61.9,58.6,57.1,60.1,58.8
,Chandigarh,4.1,4.0,4.0,4.0,3.5,3.6,3.7
WR,Chhattisgarh,79.8,81.9,82.7,83.8,84.5,84.4,83.1
,Gujarat,349.2,355.9,353.2,360.2,372.2,368.1,351.4
,MP,292.8,298.7,300.5,302.0,305.1,303.9,300.6
,Maharashtra,477.5,488.6,489.5,492.4,486.5,485.8,473.8
,Goa,11.1,11.6,11.8,12.0,11.9,10.9,10.6
,DD,6.1,7.2,7.4,7.3,7.5,6.0,7.0
,DNH,19.2,19.2,19.4,19.6,19.3,19.3,18.9
,Essar steel,17.3,17.1,17.3,16.2,16.5,17.0,17.9
SR,Andhra Pradesh,165.8,167.3,168.8,170.3,172.6,171.3,167.8
,Telangana,181.1,183.1,185.5,186.7,191.3,189.2,185.5
,Karnataka,182.4,190.9,193.9,200.5,203.2,199.0,187.1
,Kerala,74.1,74.3,74.4,74.8,73.7,66.3,64.7
,Tamil Nadu,276.6,286.8,288.5,293.0,295.8,287.3,263.1
,Pondy,6.8,7.0,7.0,7.0,7.0,6.8,6.2
ER,Bihar,77.9,81.0,82.7,81.7,82.3,81.8,81.7
,DVC,65.6,65.6,66.9,68.6,67.0,67.4,65.7
,Jharkhand,28.7,26.6,27.3,29.9,32.0,31.3,29.1
,Odisha,105.1,102.5,106.2,113.0,110.1,100.6,105.0
,West Bengal,108.9,112.4,113.6,112.8,115.2,109.7,102.2
,Sikkim,1.5,1.8,2.0,2.0,1.9,2.0,2.0
NER,Arunachal Pradesh,2.3,2.4,2.3,2.3,2.3,2.3,2.3
Assam,24.2,24.6,24.4,24.8,25.2,24.7,23.2,
Manipur,3.3,3.2,3.2,3.1,3.5,3.0,3.4,
Meghalaya,7.3,7.3,7.3,7.5,7.6,7.3,7.3,
Mizoram,1.8,1.8,1.9,1.8,1.8,1.8,2.1,
Nagaland,2.6,2.4,2.6,2.3,2.5,2.5,2.1,
Tripura,3.6,4.0,3.5,3.5,3.5,3.5,3.3,
